irradiation_seconds
0
18.359000000000002
36.765000000000001
55.124000000000002
73.483000000000004
91.843000000000004
110.202
128.56200000000001
146.92099999999999
165.28100000000001
183.63999999999999
201.999
220.374
238.73299999999998
257.09299999999996
275.452
293.81099999999998
312.16999999999996
330.52999999999997
348.90499999999997
367.26499999999993
385.62399999999997
403.98299999999995
422.35799999999995
440.71699999999993
459.07599999999996
477.43499999999995
495.79399999999998
514.15300000000002
532.51299999999992
550.87199999999996
569.23199999999997
587.59099999999989
605.94999999999993
624.30999999999983
