Wavelength_nm	Absorbance__2107362U1_0001A	Concentration_M__2107362U1_0001A	Path_length_cm__2107362U1_0001A	Epsilon_M-1_cm-1__2107362U1_0001A	Absorbance__2107362U1_0001B	Concentration_M__2107362U1_0001B	Path_length_cm__2107362U1_0001B	Epsilon_M-1_cm-1__2107362U1_0001B	Absorbance__2107362U1_0001C	Concentration_M__2107362U1_0001C	Path_length_cm__2107362U1_0001C	Epsilon_M-1_cm-1__2107362U1_0001C	Epsilon_mean_M-1_cm-1	Epsilon_SD_M-1_cm-1	Epsilon_SEM_M-1_cm-1	Epsilon_lower_nonnegative_M-1_cm-1	Epsilon_upper_nonnegative_M-1_cm-1
3.02710693e+02	1.63102088e-01	6.82000000e-05	1	2.39152622e+03	1.63462632e-01	6.87000000e-05	1	2.37936874e+03	1.67463647e-01	6.80000000e-05	1	2.46270070e+03	2.41119855e+03	4.50144905e+01	2.59891282e+01	2.36618406e+03	2.45621304e+03
3.03308685e+02	1.60011796e-01	6.82000000e-05	1	2.34621402e+03	1.60126888e-01	6.87000000e-05	1	2.33081351e+03	1.64304971e-01	6.80000000e-05	1	2.41624958e+03	2.36442570e+03	4.55365726e+01	2.62905525e+01	2.31888913e+03	2.40996227e+03
3.03906647e+02	1.57349773e-01	6.82000000e-05	1	2.30718143e+03	1.57446082e-01	6.87000000e-05	1	2.29179158e+03	1.61608763e-01	6.80000000e-05	1	2.37659945e+03	2.32519082e+03	4.51812738e+01	2.60854206e+01	2.28000955e+03	2.37037209e+03
3.04504578e+02	1.55093670e-01	6.82000000e-05	1	2.27410074e+03	1.55174745e-01	6.87000000e-05	1	2.25872991e+03	1.59314294e-01	6.80000000e-05	1	2.34285726e+03	2.29189597e+03	4.47979430e+01	2.58641044e+01	2.24709803e+03	2.33669391e+03
3.05102478e+02	1.53370694e-01	6.82000000e-05	1	2.24883716e+03	1.53295834e-01	6.87000000e-05	1	2.23138040e+03	1.57324599e-01	6.80000000e-05	1	2.31359705e+03	2.26460487e+03	4.33169691e+01	2.50090638e+01	2.22128790e+03	2.30792184e+03
3.05700348e+02	1.51735785e-01	6.82000000e-05	1	2.22486488e+03	1.51673517e-01	6.87000000e-05	1	2.20776589e+03	1.55594882e-01	6.80000000e-05	1	2.28816003e+03	2.24026360e+03	4.23514451e+01	2.44516182e+01	2.19791215e+03	2.28261504e+03
3.06298218e+02	1.49827013e-01	6.82000000e-05	1	2.19687703e+03	1.49753282e-01	6.87000000e-05	1	2.17981488e+03	1.53552165e-01	6.80000000e-05	1	2.25812008e+03	2.21160399e+03	4.11775281e+01	2.37738570e+01	2.17042647e+03	2.25278152e+03
3.06896027e+02	1.47417332e-01	6.82000000e-05	1	2.16154445e+03	1.47335425e-01	6.87000000e-05	1	2.14462046e+03	1.51141867e-01	6.80000000e-05	1	2.22267452e+03	2.17627981e+03	4.10604109e+01	2.37062393e+01	2.13521940e+03	2.21734022e+03
3.07493835e+02	1.44332045e-01	6.82000000e-05	1	2.11630565e+03	1.44281823e-01	6.87000000e-05	1	2.10017209e+03	1.48190204e-01	6.80000000e-05	1	2.17926771e+03	2.13191515e+03	4.17943953e+01	2.41300054e+01	2.09012075e+03	2.17370954e+03
3.08091583e+02	1.40595409e-01	6.82000000e-05	1	2.06151626e+03	1.40342857e-01	6.87000000e-05	1	2.04283635e+03	1.44305764e-01	6.80000000e-05	1	2.12214358e+03	2.07549873e+03	4.14613257e+01	2.39377076e+01	2.03403740e+03	2.11696006e+03
3.08689331e+02	1.35966643e-01	6.82000000e-05	1	1.99364579e+03	1.35604799e-01	6.87000000e-05	1	1.97386898e+03	1.39552321e-01	6.80000000e-05	1	2.05224001e+03	2.00658493e+03	4.07562343e+01	2.35306229e+01	1.96582869e+03	2.04734116e+03
3.09287048e+02	1.30643004e-01	6.82000000e-05	1	1.91558657e+03	1.30204090e-01	6.87000000e-05	1	1.89525604e+03	1.34095906e-01	6.80000000e-05	1	1.97199861e+03	1.92761374e+03	3.97598463e+01	2.29553579e+01	1.88785390e+03	1.96737359e+03
3.09884735e+02	1.25010992e-01	6.82000000e-05	1	1.83300575e+03	1.24441023e-01	6.87000000e-05	1	1.81136861e+03	1.28223756e-01	6.80000000e-05	1	1.88564347e+03	1.84333927e+03	3.82004583e+01	2.20550449e+01	1.80513882e+03	1.88153973e+03
3.10482391e+02	1.19306752e-01	6.82000000e-05	1	1.74936586e+03	1.18701255e-01	6.87000000e-05	1	1.72782031e+03	1.22414586e-01	6.80000000e-05	1	1.80021450e+03	1.75913356e+03	3.71723766e+01	2.14614816e+01	1.72196118e+03	1.79630593e+03
3.11080017e+02	1.13746208e-01	6.82000000e-05	1	1.66783297e+03	1.12954291e-01	6.87000000e-05	1	1.64416726e+03	1.16582224e-01	6.80000000e-05	1	1.71444446e+03	1.67548157e+03	3.57574748e+01	2.06445877e+01	1.63972409e+03	1.71123904e+03
3.11677612e+02	1.08511294e-01	6.82000000e-05	1	1.59107470e+03	1.07709612e-01	6.87000000e-05	1	1.56782551e+03	1.11264909e-01	6.80000000e-05	1	1.63624866e+03	1.59838295e+03	3.47920951e+01	2.00872255e+01	1.56359086e+03	1.63317505e+03
3.12275208e+02	1.03894951e-01	6.82000000e-05	1	1.52338638e+03	1.03070031e-01	6.87000000e-05	1	1.50029157e+03	1.06627171e-01	6.80000000e-05	1	1.56804664e+03	1.53057486e+03	3.44447825e+01	1.98867045e+01	1.49613008e+03	1.56501965e+03
3.12872742e+02	1.00032262e-01	6.82000000e-05	1	1.46674871e+03	9.91008128e-02	6.87000000e-05	1	1.44251547e+03	1.02637716e-01	6.80000000e-05	1	1.50937817e+03	1.47288078e+03	3.38505104e+01	1.95436013e+01	1.43903027e+03	1.50673129e+03
3.13470276e+02	9.68855092e-02	6.82000000e-05	1	1.42060864e+03	9.59045383e-02	6.87000000e-05	1	1.39599037e+03	9.93791734e-02	6.80000000e-05	1	1.46145843e+03	1.42601915e+03	3.30676889e+01	1.90916391e+01	1.39295146e+03	1.45908684e+03
3.14067749e+02	9.43124082e-02	6.82000000e-05	1	1.38287989e+03	9.32918588e-02	6.87000000e-05	1	1.35796010e+03	9.67620382e-02	6.80000000e-05	1	1.42297115e+03	1.38793705e+03	3.27992434e+01	1.89366520e+01	1.35513780e+03	1.42073629e+03
3.14665222e+02	9.23543763e-02	6.82000000e-05	1	1.35416974e+03	9.12600636e-02	6.87000000e-05	1	1.32838521e+03	9.47348733e-02	6.80000000e-05	1	1.39315990e+03	1.35857162e+03	3.26109291e+01	1.88279287e+01	1.32596069e+03	1.39118255e+03
3.15262665e+02	9.09437271e-02	6.82000000e-05	1	1.33348573e+03	8.97606779e-02	6.87000000e-05	1	1.30656009e+03	9.33295681e-02	6.80000000e-05	1	1.37249365e+03	1.33751316e+03	3.31507732e+01	1.91396078e+01	1.30436238e+03	1.37066393e+03
3.15860077e+02	8.99090552e-02	6.82000000e-05	1	1.31831459e+03	8.86197448e-02	6.87000000e-05	1	1.28995262e+03	9.21809093e-02	6.80000000e-05	1	1.35560161e+03	1.32128961e+03	3.29254538e+01	1.90095196e+01	1.28836415e+03	1.35421506e+03
3.16457458e+02	8.91046699e-02	6.82000000e-05	1	1.30652009e+03	8.78131370e-02	6.87000000e-05	1	1.27821160e+03	9.13848626e-02	6.80000000e-05	1	1.34389504e+03	1.30954224e+03	3.29458426e+01	1.90212911e+01	1.27659640e+03	1.34248808e+03
3.17054810e+02	8.86647735e-02	6.82000000e-05	1	1.30006999e+03	8.73882820e-02	6.87000000e-05	1	1.27202739e+03	9.09097039e-02	6.80000000e-05	1	1.33690741e+03	1.30300160e+03	3.25392048e+01	1.87865187e+01	1.27046239e+03	1.33554080e+03
3.17652130e+02	8.84791076e-02	6.82000000e-05	1	1.29734762e+03	8.72856002e-02	6.87000000e-05	1	1.27053275e+03	9.07005031e-02	6.80000000e-05	1	1.33383093e+03	1.30057043e+03	3.17719151e+01	1.83435237e+01	1.26879852e+03	1.33234235e+03
3.18249451e+02	8.84971241e-02	6.82000000e-05	1	1.29761179e+03	8.73647135e-02	6.87000000e-05	1	1.27168433e+03	9.06919803e-02	6.80000000e-05	1	1.33370559e+03	1.30100057e+03	3.11491912e+01	1.79839939e+01	1.26985138e+03	1.33214976e+03
3.18846710e+02	8.88364209e-02	6.82000000e-05	1	1.30258682e+03	8.75868902e-02	6.87000000e-05	1	1.27491834e+03	9.10418210e-02	6.80000000e-05	1	1.33885031e+03	1.30545182e+03	3.20621308e+01	1.85110799e+01	1.27338969e+03	1.33751395e+03
3.19443970e+02	8.93419997e-02	6.82000000e-05	1	1.31000000e+03	8.80420566e-02	6.87000000e-05	1	1.28154376e+03	9.16031707e-02	6.80000000e-05	1	1.34710545e+03	1.31288307e+03	3.28757937e+01	1.89808483e+01	1.28000728e+03	1.34575886e+03
3.20041168e+02	8.99485054e-02	6.82000000e-05	1	1.31889304e+03	8.86017834e-02	6.87000000e-05	1	1.28969117e+03	9.23293565e-02	6.80000000e-05	1	1.35778465e+03	1.32212296e+03	3.41614531e+01	1.97231242e+01	1.28796150e+03	1.35628441e+03
3.20638367e+02	9.06348651e-02	6.82000000e-05	1	1.32895697e+03	8.92792462e-02	6.87000000e-05	1	1.29955235e+03	9.31136219e-02	6.80000000e-05	1	1.36931797e+03	1.33260909e+03	3.50259059e+01	2.02222162e+01	1.29758319e+03	1.36763500e+03
3.21235535e+02	9.13521014e-02	6.82000000e-05	1	1.33947363e+03	9.00225474e-02	6.87000000e-05	1	1.31037187e+03	9.39393291e-02	6.80000000e-05	1	1.38146072e+03	1.34376874e+03	3.57385264e+01	2.06336478e+01	1.30803021e+03	1.37950727e+03
3.21832672e+02	9.23555652e-02	6.82000000e-05	1	1.35418717e+03	9.10497646e-02	6.87000000e-05	1	1.32532408e+03	9.48709953e-02	6.80000000e-05	1	1.39516169e+03	1.35822432e+03	3.50934023e+01	2.02611853e+01	1.32313091e+03	1.39331772e+03
3.22429749e+02	9.32220094e-02	6.82000000e-05	1	1.36689163e+03	9.19952017e-02	6.87000000e-05	1	1.33908590e+03	9.58106365e-02	6.80000000e-05	1	1.40897995e+03	1.37165250e+03	3.51893978e+01	2.03166083e+01	1.33646310e+03	1.40684189e+03
3.23026855e+02	9.41034897e-02	6.82000000e-05	1	1.37981656e+03	9.30201985e-02	6.87000000e-05	1	1.35400580e+03	9.66458457e-02	6.80000000e-05	1	1.42126244e+03	1.38502827e+03	3.39298564e+01	1.95894117e+01	1.35109841e+03	1.41895812e+03
3.23623901e+02	9.51748971e-02	6.82000000e-05	1	1.39552635e+03	9.39990544e-02	6.87000000e-05	1	1.36825407e+03	9.77077945e-02	6.80000000e-05	1	1.43687933e+03	1.40021992e+03	3.45525525e+01	1.99489255e+01	1.36566736e+03	1.43477247e+03
3.24220917e+02	9.62236657e-02	6.82000000e-05	1	1.41090419e+03	9.50233724e-02	6.87000000e-05	1	1.38316408e+03	9.86544826e-02	6.80000000e-05	1	1.45080121e+03	1.41495649e+03	3.40001666e+01	1.96300053e+01	1.38095633e+03	1.44895666e+03
3.24817902e+02	9.72236027e-02	6.82000000e-05	1	1.42556602e+03	9.60790597e-02	6.87000000e-05	1	1.39853071e+03	9.97076524e-02	6.80000000e-05	1	1.46628901e+03	1.43012858e+03	3.41087882e+01	1.96927180e+01	1.39601979e+03	1.46423737e+03
3.25414886e+02	9.85255209e-02	6.82000000e-05	1	1.44465573e+03	9.73741549e-02	6.87000000e-05	1	1.41738217e+03	1.01029248e-01	6.80000000e-05	1	1.48572424e+03	1.44925405e+03	3.44022976e+01	1.98621758e+01	1.41485175e+03	1.48365634e+03
3.26011810e+02	9.98043613e-02	6.82000000e-05	1	1.46340706e+03	9.87007496e-02	6.87000000e-05	1	1.43669213e+03	1.02326368e-01	6.80000000e-05	1	1.50479953e+03	1.46829957e+03	3.43162795e+01	1.98125132e+01	1.43398330e+03	1.50261585e+03
3.26608734e+02	1.01273244e-01	6.82000000e-05	1	1.48494492e+03	1.00162913e-01	6.87000000e-05	1	1.45797545e+03	1.03665177e-01	6.80000000e-05	1	1.52448790e+03	1.48913609e+03	3.34537141e+01	1.93145108e+01	1.45568238e+03	1.52258981e+03
3.27205627e+02	1.02616193e-01	6.82000000e-05	1	1.50463626e+03	1.01547587e-01	6.87000000e-05	1	1.47813081e+03	1.04984908e-01	6.80000000e-05	1	1.54389570e+03	1.50888759e+03	3.30879229e+01	1.91033212e+01	1.47579967e+03	1.54197552e+03
3.27802460e+02	1.04141780e-01	6.82000000e-05	1	1.52700557e+03	1.03154215e-01	6.87000000e-05	1	1.50151695e+03	1.06466295e-01	6.80000000e-05	1	1.56568081e+03	1.53140111e+03	3.23069796e+01	1.86524434e+01	1.49909413e+03	1.56370809e+03
3.28399292e+02	1.05827921e-01	6.82000000e-05	1	1.55172904e+03	1.04662109e-01	6.87000000e-05	1	1.52346593e+03	1.08235047e-01	6.80000000e-05	1	1.59169186e+03	1.55562895e+03	3.42797537e+01	1.97914250e+01	1.52134919e+03	1.58990870e+03
3.28996094e+02	1.07644583e-01	6.82000000e-05	1	1.57836632e+03	1.06516770e-01	6.87000000e-05	1	1.55046244e+03	1.10151058e-01	6.80000000e-05	1	1.61986851e+03	1.58289909e+03	3.49243460e+01	2.01635805e+01	1.54797474e+03	1.61782344e+03
3.29592865e+02	1.09505769e-01	6.82000000e-05	1	1.60565644e+03	1.08501514e-01	6.87000000e-05	1	1.57935246e+03	1.12179473e-01	6.80000000e-05	1	1.64969814e+03	1.61156901e+03	3.55436000e+01	2.05211070e+01	1.57602541e+03	1.64711261e+03
3.30189606e+02	1.11795995e-01	6.82000000e-05	1	1.63923746e+03	1.10778096e-01	6.87000000e-05	1	1.61249048e+03	1.14481355e-01	6.80000000e-05	1	1.68354933e+03	1.64509243e+03	3.58894218e+01	2.07207673e+01	1.60920300e+03	1.68098185e+03
3.30786316e+02	1.14026266e-01	6.82000000e-05	1	1.67193939e+03	1.13130288e-01	6.87000000e-05	1	1.64672908e+03	1.16793970e-01	6.80000000e-05	1	1.71755839e+03	1.67874229e+03	3.59013539e+01	2.07276563e+01	1.64284093e+03	1.71464364e+03
3.31383026e+02	1.16315360e-01	6.82000000e-05	1	1.70550382e+03	1.15631137e-01	6.87000000e-05	1	1.68313155e+03	1.19170963e-01	6.80000000e-05	1	1.75251416e+03	1.71371651e+03	3.54128895e+01	2.04456413e+01	1.67830362e+03	1.74912940e+03
3.31979675e+02	1.18780455e-01	6.82000000e-05	1	1.74164889e+03	1.18235636e-01	6.87000000e-05	1	1.72104273e+03	1.21597611e-01	6.80000000e-05	1	1.78820016e+03	1.75029726e+03	3.44038604e+01	1.98630780e+01	1.71589340e+03	1.78470112e+03
3.32576294e+02	1.21605485e-01	6.82000000e-05	1	1.78307163e+03	1.21086106e-01	6.87000000e-05	1	1.76253430e+03	1.24505483e-01	6.80000000e-05	1	1.83096298e+03	1.79218964e+03	3.51137385e+01	2.02729264e+01	1.75707590e+03	1.82730337e+03
3.33172913e+02	1.24643741e-01	6.82000000e-05	1	1.82762084e+03	1.24129542e-01	6.87000000e-05	1	1.80683467e+03	1.27639415e-01	6.80000000e-05	1	1.87705022e+03	1.83716858e+03	3.60683429e+01	2.08240675e+01	1.80110023e+03	1.87323692e+03
3.33769470e+02	1.27944234e-01	6.82000000e-05	1	1.87601516e+03	1.27504798e-01	6.87000000e-05	1	1.85596504e+03	1.31058419e-01	6.80000000e-05	1	1.92732969e+03	1.88643663e+03	3.68060288e+01	2.12499706e+01	1.84963060e+03	1.92324266e+03
3.34366028e+02	1.31565641e-01	6.82000000e-05	1	1.92911497e+03	1.31078154e-01	6.87000000e-05	1	1.90797895e+03	1.34684531e-01	6.80000000e-05	1	1.98065487e+03	1.93924960e+03	3.73828903e+01	2.15830218e+01	1.90186670e+03	1.97663249e+03
3.34962555e+02	1.35482878e-01	6.82000000e-05	1	1.98655247e+03	1.34870661e-01	6.87000000e-05	1	1.96318284e+03	1.38581055e-01	6.80000000e-05	1	2.03795669e+03	1.99589734e+03	3.82528036e+01	2.20852664e+01	1.95764453e+03	2.03415014e+03
3.35559052e+02	1.39589480e-01	6.82000000e-05	1	2.04676657e+03	1.38962542e-01	6.87000000e-05	1	2.02274442e+03	1.42714703e-01	6.80000000e-05	1	2.09874563e+03	2.05608554e+03	3.88481452e+01	2.24289871e+01	2.01723739e+03	2.09493368e+03
3.36155518e+02	1.43985987e-01	6.82000000e-05	1	2.11123148e+03	1.43309385e-01	6.87000000e-05	1	2.08601725e+03	1.47183246e-01	6.80000000e-05	1	2.16445949e+03	2.12056941e+03	4.00461508e+01	2.31206560e+01	2.08052326e+03	2.16061556e+03
3.36751953e+02	1.48668876e-01	6.82000000e-05	1	2.17989554e+03	1.48002462e-01	6.87000000e-05	1	2.15432987e+03	1.51732860e-01	6.80000000e-05	1	2.23136559e+03	2.18853033e+03	3.92370387e+01	2.26535149e+01	2.14929329e+03	2.22776737e+03
3.37348358e+02	1.53539642e-01	6.82000000e-05	1	2.25131440e+03	1.53051927e-01	6.87000000e-05	1	2.22783008e+03	1.56831052e-01	6.80000000e-05	1	2.30633900e+03	2.26182783e+03	4.02965439e+01	2.32652205e+01	2.22153128e+03	2.30212437e+03
3.37944733e+02	1.58574920e-01	6.82000000e-05	1	2.32514545e+03	1.58233200e-01	6.87000000e-05	1	2.30324891e+03	1.62155716e-01	6.80000000e-05	1	2.38464288e+03	2.33767908e+03	4.21196341e+01	2.43177821e+01	2.29555945e+03	2.37979872e+03
3.38541077e+02	1.63856495e-01	6.82000000e-05	1	2.40258790e+03	1.63691162e-01	6.87000000e-05	1	2.38269522e+03	1.67617975e-01	6.80000000e-05	1	2.46497022e+03	2.41675111e+03	4.29271644e+01	2.47840099e+01	2.37382395e+03	2.45967828e+03
3.39137390e+02	1.69395300e-01	6.82000000e-05	1	2.48380205e+03	1.69407823e-01	6.87000000e-05	1	2.46590717e+03	1.73394233e-01	6.80000000e-05	1	2.54991519e+03	2.49987480e+03	4.42502746e+01	2.55479079e+01	2.45562453e+03	2.54412508e+03
3.39733704e+02	1.75106285e-01	6.82000000e-05	1	2.56754084e+03	1.75165671e-01	6.87000000e-05	1	2.54971865e+03	1.79272607e-01	6.80000000e-05	1	2.63636186e+03	2.58454045e+03	4.57548015e+01	2.64165469e+01	2.53878565e+03	2.63029525e+03
3.40329956e+02	1.81078333e-01	6.82000000e-05	1	2.65510752e+03	1.81323292e-01	6.87000000e-05	1	2.63934922e+03	1.85364909e-01	6.80000000e-05	1	2.72595454e+03	2.67347043e+03	4.61304406e+01	2.66334223e+01	2.62733999e+03	2.71960087e+03
3.40926178e+02	1.87300890e-01	6.82000000e-05	1	2.74634736e+03	1.87618919e-01	6.87000000e-05	1	2.73098863e+03	1.91755060e-01	6.80000000e-05	1	2.81992736e+03	2.76575445e+03	4.75394643e+01	2.74469225e+01	2.71821498e+03	2.81329391e+03
3.41522400e+02	1.93718603e-01	6.82000000e-05	1	2.84044872e+03	1.94273597e-01	6.87000000e-05	1	2.82785439e+03	1.98289265e-01	6.80000000e-05	1	2.91601861e+03	2.86144057e+03	4.76836007e+01	2.75301397e+01	2.81375697e+03	2.90912417e+03
3.42118591e+02	2.00434117e-01	6.82000000e-05	1	2.93891667e+03	2.01223474e-01	6.87000000e-05	1	2.92901709e+03	2.05294052e-01	6.80000000e-05	1	3.01903018e+03	2.96232132e+03	4.93601219e+01	2.84980797e+01	2.91296119e+03	3.01168144e+03
3.42714722e+02	2.07346409e-01	6.82000000e-05	1	3.04026993e+03	2.08247009e-01	6.87000000e-05	1	3.03125196e+03	2.12416748e-01	6.80000000e-05	1	3.12377570e+03	3.06509920e+03	5.10150009e+01	2.94535245e+01	3.01408420e+03	3.11611420e+03
3.43310852e+02	2.14613158e-01	6.82000000e-05	1	3.14682050e+03	2.15668543e-01	6.87000000e-05	1	3.13928011e+03	2.19756742e-01	6.80000000e-05	1	3.23171679e+03	3.17260580e+03	5.13302665e+01	2.96355432e+01	3.12127553e+03	3.22393606e+03
3.43906952e+02	2.22196058e-01	6.82000000e-05	1	3.25800672e+03	2.23633937e-01	6.87000000e-05	1	3.25522470e+03	2.27704385e-01	6.80000000e-05	1	3.34859389e+03	3.28727510e+03	5.31218442e+01	3.06699110e+01	3.23415326e+03	3.34039695e+03
3.44503021e+02	2.30098096e-01	6.82000000e-05	1	3.37387238e+03	2.31809647e-01	6.87000000e-05	1	3.37423067e+03	2.35799157e-01	6.80000000e-05	1	3.46763466e+03	3.40524590e+03	5.40305428e+01	3.11945485e+01	3.35121536e+03	3.45927644e+03
3.45099060e+02	2.38221478e-01	6.82000000e-05	1	3.49298354e+03	2.40124716e-01	6.87000000e-05	1	3.49526515e+03	2.44132669e-01	6.80000000e-05	1	3.59018632e+03	3.52614500e+03	5.54731340e+01	3.20274288e+01	3.47067187e+03	3.58161814e+03
3.45695068e+02	2.46635847e-01	6.82000000e-05	1	3.61636140e+03	2.48595794e-01	6.87000000e-05	1	3.61857051e+03	2.52705174e-01	6.80000000e-05	1	3.71625256e+03	3.65039482e+03	5.70451665e+01	3.29350422e+01	3.59334966e+03	3.70743999e+03
3.46291046e+02	2.55116798e-01	6.82000000e-05	1	3.74071551e+03	2.57148136e-01	6.87000000e-05	1	3.74305875e+03	2.61373558e-01	6.80000000e-05	1	3.84372879e+03	3.77583435e+03	5.88099830e+01	3.39539595e+01	3.71702437e+03	3.83464433e+03
3.46886993e+02	2.63834811e-01	6.82000000e-05	1	3.86854561e+03	2.65821335e-01	6.87000000e-05	1	3.86930619e+03	2.70241958e-01	6.80000000e-05	1	3.97414644e+03	3.90399941e+03	6.07502978e+01	3.50742008e+01	3.84324912e+03	3.96474971e+03
3.47482910e+02	2.72736219e-01	6.82000000e-05	1	3.99906480e+03	2.74635865e-01	6.87000000e-05	1	3.99761085e+03	2.79142739e-01	6.80000000e-05	1	4.10504027e+03	4.03390531e+03	6.16089778e+01	3.55699599e+01	3.97229633e+03	4.09551428e+03
3.48078827e+02	2.81897481e-01	6.82000000e-05	1	4.13339415e+03	2.83733515e-01	6.87000000e-05	1	4.13003661e+03	2.88252767e-01	6.80000000e-05	1	4.23901128e+03	4.16748068e+03	6.19700601e+01	3.57784309e+01	4.10551062e+03	4.22945074e+03
3.48674683e+02	2.91305256e-01	6.82000000e-05	1	4.27133806e+03	2.93292432e-01	6.87000000e-05	1	4.26917660e+03	2.97886349e-01	6.80000000e-05	1	4.38068161e+03	4.30706542e+03	6.37626451e+01	3.68133803e+01	4.24330278e+03	4.37082807e+03
3.49270508e+02	3.00925510e-01	6.82000000e-05	1	4.41239751e+03	3.02972101e-01	6.87000000e-05	1	4.41007424e+03	3.07563232e-01	6.80000000e-05	1	4.52298870e+03	4.44848682e+03	6.45309805e+01	3.72569789e+01	4.38395584e+03	4.51301780e+03
3.49866333e+02	3.10873201e-01	6.82000000e-05	1	4.55825809e+03	3.12824608e-01	6.87000000e-05	1	4.55348774e+03	3.17622050e-01	6.80000000e-05	1	4.67091250e+03	4.59421944e+03	6.64609528e+01	3.83712490e+01	4.52775849e+03	4.66068040e+03
3.50462097e+02	3.20995821e-01	6.82000000e-05	1	4.70668360e+03	3.23060987e-01	6.87000000e-05	1	4.70248889e+03	3.27956781e-01	6.80000000e-05	1	4.82289384e+03	4.74402211e+03	6.83371139e+01	3.94544511e+01	4.67568499e+03	4.81235922e+03
3.51057861e+02	3.30755102e-01	6.82000000e-05	1	4.84978155e+03	3.33076141e-01	6.87000000e-05	1	4.84826988e+03	3.38128715e-01	6.80000000e-05	1	4.97248110e+03	4.89017751e+03	7.12810079e+01	4.11541091e+01	4.81889650e+03	4.96145852e+03
3.51653595e+02	3.40999374e-01	6.82000000e-05	1	4.99999081e+03	3.43649422e-01	6.87000000e-05	1	5.00217499e+03	3.48625340e-01	6.80000000e-05	1	5.12684323e+03	5.04300301e+03	7.26159735e+01	4.19248518e+01	4.97038704e+03	5.11561899e+03
3.52249268e+02	3.51451674e-01	6.82000000e-05	1	5.15325036e+03	3.54316268e-01	6.87000000e-05	1	5.15744204e+03	3.59136505e-01	6.80000000e-05	1	5.28141919e+03	5.19737053e+03	7.28184403e+01	4.20417461e+01	5.12455209e+03	5.27018897e+03
3.52844940e+02	3.61911522e-01	6.82000000e-05	1	5.30662055e+03	3.65080127e-01	6.87000000e-05	1	5.31412121e+03	3.69870468e-01	6.80000000e-05	1	5.43927158e+03	5.35333778e+03	7.45152923e+01	4.30214241e+01	5.27882249e+03	5.42785307e+03
3.53440582e+02	3.72602684e-01	6.82000000e-05	1	5.46338246e+03	3.76029376e-01	6.87000000e-05	1	5.47349892e+03	3.80895888e-01	6.80000000e-05	1	5.60141012e+03	5.51276384e+03	7.69363935e+01	4.44192475e+01	5.43582744e+03	5.58970023e+03
3.54036194e+02	3.83617147e-01	6.82000000e-05	1	5.62488486e+03	3.87117384e-01	6.87000000e-05	1	5.63489642e+03	3.92079521e-01	6.80000000e-05	1	5.76587530e+03	5.67521886e+03	7.86702013e+01	4.54202619e+01	5.59654866e+03	5.75388906e+03
3.54631775e+02	3.95033242e-01	6.82000000e-05	1	5.79227627e+03	3.98508812e-01	6.87000000e-05	1	5.80071051e+03	4.03672543e-01	6.80000000e-05	1	5.93636093e+03	5.84311590e+03	8.08625975e+01	4.66860424e+01	5.76225331e+03	5.92397850e+03
3.55227325e+02	4.06280597e-01	6.82000000e-05	1	5.95719351e+03	4.09891864e-01	6.87000000e-05	1	5.96640268e+03	4.15236782e-01	6.80000000e-05	1	6.10642326e+03	6.01000648e+03	8.36262441e+01	4.82816346e+01	5.92638024e+03	6.09363273e+03
3.55822845e+02	4.17161815e-01	6.82000000e-05	1	6.11674215e+03	4.20963379e-01	6.87000000e-05	1	6.12756010e+03	4.26463170e-01	6.80000000e-05	1	6.27151720e+03	6.17193982e+03	8.64060115e+01	4.98865340e+01	6.08553381e+03	6.25834583e+03
3.56418335e+02	4.28021855e-01	6.82000000e-05	1	6.27598028e+03	4.32209293e-01	6.87000000e-05	1	6.29125609e+03	4.37577210e-01	6.80000000e-05	1	6.43495897e+03	6.33406511e+03	8.77098389e+01	5.06392991e+01	6.24635527e+03	6.42177495e+03
3.57013794e+02	4.38100257e-01	6.82000000e-05	1	6.42375744e+03	4.42553934e-01	6.87000000e-05	1	6.44183311e+03	4.47910283e-01	6.80000000e-05	1	6.58691593e+03	6.48416882e+03	8.94394130e+01	5.16378692e+01	6.39472941e+03	6.57360824e+03
3.57609222e+02	4.48816547e-01	6.82000000e-05	1	6.58088778e+03	4.53401970e-01	6.87000000e-05	1	6.59973756e+03	4.59057471e-01	6.80000000e-05	1	6.75084517e+03	6.64382350e+03	9.31614522e+01	5.37867895e+01	6.55066205e+03	6.73698495e+03
3.58204651e+02	4.59817006e-01	6.82000000e-05	1	6.74218484e+03	4.64779728e-01	6.87000000e-05	1	6.76535267e+03	4.70342436e-01	6.80000000e-05	1	6.91680052e+03	6.80811268e+03	9.48365597e+01	5.47539133e+01	6.71327612e+03	6.90294924e+03
3.58800018e+02	4.71479672e-01	6.82000000e-05	1	6.91319167e+03	4.76434102e-01	6.87000000e-05	1	6.93499420e+03	4.82246518e-01	6.80000000e-05	1	7.09186056e+03	6.98001548e+03	9.74721986e+01	5.62756001e+01	6.88254328e+03	7.07748768e+03
3.59395386e+02	4.83580498e-01	6.82000000e-05	1	7.09062313e+03	4.88586845e-01	6.87000000e-05	1	7.11189003e+03	4.94379263e-01	6.80000000e-05	1	7.27028327e+03	7.15759881e+03	9.81652230e+01	5.66757179e+01	7.05943359e+03	7.25576404e+03
