Wavelength [nm]	Wavenumbers [1/cm]	from clipboard (1)
755.524	13235.85	-3.916
756.101	13225.75	-6.495
756.678	13215.67	-7.669
757.254	13205.60	-12.21
757.831	13195.56	-15.51
758.408	13185.52	-15.83
758.984	13175.50	-14.93
759.561	13165.50	-22.13
760.138	13155.51	-24.8
760.714	13145.54	-23.36
761.291	13135.58	-21.28
761.868	13125.63	-20.19
762.445	13115.71	-20.35
763.021	13105.79	-17.31
763.598	13095.90	-16.31
764.175	13086.01	-18.46
764.751	13076.14	-23.85
765.328	13066.29	-26.7
765.905	13056.45	-28.19
766.482	13046.63	-28.53
767.058	13036.82	-26.33
767.635	13027.02	-24.27
768.212	13017.25	-25.11
768.788	13007.48	-27.75
769.365	12997.73	-25.81
769.942	12987.99	-20.37
770.519	12978.27	-15.12
771.095	12968.57	-11.32
771.672	12958.87	-10.3
772.249	12949.20	-11.35
772.825	12939.53	-13.32
773.402	12929.89	-18.27
773.979	12920.25	-19.18
774.555	12910.63	-18.59
775.132	12901.03	-19.28
775.709	12891.43	-21.02
776.286	12881.86	-21.95
776.862	12872.29	-18.77
777.439	12862.74	-13.7
778.016	12853.21	-9.835
778.592	12843.69	-11.38
779.169	12834.18	-12.66
779.746	12824.69	-11.01
780.323	12815.21	-4.959
780.899	12805.75	-4.649
781.476	12796.30	-3.061
782.053	12786.86	-1.925
782.629	12777.44	-3.493
783.206	12768.03	-4.291
783.783	12758.64	-3.238
784.360	12749.26	-2.67
784.936	12739.89	-5.259
785.513	12730.53	-5.168
786.090	12721.19	-6.637
786.666	12711.87	-7.192
787.243	12702.56	-2.919
787.820	12693.26	-3.356
788.397	12683.97	-9.992
788.973	12674.70	-13.76
789.550	12665.44	-8.441
790.127	12656.20	-5.599
790.703	12646.97	-10.67
791.280	12637.75	-10.81
791.857	12628.55	-14.9
792.433	12619.36	-15.83
793.010	12610.18	-18.09
793.587	12601.01	-21.27
794.164	12591.86	-22.6
794.740	12582.73	-22.26
795.317	12573.60	-30.1
795.894	12564.49	-34.45
796.470	12555.39	-30.83
797.047	12546.31	-29.67
797.624	12537.24	-29.58
798.201	12528.18	-23.41
798.777	12519.13	-28.69
799.354	12510.10	-20.55
799.931	12501.08	-18.77
800.507	12492.08	-14.39
801.084	12483.08	-24.15
801.661	12474.10	-29.15
802.238	12465.14	-31.29
802.814	12456.18	-26.18
803.391	12447.24	-17.67
803.968	12438.31	-18.12
804.544	12429.40	-25.29
805.121	12420.49	-30.54
805.698	12411.60	-33.15
806.274	12402.72	-31.21
806.851	12393.86	-28.32
807.428	12385.01	-19.47
808.005	12376.17	-14.8
808.581	12367.34	-13.09
809.158	12358.53	-13.45
809.735	12349.72	-19.65
810.311	12340.93	-19.32
810.888	12332.16	-17.28
811.465	12323.39	-19.12
812.042	12314.64	-21.52
812.618	12305.90	-22.78
813.195	12297.17	-18.5
813.772	12288.46	-20.52
814.348	12279.76	-27.85
814.925	12271.07	-24.56
815.502	12262.39	-22.47
816.079	12253.72	-24.73
816.655	12245.07	-25.24
817.232	12236.43	-26.24
817.809	12227.80	-23.25
818.385	12219.18	-21.43
818.962	12210.58	-23.92
819.539	12201.98	-29.1
820.115	12193.40	-27.05
820.692	12184.84	-26.38
821.269	12176.28	-26.01
821.846	12167.74	-24.69
822.422	12159.20	-23.46
822.999	12150.68	-20.23
823.576	12142.17	-17.72
824.152	12133.68	-18.94
824.729	12125.19	-18.67
825.306	12116.72	-29.23
825.883	12108.26	-23.84
826.459	12099.81	-23.18
827.036	12091.37	-30.36
827.613	12082.95	-26.48
828.189	12074.53	-29.9
828.766	12066.13	-29.47
829.343	12057.74	-28.97
829.920	12049.36	-28.65
830.496	12040.99	-32.05
831.073	12032.64	-32.54
831.650	12024.29	-33.41
832.226	12015.96	-34.04
832.803	12007.64	-39.15
833.380	11999.33	-33.67
833.957	11991.03	-29.22
834.533	11982.75	-25.4
835.110	11974.47	-28.92
835.687	11966.21	-27.76
836.263	11957.96	-26.09
836.840	11949.71	-18.88
837.417	11941.49	-16.51
837.993	11933.27	-13.86
838.570	11925.06	-16.99
839.147	11916.86	-21.06
839.724	11908.68	-21.43
840.300	11900.51	-19.16
840.877	11892.35	-13.24
841.454	11884.19	-11.97
842.030	11876.06	-11.03
842.607	11867.93	-5.849
843.184	11859.81	-9.572
843.761	11851.70	-15.52
844.337	11843.61	-19.68
844.914	11835.52	-22.31
845.491	11827.45	-22.57
846.067	11819.39	-23.28
846.644	11811.34	-26.32
847.221	11803.30	-29.92
847.798	11795.27	-31.01
848.374	11787.25	-32.3
848.951	11779.24	-33.68
849.528	11771.25	-32.37
850.104	11763.26	-29.59
850.681	11755.29	-29.36
851.258	11747.32	-28.69
851.834	11739.37	-27.97
852.411	11731.43	-28.21
852.988	11723.50	-31.38
853.565	11715.57	-36.11
854.141	11707.66	-36.82
854.718	11699.76	-33.45
855.295	11691.88	-27.28
855.871	11684.00	-27.32
856.448	11676.13	-21.9
857.025	11668.27	-24.8
857.602	11660.43	-24.87
858.178	11652.59	-27.73
858.755	11644.76	-28.53
859.332	11636.95	-19.59
859.908	11629.15	-18.32
860.485	11621.35	-17.8
861.062	11613.57	-14.34
861.639	11605.79	-21.2
862.215	11598.03	-18.51
862.792	11590.28	-20.02
863.369	11582.54	-20.59
863.945	11574.81	-24.51
864.522	11567.08	-28.21
865.099	11559.37	-23.18
865.675	11551.67	-23.78
866.252	11543.98	-26.34
866.829	11536.30	-25.66
867.406	11528.63	-28.57
867.982	11520.97	-31.38
868.559	11513.32	-29.86
869.136	11505.68	-28.85
869.712	11498.05	-30.86
870.289	11490.43	-28.62
870.866	11482.82	-28.17
871.443	11475.23	-29.15
872.019	11467.64	-24.43
872.596	11460.06	-23.46
873.173	11452.49	-21.76
873.749	11444.93	-14.56
874.326	11437.38	-13.78
874.903	11429.84	-16.94
875.480	11422.31	-21.03
876.056	11414.79	-25.9
876.633	11407.28	-29.45
877.210	11399.78	-27.52
877.786	11392.29	-24.92
878.363	11384.81	-21.74
878.940	11377.34	-30.29
879.517	11369.88	-22.27
880.093	11362.43	-35.42
880.670	11354.99	-29.8
881.247	11347.56	-20.35
881.823	11340.14	-19.46
882.400	11332.73	-20.07
882.977	11325.33	-7.876
883.553	11317.93	-10.28
884.130	11310.55	-6.225
884.707	11303.18	-8.974
885.284	11295.82	-11.21
885.860	11288.46	-14.69
886.437	11281.12	-23.47
887.014	11273.78	-25.75
887.590	11266.46	-23.29
888.167	11259.14	-21.93
888.744	11251.84	-20.8
889.321	11244.54	-20.62
889.897	11237.25	-14.45
890.474	11229.97	-18.42
891.051	11222.71	-18.02
891.627	11215.45	-14.54
892.204	11208.20	-17.75
892.781	11200.96	-11.37
893.358	11193.73	-11.12
893.934	11186.51	-15.24
894.511	11179.29	-20.82
895.088	11172.09	-12.96
895.664	11164.90	-14.21
896.241	11157.71	-18.8
896.818	11150.54	-19.92
897.394	11143.37	-21.23
897.971	11136.21	-23.66
898.548	11129.07	-28.89
899.125	11121.93	-15.59
899.701	11114.80	-26.48
900.278	11107.68	-26.87
900.855	11100.57	-18.07
901.431	11093.47	-29.7
902.008	11086.37	-26.13
902.585	11079.29	-25.19
903.162	11072.22	-19.42
903.738	11065.15	-27.4
904.315	11058.09	-26.13
904.892	11051.05	-24.62
905.468	11044.01	-28.56
906.045	11036.98	-29.65
906.622	11029.96	-33.87
907.199	11022.95	-34.8
907.775	11015.94	-32.82
908.352	11008.95	-31.47
908.929	11001.96	-37.42
909.505	10994.99	-40.19
910.082	10988.02	-41.32
910.659	10981.06	-40.44
911.235	10974.11	-37.9
911.812	10967.17	-36.57
912.389	10960.24	-39.47
912.966	10953.31	-35.33
913.542	10946.40	-31.28
914.119	10939.49	-29.27
914.696	10932.60	-21.09
915.272	10925.71	-27.07
915.849	10918.83	-23.97
916.426	10911.96	-26.98
917.003	10905.09	-28.95
917.579	10898.24	-35.87
918.156	10891.40	-24.1
918.733	10884.56	-27.22
919.309	10877.73	-17.21
919.886	10870.91	-20.86
920.463	10864.10	-16.91
921.040	10857.30	-13.11
921.616	10850.50	-17.59
922.193	10843.72	-15.84
922.770	10836.94	-14.78
923.346	10830.17	-18.92
923.923	10823.41	-19.14
924.500	10816.66	-21.02
925.077	10809.92	-22.4
925.653	10803.18	-22.67
926.230	10796.46	-30.77
926.807	10789.74	-30.74
927.383	10783.03	-35.38
927.960	10776.33	-32.32
928.537	10769.63	-28.53
929.113	10762.95	-40.8
929.690	10756.27	-41.85
930.267	10749.60	-38.01
930.844	10742.94	-32.05
931.420	10736.29	-35.15
931.997	10729.65	-35.04
932.574	10723.01	-29.25
933.150	10716.39	-22.81
933.727	10709.77	-27.11
934.304	10703.16	-27.27
934.881	10696.55	-26.69
935.457	10689.96	-30.86
936.034	10683.37	-30.91
936.611	10676.79	-30.53
937.187	10670.22	-29.68
937.764	10663.66	-31.3
938.341	10657.11	-24.95
938.918	10650.56	-20.41
939.494	10644.02	-26.11
940.071	10637.50	-24.48
940.648	10630.97	-31.08
941.224	10624.46	-28.72
941.801	10617.95	-24.8
942.378	10611.46	-25.43
942.954	10604.97	-25.84
943.531	10598.48	-23.98
944.108	10592.01	-18.13
944.685	10585.54	-14.25
945.261	10579.09	-18.59
945.838	10572.63	-19.11
946.415	10566.19	-22.84
946.991	10559.76	-27.18
947.568	10553.33	-33.1
948.145	10546.91	-33.02
948.722	10540.50	-32.21
949.298	10534.10	-26.72
949.875	10527.70	-34.83
950.452	10521.31	-36.66
951.028	10514.93	-45.27
951.605	10508.56	-39.89
952.182	10502.20	-34.31
952.759	10495.84	-39.67
953.335	10489.49	-34.74
953.912	10483.15	-40.92
954.489	10476.81	-37.69
955.065	10470.49	-39.3
955.642	10464.17	-36
956.219	10457.86	-36.21
956.795	10451.55	-37.57
957.372	10445.26	-32.13
957.949	10438.97	-35.11
958.526	10432.69	-40.63
959.102	10426.42	-45.24
959.679	10420.15	-46.63
960.256	10413.89	-50.07
960.832	10407.64	-54.11
961.409	10401.40	-47.33
961.986	10395.16	-45.96
962.563	10388.93	-41.42
963.139	10382.71	-42.07
963.716	10376.50	-49.78
964.293	10370.30	-44.46
964.869	10364.10	-44.55
965.446	10357.91	-29.57
966.023	10351.72	-26.38
966.600	10345.55	-28.65
967.176	10339.38	-30
967.753	10333.22	-29.73
968.330	10327.06	-31.73
968.906	10320.91	-27.52
969.483	10314.78	-28.58
970.060	10308.64	-36.91
970.637	10302.52	-39.49
971.213	10296.40	-33.06
971.790	10290.29	-31.96
972.367	10284.19	-31.26
972.943	10278.09	-26.27
973.520	10272.00	-24.37
974.097	10265.92	-27.34
974.673	10259.85	-32.12
975.250	10253.78	-30.5
975.827	10247.72	-27.63
976.404	10241.67	-20.68
976.980	10235.62	-12.42
977.557	10229.58	-9.64
978.134	10223.55	-19.2
978.710	10217.53	-23.25
979.287	10211.51	-28.95
979.864	10205.50	-35.7
980.441	10199.50	-29.28
981.017	10193.50	-35.32
981.594	10187.51	-40.52
982.171	10181.53	-42.46
982.747	10175.55	-35.88
983.324	10169.59	-40.38
983.901	10163.63	-34.1
984.478	10157.67	-32.05
985.054	10151.73	-27.86
985.631	10145.79	-37.53
986.208	10139.85	-33.1
986.784	10133.93	-33.12
987.361	10128.01	-35.51
987.938	10122.10	-39.13
988.514	10116.19	-37.85
989.091	10110.29	-33.7
989.668	10104.40	-34.05
990.245	10098.51	-39.69
990.821	10092.64	-45.37
991.398	10086.77	-39.46
991.975	10080.90	-39.62
992.551	10075.04	-37.71
993.128	10069.19	-37.37
993.705	10063.35	-47.24
994.282	10057.51	-34.02
994.858	10051.68	-47.78
995.435	10045.86	-37.99
996.012	10040.04	-43.78
996.588	10034.23	-44.86
997.165	10028.43	-33.11
997.742	10022.63	-39.63
998.319	10016.84	-33.56
998.895	10011.06	-43.33
999.472	10005.28	-50.73
1000.049	9999.51	-56.42
1000.625	9993.75	-60.47
1001.202	9987.99	-50.77
1001.779	9982.24	-42.44
1002.355	9976.50	-45.71
1002.932	9970.76	-48.08
1003.509	9965.03	-34.17
1004.086	9959.31	-30.24
1004.662	9953.59	-35.88
1005.239	9947.88	-38.97
1005.816	9942.18	-44.01
1006.392	9936.48	-52.86
1006.969	9930.79	-52.26
1007.546	9925.11	-45.86
1008.123	9919.43	-49.28
1008.699	9913.76	-47.95
1009.276	9908.09	-52.2
1009.853	9902.43	-40.52
1010.429	9896.78	-43.5
1011.006	9891.14	-42.54
1011.583	9885.50	-49.05
1012.160	9879.87	-55.62
1012.736	9874.24	-59.13
1013.313	9868.62	-62.68
1013.890	9863.01	-60.03
1014.466	9857.40	-50.14
1015.043	9851.80	-55.78
1015.620	9846.20	-50.25
1016.197	9840.62	-49.09
1016.773	9835.03	-52.08
1017.350	9829.46	-51.2
1017.927	9823.89	-43.84
1018.503	9818.33	-45.68
1019.080	9812.77	-51.8
1019.657	9807.22	-44.72
1020.233	9801.68	-47.21
1020.810	9796.14	-48.33
1021.387	9790.61	-35.32
1021.964	9785.08	-39.76
1022.540	9779.57	-29.81
1023.117	9774.05	-38.28
1023.694	9768.55	-44.75
1024.270	9763.05	-53.09
1024.847	9757.55	-52.13
1025.424	9752.06	-50.03
1026.001	9746.58	-53.57
1026.577	9741.11	-58.03
1027.154	9735.64	-47.49
1027.731	9730.18	-46.72
1028.307	9724.72	-43.99
1028.884	9719.27	-46.11
1029.461	9713.82	-46.62
1030.038	9708.38	-30.56
1030.614	9702.95	-39.91
1031.191	9697.53	-39.63
1031.768	9692.10	-45.5
1032.344	9686.69	-44.32
1032.921	9681.28	-53.45
1033.498	9675.88	-60.9
1034.074	9670.48	-43.34
1034.651	9665.09	-34.6
1035.228	9659.71	-52.36
1035.805	9654.33	-50.75
1036.381	9648.96	-52.41
1036.958	9643.59	-44.62
1037.535	9638.23	-35.29
1038.111	9632.88	-44.32
1038.688	9627.53	-43.48
1039.265	9622.19	-44
1039.842	9616.85	-42.2
1040.418	9611.52	-55.6
1040.995	9606.19	-35.16
1041.572	9600.88	-60.28
1042.148	9595.56	-48.46
1042.725	9590.26	-48.64
1043.302	9584.95	-38.13
1043.879	9579.66	-34.39
1044.455	9574.37	-41.01
1045.032	9569.09	-39.25
1045.609	9563.81	-40.09
1046.185	9558.54	-35.54
1046.762	9553.27	-33.83
1047.339	9548.01	-31.65
1047.915	9542.75	-33.34
1048.492	9537.51	-40.05
1049.069	9532.26	-38.56
1049.646	9527.02	-22.41
1050.222	9521.79	-37.13
1050.799	9516.57	-20.91
1051.376	9511.35	-50.14
1051.952	9506.13	-31.69
1052.529	9500.92	-65.55
1053.106	9495.72	-54.59
1053.683	9490.52	-30.4
1054.259	9485.33	-44.07
1054.836	9480.15	-45.33
1055.413	9474.97	-44.26
1055.989	9469.79	-33.93
1056.566	9464.62	-43.62
1057.143	9459.46	-46.72
1057.720	9454.30	-51.86
1058.296	9449.15	-38.24
1058.873	9444.00	-44.94
1059.450	9438.86	-47.84
1060.026	9433.73	-40.66
1060.603	9428.60	-38
1061.180	9423.47	-46.11
1061.757	9418.36	-29.99
1062.333	9413.24	-15.99
1062.910	9408.13	-47.56
1063.487	9403.03	-42.62
1064.063	9397.94	-73.79
1064.640	9392.85	-61.96
1065.217	9387.76	-55.61
1065.793	9382.68	-59.92
1066.370	9377.61	-59.46
1066.947	9372.54	-65.17
1067.524	9367.47	-42.12
1068.100	9362.42	-40.51
1068.677	9357.36	-35
1069.254	9352.32	-49.3
1069.830	9347.28	-21.31
1070.407	9342.24	-34.91
1070.984	9337.21	-22.99
1071.561	9332.18	-10.23
1072.137	9327.16	-36.47
1072.714	9322.15	-51.26
1073.291	9317.14	-29.69
1073.867	9312.14	-47.51
1074.444	9307.14	-61.84
1075.021	9302.15	-47.02
1075.598	9297.16	-24.73
1076.174	9292.18	-28.04
1076.751	9287.20	-45.28
1077.328	9282.23	-56.79
1077.904	9277.26	-63.37
1078.481	9272.30	-69.42
1079.058	9267.34	-63.61
1079.634	9262.39	-59.29
1080.211	9257.45	-51.31
1080.788	9252.51	-53
1081.365	9247.57	-67.03
1081.941	9242.65	-53.1
1082.518	9237.72	-43.88
1083.095	9232.80	-48.14
1083.671	9227.89	-59.95
1084.248	9222.98	-57.49
1084.825	9218.08	-62.74
1085.402	9213.18	-66.16
1085.978	9208.29	-62.92
1086.555	9203.40	-39.66
1087.132	9198.52	-30.95
1087.708	9193.64	-42.15
1088.285	9188.77	-32.64
1088.862	9183.90	-37.41
1089.439	9179.04	-38.19
1090.015	9174.18	-30.82
1090.592	9169.33	-45.74
1091.169	9164.49	-52.44
1091.745	9159.65	-23.24
1092.322	9154.81	-42.47
1092.899	9149.98	-12.34
1093.475	9145.15	-35.09
1094.052	9140.33	-36.71
1094.629	9135.52	-36.16
1095.206	9130.71	-40.5
1095.782	9125.90	-25.58
1096.359	9121.10	-36.51
1096.936	9116.30	-34.89
1097.512	9111.51	-43.54
1098.089	9106.73	-44.16
1098.666	9101.95	-49.85
1099.243	9097.17	-58.85
1099.819	9092.40	-9.803
