Wavelength [nm]	Wavenumbers [1/cm]	from clipboard (1)
225.529	44340.26	2.663E4
226.105	44227.17	2.674E4
226.682	44114.65	2.703E4
227.259	44002.70	2.731E4
227.836	43891.32	2.763E4
228.412	43780.50	2.818E4
228.989	43670.23	2.86E4
229.566	43560.53	2.895E4
230.142	43451.37	2.986E4
230.719	43342.76	3.053E4
231.296	43234.69	3.068E4
231.872	43127.16	3.122E4
232.449	43020.16	3.194E4
233.026	42913.69	3.176E4
233.603	42807.74	3.236E4
234.179	42702.32	3.295E4
234.756	42597.42	3.345E4
235.333	42493.03	3.462E4
235.909	42389.15	3.517E4
236.486	42285.78	3.515E4
237.063	42182.91	3.512E4
237.640	42080.54	3.534E4
238.216	41978.66	3.549E4
238.793	41877.28	3.524E4
239.370	41776.38	3.532E4
239.946	41675.98	3.548E4
240.523	41576.05	3.588E4
241.100	41476.60	3.559E4
241.677	41377.62	3.643E4
242.253	41279.12	3.603E4
242.830	41181.08	3.571E4
243.407	41083.51	3.521E4
243.983	40986.40	3.548E4
244.560	40889.75	3.369E4
245.137	40793.55	3.312E4
245.713	40697.81	3.357E4
246.290	40602.51	3.399E4
246.867	40507.66	3.235E4
247.444	40413.25	3.2E4
248.020	40319.28	3.161E4
248.597	40225.74	3.089E4
249.174	40132.64	2.99E4
249.750	40039.97	2.936E4
250.327	39947.72	2.871E4
250.904	39855.90	2.814E4
251.481	39764.50	2.742E4
252.057	39673.52	2.66E4
252.634	39582.96	2.624E4
253.211	39492.80	2.572E4
253.787	39403.06	2.485E4
254.364	39313.72	2.416E4
254.941	39224.79	2.376E4
255.518	39136.26	2.312E4
256.094	39048.13	2.253E4
256.671	38960.39	2.189E4
257.248	38873.05	2.135E4
257.824	38786.09	2.086E4
258.401	38699.53	2.032E4
258.978	38613.35	1.977E4
259.554	38527.56	1.924E4
260.131	38442.14	1.883E4
260.708	38357.10	1.832E4
261.285	38272.44	1.793E4
261.861	38188.15	1.755E4
262.438	38104.23	1.72E4
263.015	38020.68	1.682E4
263.591	37937.50	1.65E4
264.168	37854.68	1.62E4
264.745	37772.21	1.591E4
265.322	37690.11	1.566E4
265.898	37608.37	1.545E4
266.475	37526.97	1.526E4
267.052	37445.93	1.51E4
267.628	37365.24	1.498E4
268.205	37284.90	1.486E4
268.782	37204.90	1.475E4
269.359	37125.24	1.466E4
269.935	37045.92	1.46E4
270.512	36966.94	1.46E4
271.089	36888.30	1.456E4
271.665	36809.99	1.457E4
272.242	36732.01	1.459E4
272.819	36654.37	1.457E4
273.396	36577.05	1.467E4
273.972	36500.05	1.474E4
274.549	36423.38	1.484E4
275.126	36347.03	1.491E4
275.702	36271.00	1.506E4
276.279	36195.29	1.52E4
276.856	36119.89	1.537E4
277.432	36044.81	1.555E4
278.009	35970.04	1.573E4
278.586	35895.57	1.59E4
279.163	35821.42	1.614E4
279.739	35747.57	1.641E4
280.316	35674.02	1.668E4
280.893	35600.78	1.697E4
281.469	35527.84	1.731E4
282.046	35455.19	1.764E4
282.623	35382.84	1.797E4
283.200	35310.79	1.836E4
283.776	35239.03	1.872E4
284.353	35167.56	1.907E4
284.930	35096.38	1.944E4
285.506	35025.49	1.989E4
286.083	34954.88	2.027E4
286.660	34884.56	2.06E4
287.237	34814.51	2.087E4
287.813	34744.75	2.131E4
288.390	34675.27	2.167E4
288.967	34606.07	2.194E4
289.543	34537.14	2.228E4
290.120	34468.49	2.248E4
290.697	34400.11	2.267E4
291.273	34332.00	2.289E4
291.850	34264.15	2.327E4
292.427	34196.58	2.353E4
293.004	34129.27	2.368E4
293.580	34062.23	2.388E4
294.157	33995.45	2.413E4
294.734	33928.93	2.423E4
295.310	33862.67	2.436E4
295.887	33796.67	2.451E4
296.464	33730.92	2.457E4
297.041	33665.44	2.449E4
297.617	33600.20	2.439E4
298.194	33535.22	2.434E4
298.771	33470.48	2.42E4
299.347	33406.00	2.387E4
299.924	33341.77	2.351E4
300.501	33277.78	2.323E4
301.078	33214.04	2.275E4
301.654	33150.54	2.225E4
302.231	33087.28	2.18E4
302.808	33024.26	2.129E4
303.384	32961.49	2.072E4
303.961	32898.95	2.016E4
304.538	32836.65	1.959E4
305.114	32774.58	1.898E4
305.691	32712.75	1.84E4
306.268	32651.15	1.794E4
306.845	32589.78	1.745E4
307.421	32528.65	1.699E4
307.998	32467.74	1.649E4
308.575	32407.06	1.607E4
309.151	32346.61	1.572E4
309.728	32286.38	1.538E4
310.305	32226.37	1.505E4
310.882	32166.59	1.474E4
311.458	32107.03	1.442E4
312.035	32047.69	1.413E4
312.612	31988.57	1.387E4
313.188	31929.66	1.364E4
313.765	31870.97	1.345E4
314.342	31812.50	1.327E4
314.919	31754.24	1.311E4
315.495	31696.20	1.298E4
316.072	31638.36	1.284E4
316.649	31580.74	1.271E4
317.225	31523.33	1.259E4
317.802	31466.12	1.249E4
318.379	31409.13	1.241E4
318.956	31352.34	1.234E4
319.532	31295.75	1.228E4
320.109	31239.37	1.221E4
320.686	31183.19	1.214E4
321.262	31127.21	1.208E4
321.839	31071.43	1.205E4
322.416	31015.85	1.202E4
322.992	30960.47	1.201E4
323.569	30905.29	1.2E4
324.146	30850.31	1.197E4
324.723	30795.52	1.196E4
325.299	30740.92	1.191E4
325.876	30686.52	1.19E4
326.453	30632.31	1.189E4
327.029	30578.29	1.185E4
327.606	30524.46	1.181E4
328.183	30470.82	1.176E4
328.760	30417.37	1.175E4
329.336	30364.10	1.172E4
329.913	30311.02	1.169E4
330.490	30258.13	1.167E4
331.066	30205.42	1.163E4
331.643	30152.90	1.161E4
332.220	30100.55	1.159E4
332.797	30048.39	1.154E4
333.373	29996.41	1.153E4
333.950	29944.61	1.153E4
334.527	29892.99	1.154E4
335.103	29841.54	1.153E4
335.680	29790.27	1.151E4
336.257	29739.18	1.153E4
336.833	29688.26	1.15E4
337.410	29637.52	1.156E4
337.987	29586.95	1.156E4
338.564	29536.55	1.158E4
339.140	29486.32	1.16E4
339.717	29436.26	1.161E4
340.294	29386.38	1.166E4
340.870	29336.66	1.167E4
341.447	29287.11	1.172E4
342.024	29237.73	1.176E4
342.601	29188.51	1.179E4
343.177	29139.46	1.184E4
343.754	29090.57	1.187E4
344.331	29041.85	1.191E4
344.907	28993.29	1.198E4
345.484	28944.89	1.205E4
346.061	28896.65	1.214E4
346.638	28848.58	1.22E4
347.214	28800.66	1.224E4
347.791	28752.90	1.23E4
348.368	28705.31	1.241E4
348.944	28657.86	1.251E4
349.521	28610.58	1.262E4
350.098	28563.45	1.277E4
350.674	28516.47	1.287E4
351.251	28469.65	1.299E4
351.828	28422.99	1.315E4
352.405	28376.47	1.325E4
352.981	28330.11	1.335E4
353.558	28283.90	1.356E4
354.135	28237.84	1.369E4
354.711	28191.93	1.389E4
355.288	28146.17	1.404E4
355.865	28100.55	1.424E4
356.442	28055.09	1.438E4
357.018	28009.77	1.451E4
357.595	27964.60	1.465E4
358.172	27919.57	1.487E4
358.748	27874.69	1.495E4
359.325	27829.95	1.526E4
359.902	27785.35	1.541E4
360.479	27740.90	1.554E4
361.055	27696.59	1.565E4
361.632	27652.42	1.577E4
362.209	27608.40	1.59E4
362.785	27564.51	1.603E4
363.362	27520.76	1.608E4
363.939	27477.15	1.613E4
364.516	27433.68	1.622E4
365.092	27390.34	1.63E4
365.669	27347.14	1.633E4
366.246	27304.08	1.636E4
366.822	27261.15	1.646E4
367.399	27218.36	1.662E4
367.976	27175.70	1.685E4
368.552	27133.18	1.703E4
369.129	27090.79	1.712E4
369.706	27048.53	1.725E4
370.283	27006.40	1.731E4
370.859	26964.40	1.736E4
371.436	26922.54	1.751E4
372.013	26880.80	1.754E4
372.589	26839.19	1.765E4
373.166	26797.72	1.772E4
373.743	26756.37	1.778E4
374.320	26715.14	1.748E4
374.896	26674.05	1.767E4
375.473	26633.08	1.743E4
376.050	26592.23	1.734E4
376.626	26551.51	1.738E4
377.203	26510.92	1.727E4
377.780	26470.45	1.7E4
378.357	26430.10	1.687E4
378.933	26389.87	1.662E4
379.510	26349.77	1.64E4
380.087	26309.79	1.618E4
380.663	26269.93	1.594E4
381.240	26230.19	1.555E4
381.817	26190.57	1.514E4
382.393	26151.07	1.485E4
382.970	26111.69	1.456E4
383.547	26072.43	1.423E4
384.124	26033.29	1.385E4
384.700	25994.26	1.347E4
385.277	25955.35	1.312E4
385.854	25916.56	1.274E4
386.430	25877.88	1.236E4
387.007	25839.32	1.2E4
387.584	25800.87	1.162E4
388.161	25762.53	1.131E4
388.737	25724.31	1.104E4
389.314	25686.21	1.072E4
389.891	25648.21	1.041E4
390.467	25610.33	1.009E4
391.044	25572.56	9823
391.621	25534.90	9536
392.198	25497.36	9278
392.774	25459.92	9034
393.351	25422.59	8837
393.928	25385.37	8581
394.504	25348.26	8377
395.081	25311.26	8156
395.658	25274.37	8004
396.234	25237.58	7802
396.811	25200.90	7581
397.388	25164.33	7398
397.965	25127.86	7247
398.541	25091.50	7083
399.118	25055.24	6941
399.695	25019.09	6799
400.271	24983.05	6646
400.848	24947.10	6544
401.425	24911.26	6395
402.002	24875.52	6262
402.578	24839.89	6144
403.155	24804.36	6013
403.732	24768.92	5905
404.308	24733.59	5787
404.885	24698.36	5668
405.462	24663.23	5563
406.039	24628.20	5465
406.615	24593.27	5359
407.192	24558.44	5255
407.769	24523.71	5156
408.345	24489.07	5041
408.922	24454.54	4933
409.499	24420.10	4846
410.076	24385.75	4754
410.652	24351.51	4647
411.229	24317.36	4558
411.806	24283.30	4456
412.382	24249.34	4349
412.959	24215.48	4255
413.536	24181.71	4168
414.112	24148.03	4075
414.689	24114.45	4003
415.266	24080.96	3894
415.843	24047.56	3810
416.419	24014.26	3717
416.996	23981.04	3617
417.573	23947.92	3516
418.149	23914.90	3443
418.726	23881.96	3354
419.303	23849.11	3264
419.880	23816.35	3165
420.456	23783.69	3091
421.033	23751.11	2986
421.610	23718.62	2915
422.186	23686.22	2843
422.763	23653.91	2775
423.340	23621.69	2693
423.917	23589.55	2618
424.493	23557.50	2545
425.070	23525.54	2468
425.647	23493.67	2387
426.223	23461.88	2312
426.800	23430.17	2239
427.377	23398.56	2171
427.953	23367.03	2105
428.530	23335.58	2031
429.107	23304.22	1955
429.684	23272.94	1889
430.260	23241.74	1835
430.837	23210.63	1784
431.414	23179.61	1725
431.990	23148.66	1670
432.567	23117.80	1616
433.144	23087.02	1545
433.721	23056.32	1495
434.297	23025.70	1446
434.874	22995.17	1393
435.451	22964.71	1346
436.027	22934.34	1294
436.604	22904.04	1254
437.181	22873.83	1199
437.758	22843.70	1150
438.334	22813.64	1102
438.911	22783.67	1083
439.488	22753.77	1038
440.064	22723.95	993.4
440.641	22694.21	944
441.218	22664.54	900.5
441.794	22634.96	880.5
442.371	22605.45	831.8
442.948	22576.02	804.6
443.525	22546.66	776
444.101	22517.38	748
444.678	22488.18	725.3
445.255	22459.05	684.6
445.831	22430.00	654.1
446.408	22401.02	622.9
446.985	22372.12	593.8
447.562	22343.29	574.2
448.138	22314.54	555.7
448.715	22285.86	535.7
449.292	22257.25	516.5
449.868	22228.72	490.3
450.445	22200.26	466
451.022	22171.88	450.7
451.599	22143.56	431.4
452.175	22115.32	415.6
452.752	22087.15	403
453.329	22059.05	380.9
453.905	22031.02	359.3
454.482	22003.07	344.8
455.059	21975.18	334
455.636	21947.37	320
456.212	21919.62	317.6
456.789	21891.95	292.9
457.366	21864.35	278.3
457.942	21836.81	266.6
458.519	21809.34	257.7
459.096	21781.95	247.3
459.672	21754.62	238.4
460.249	21727.36	225.2
460.826	21700.17	221.5
461.403	21673.05	205
461.979	21645.99	184.1
462.556	21619.00	177.6
463.133	21592.08	175.7
463.709	21565.23	168.7
464.286	21538.44	163.2
464.863	21511.72	165.6
465.440	21485.07	157.3
466.016	21458.48	149.3
466.593	21431.96	145.4
467.170	21405.50	145.9
467.746	21379.11	124.4
468.323	21352.78	125
468.900	21326.52	131
469.477	21300.32	121.1
470.053	21274.19	105.5
470.630	21248.12	99.18
471.207	21222.11	102.6
471.783	21196.17	95.24
472.360	21170.29	93.61
472.937	21144.48	98.31
473.513	21118.72	94.13
474.090	21093.03	84.06
474.667	21067.41	82.43
475.244	21041.84	74.72
475.820	21016.34	69.41
476.397	20990.90	68.22
476.974	20965.52	69.35
477.550	20940.20	67.75
478.127	20914.94	61.22
478.704	20889.74	60.95
479.281	20864.61	59.67
479.857	20839.53	55.55
480.434	20814.51	57.88
481.011	20789.56	58.33
481.587	20764.66	42.4
482.164	20739.83	48.26
482.741	20715.05	58.54
483.318	20690.33	44.55
483.894	20665.67	29.27
484.471	20641.07	22.54
485.048	20616.53	17.14
485.624	20592.05	20.78
486.201	20567.62	26.59
486.778	20543.25	33.12
487.354	20518.95	50.27
487.931	20494.69	40.28
488.508	20470.50	37.54
489.085	20446.36	46.08
489.661	20422.28	17.27
490.238	20398.25	35.99
490.815	20374.29	20.47
491.391	20350.37	23.76
491.968	20326.52	40.16
492.545	20302.72	22.38
493.122	20278.97	23.5
493.698	20255.29	45.71
494.275	20231.65	26.11
494.852	20208.07	18.67
495.428	20184.55	26.42
496.005	20161.08	26.44
496.582	20137.67	24.37
497.159	20114.31	19.83
497.735	20091.00	17.04
498.312	20067.75	4.043
498.889	20044.55	11.22
499.465	20021.41	22.95
500.042	19998.32	20.58
500.619	19975.28	23.46
501.196	19952.29	26.64
501.772	19929.36	27.62
502.349	19906.48	24.99
502.926	19883.66	12.31
503.502	19860.88	21.46
504.079	19838.16	28.97
504.656	19815.49	26.2
505.232	19792.87	18.64
505.809	19770.30	18.87
506.386	19747.79	23.14
506.963	19725.32	22.01
507.539	19702.91	18.68
508.116	19680.55	24.93
508.693	19658.23	40.81
509.269	19635.97	22.24
509.846	19613.76	8.96
510.423	19591.60	30.9
511.000	19569.49	37.74
511.576	19547.43	28.91
512.153	19525.42	24.37
512.730	19503.45	23.36
513.306	19481.54	41.12
513.883	19459.68	31.99
514.460	19437.86	17.93
515.037	19416.10	21.21
515.613	19394.38	31.31
516.190	19372.71	20.3
516.767	19351.09	17.12
517.343	19329.52	40.13
517.920	19308.00	19.98
518.497	19286.52	15.6
519.073	19265.10	36.57
519.650	19243.71	9.657
520.227	19222.38	27.2
520.804	19201.10	34.33
521.380	19179.86	17.54
521.957	19158.67	13.87
522.534	19137.52	38.85
523.110	19116.42	68.06
523.687	19095.37	19.64
524.264	19074.36	35.56
524.841	19053.41	39.5
525.417	19032.49	19.89
525.994	19011.62	20.18
526.571	18990.80	16.88
527.147	18970.03	18.43
527.724	18949.30	25.43
528.301	18928.61	19.31
528.878	18907.97	18.4
529.454	18887.37	20.57
530.031	18866.82	10.82
530.608	18846.32	2.558
531.184	18825.86	22.38
531.761	18805.44	35.9
532.338	18785.07	24.44
532.914	18764.74	22.07
533.491	18744.45	22.52
534.068	18724.21	1.531
534.645	18704.01	11.13
535.221	18683.86	9.004
535.798	18663.75	11.76
536.375	18643.68	26.02
536.951	18623.66	22.75
537.528	18603.68	24.32
538.105	18583.74	17.79
538.682	18563.84	17.92
539.258	18543.99	13.94
539.835	18524.18	4.747
540.412	18504.41	12.76
540.988	18484.68	15.7
541.565	18465.00	4.273
542.142	18445.36	2.849
542.719	18425.76	8.082
543.295	18406.20	5.453
543.872	18386.68	9.85
544.449	18367.20	7.667
545.025	18347.77	10.97
545.602	18328.38	14.21
546.179	18309.02	4.822
546.756	18289.71	-0.4959
547.332	18270.44	2.468
547.909	18251.21	8.065
548.486	18232.02	13.26
549.062	18212.87	10.66
549.639	18193.76	3.283
550.216	18174.69	6.026
550.792	18155.66	13.5
551.369	18136.67	-3.097
551.946	18117.72	4.146
552.523	18098.81	2.195
553.099	18079.94	-4.929
553.676	18061.10	8.56
554.253	18042.31	8.009
554.829	18023.56	3.803
555.406	18004.84	19.16
555.983	17986.17	-1.904
556.560	17967.53	-1.723
557.136	17948.93	7.512
557.713	17930.37	11.43
558.290	17911.85	8.657
558.866	17893.36	-2.096
559.443	17874.92	8.881
560.020	17856.51	13.6
560.597	17838.14	-2.1
561.173	17819.81	-3.668
561.750	17801.52	-2.205
562.327	17783.26	6.371
562.903	17765.04	3.522
563.480	17746.86	8.188
564.057	17728.71	1.841
564.633	17710.60	1.781
565.210	17692.53	0.08423
565.787	17674.50	1.206
566.364	17656.50	4.178
566.940	17638.54	-2.508
567.517	17620.62	-1.692
568.094	17602.73	2.718
568.670	17584.88	1.35
569.247	17567.06	-1.652
569.824	17549.28	1.476
570.401	17531.54	-2.413
570.977	17513.83	-1.564
571.554	17496.16	2.586
572.131	17478.52	6.772
572.707	17460.92	5.577
573.284	17443.36	-1.818
573.861	17425.83	-2.621
574.438	17408.33	-6.736
575.014	17390.87	-7.836
575.591	17373.45	-5.046
576.168	17356.06	0.6159
576.744	17338.70	-3.676
577.321	17321.38	-2.05
577.898	17304.10	-0.9077
578.474	17286.85	-2.991
579.051	17269.63	-6.564
579.628	17252.45	-2.686
580.205	17235.30	-0.2001
580.781	17218.18	-1.636
581.358	17201.10	0.423
581.935	17184.06	-0.06008
582.511	17167.04	-1.285
583.088	17150.07	2.832
583.665	17133.12	1.306
584.242	17116.21	-1.567
584.818	17099.33	1.143
585.395	17082.48	4.732
585.972	17065.67	2.098
586.548	17048.89	-2.85
587.125	17032.14	-4.725
587.702	17015.43	-5.598
588.279	16998.75	-5.44
588.855	16982.10	-4.31
589.432	16965.49	3.875
590.009	16948.90	7.583
590.585	16932.35	8.989
591.162	16915.83	10.67
591.739	16899.35	10.19
592.316	16882.89	2.365
592.892	16866.47	-2.333
593.469	16850.08	1.038
594.046	16833.72	-2.176
594.622	16817.40	-1.944
595.199	16801.10	0.8684
595.776	16784.84	-5.554
596.352	16768.61	0.4499
596.929	16752.41	-0.3419
597.506	16736.24	0.1099
598.083	16720.10	4.511
598.659	16703.99	-0.4819
599.236	16687.92	-1.38
599.813	16671.87	0.7439
600.389	16655.86	-0.897
600.966	16639.87	-0.1746
601.543	16623.92	-3.615
602.120	16608.00	-2.705
602.696	16592.11	-2.713
603.273	16576.24	-4.137
603.850	16560.41	-5.761
604.426	16544.61	-4.41
605.003	16528.84	3.757
605.580	16513.10	3.583
606.157	16497.39	1.984
606.733	16481.71	1.648
607.310	16466.06	-0.5901
607.887	16450.44	-0.3329
608.463	16434.84	6.913
609.040	16419.28	3.01
609.617	16403.75	-0.1893
610.193	16388.24	0.5919
610.770	16372.77	-0.9798
611.347	16357.33	1.02
611.924	16341.91	1.965
612.500	16326.52	1.555
613.077	16311.16	1.447
613.654	16295.84	0.518
614.230	16280.53	2.629
614.807	16265.26	-3.832
615.384	16250.02	-3.782
615.961	16234.81	-0.3143
616.537	16219.62	7.82
617.114	16204.46	5.354
617.691	16189.33	-5.117
618.267	16174.23	4.994
618.844	16159.16	0.094
619.421	16144.11	-5.348
619.998	16129.10	1.344
620.574	16114.11	-9.104
621.151	16099.15	3.662
621.728	16084.21	0.6113
622.304	16069.31	0.7805
622.881	16054.43	-3.63
623.458	16039.58	-1.223
624.034	16024.76	4.078
624.611	16009.96	2.912
625.188	15995.19	4.013
625.765	15980.45	-5.135
626.341	15965.74	-4.687
626.918	15951.05	-4.806
627.495	15936.39	-1.84
628.071	15921.76	-3.37
628.648	15907.15	3.068
629.225	15892.57	10.61
629.802	15878.02	5.795
630.378	15863.49	1.467
630.955	15848.99	-0.6035
631.532	15834.52	5.903
632.108	15820.07	5.333
632.685	15805.65	-3
633.262	15791.26	1.774
633.839	15776.89	3.021
634.415	15762.55	3.355
634.992	15748.23	4.181
635.569	15733.94	-5.626
636.145	15719.68	3.358
636.722	15705.44	1.95
637.299	15691.23	3.977
637.875	15677.04	1.88
638.452	15662.88	4.127
639.029	15648.74	1.375
639.606	15634.63	-0.1751
640.182	15620.55	0.6832
640.759	15606.49	5.897
641.336	15592.46	4.401
641.912	15578.45	7.006
642.489	15564.46	6.669
643.066	15550.51	6.949
643.643	15536.57	1.903
644.219	15522.66	0.9505
644.796	15508.78	-1.997
645.373	15494.92	-4.837
645.949	15481.09	-1.018
646.526	15467.28	-3.75
647.103	15453.49	2.081
647.680	15439.73	1.275
648.256	15426.00	4.899
648.833	15412.29	4.026
649.410	15398.60	1.606
649.986	15384.94	5.731
650.563	15371.30	0.6643
651.140	15357.69	-1.005
651.717	15344.09	5.438
652.293	15330.53	3.358
652.870	15316.99	6.581
653.447	15303.47	5.145
654.023	15289.97	3.439
654.600	15276.50	3.727
655.177	15263.06	1.121
655.753	15249.63	-2.147
656.330	15236.23	-1.473
656.907	15222.86	-0.4415
657.484	15209.50	1.701
658.060	15196.18	-4.074
658.637	15182.87	-2.319
659.214	15169.59	1.832
659.790	15156.33	-0.811
660.367	15143.09	2.335
660.944	15129.88	5.038
661.521	15116.69	2.176
662.097	15103.52	-0.8528
662.674	15090.38	1.225
663.251	15077.26	5.257
663.827	15064.16	1.279
664.404	15051.08	2.926
664.981	15038.03	5.392
665.558	15025.00	1.4
666.134	15011.99	-3.756
666.711	14999.00	-6.133
667.288	14986.04	-2.487
667.864	14973.10	-2.83
668.441	14960.18	-1.184
669.018	14947.29	0.7378
669.594	14934.41	3.581
670.171	14921.56	-1.101
670.748	14908.73	-0.8314
671.325	14895.92	2.643
671.901	14883.14	-1.946
672.478	14870.37	-4.834
673.055	14857.63	-0.5861
673.631	14844.91	-0.4482
674.208	14832.21	-2.221
674.785	14819.54	-4.68
675.362	14806.88	-4.554
675.938	14794.25	-2.384
676.515	14781.64	0.7943
677.092	14769.05	5.051
677.668	14756.48	2.935
678.245	14743.93	-0.1917
678.822	14731.41	3.259
679.399	14718.90	3.431
679.975	14706.42	-1.431
680.552	14693.96	0.7672
681.129	14681.51	3.017
681.705	14669.09	1.884
682.282	14656.69	2.976
682.859	14644.32	2.679
683.435	14631.96	-2.153
684.012	14619.62	-1.2
684.589	14607.31	6.019
685.166	14595.01	7.547
685.742	14582.74	4.968
686.319	14570.48	0.2137
686.896	14558.25	-0.7026
687.472	14546.04	3.259
688.049	14533.85	3.121
688.626	14521.67	8.003
689.203	14509.52	2.836
689.779	14497.39	-3.823
690.356	14485.28	-2.885
690.933	14473.19	-1.212
691.509	14461.12	0.1546
692.086	14449.07	5.168
692.663	14437.04	1.316
693.240	14425.03	0.0036
693.816	14413.04	6.165
694.393	14401.07	5.315
694.970	14389.12	8.099
695.546	14377.19	8.314
696.123	14365.28	10.91
696.700	14353.38	8.308
697.277	14341.51	4.596
697.853	14329.66	4.621
698.430	14317.83	4.599
699.007	14306.02	1.4
699.583	14294.22	4.766
700.160	14282.45	5.986
700.737	14270.69	1.983
701.313	14258.96	-3.302
701.890	14247.24	1.338
702.467	14235.55	11.59
703.044	14223.87	11.27
703.620	14212.21	7.55
704.197	14200.57	1.394
704.774	14188.95	4.362
705.350	14177.35	3.828
705.927	14165.77	2.578
706.504	14154.20	2.215
707.081	14142.66	3.215
707.657	14131.13	0.7833
708.234	14119.63	1.965
708.811	14108.14	4.084
709.387	14096.67	5.264
709.964	14085.22	3.416
710.541	14073.79	0.7408
711.118	14062.37	0.1227
711.694	14050.98	1.552
712.271	14039.60	2.944
712.848	14028.24	-0.9778
713.424	14016.90	3.397
714.001	14005.58	4.973
714.578	13994.28	4.339
715.154	13982.99	4.618
715.731	13971.73	7.563
716.308	13960.48	5.78
716.885	13949.25	4.943
717.461	13938.03	8.302
718.038	13926.84	4.09
718.615	13915.66	-1.711
719.191	13904.50	4.277
719.768	13893.36	4.1
720.345	13882.24	2.189
720.922	13871.13	1.484
721.498	13860.05	3.142
722.075	13848.98	0.7446
722.652	13837.92	1.384
723.228	13826.89	2.457
723.805	13815.87	3.657
724.382	13804.87	8.799
724.959	13793.89	0.8431
725.535	13782.93	9.281
726.112	13771.98	11.34
726.689	13761.05	11.21
727.265	13750.14	7.063
727.842	13739.24	2.473
728.419	13728.37	3.223
728.995	13717.51	5.123
729.572	13706.66	-0.8781
730.149	13695.84	4.349
730.726	13685.03	3.45
731.302	13674.24	1.136
731.879	13663.46	5.85
732.456	13652.70	1.616
733.032	13641.96	3.721
733.609	13631.24	0.906
734.186	13620.53	0.7884
734.763	13609.84	0.6164
735.339	13599.16	0.5631
735.916	13588.51	5.893
736.493	13577.87	9.592
737.069	13567.24	13.47
737.646	13556.64	6.76
738.223	13546.05	9.254
738.800	13535.47	9.638
739.376	13524.91	8.267
739.953	13514.37	8.216
740.530	13503.85	2.881
741.106	13493.34	4.519
741.683	13482.85	6.099
742.260	13472.37	6.623
742.837	13461.91	-3.317
743.413	13451.47	10.5
743.990	13441.04	6.135
744.567	13430.63	9.908
745.143	13420.24	6.615
745.720	13409.86	6.58
746.297	13399.50	5.683
746.873	13389.15	2.605
747.450	13378.82	7.646
748.027	13368.50	3.135
748.604	13358.20	2.71
749.180	13347.92	3.372
749.757	13337.65	1.762
750.334	13327.40	4.005
750.910	13317.17	6.949
751.487	13306.95	2.425
752.064	13296.74	4.178
752.641	13286.55	-1.065
753.217	13276.38	-0.05469
753.794	13266.22	5.396
754.371	13256.08	1.936
754.947	13245.96	3.847
755.524	13235.85	0.7316
756.101	13225.75	5.766
756.678	13215.67	4.51
757.254	13205.60	-3.741
757.831	13195.56	-0.6592
