Wavelength [nm]	Wavenumbers [1/cm]	Intensity
759.728	13162.60	-0.1463
760.301	13152.68	-15.31
760.874	13142.78	-3.006
761.447	13132.89	0.4652
762.020	13123.01	0.9009
762.593	13113.15	-29.59
763.167	13103.30	-24.18
763.740	13093.47	-11.09
764.313	13083.65	-8.456
764.886	13073.85	-22.51
765.459	13064.06	-12.18
766.032	13054.29	-0.8055
766.605	13044.53	0.8302
767.178	13034.78	-0.4929
767.751	13025.05	-7.978
768.324	13015.34	-5.949
768.897	13005.64	-4.438
769.470	12995.95	-12.89
770.043	12986.28	-23.27
770.617	12976.62	-20.75
771.190	12966.98	-6.669
771.763	12957.35	-13.28
772.336	12947.74	-21.09
772.909	12938.14	-27.28
773.482	12928.55	-27.14
774.055	12918.98	-14.49
774.628	12909.42	-10.31
775.201	12899.88	-21.53
775.774	12890.35	-19.27
776.347	12880.83	-8.227
776.920	12871.33	-9.398
777.493	12861.85	-6.209
778.066	12852.37	-4.886
778.640	12842.91	-0.9868
779.213	12833.47	0.9025
779.786	12824.04	-9.043
780.359	12814.62	-10.05
780.932	12805.21	-7.989
781.505	12795.82	-8.992
782.078	12786.45	3.424
782.651	12777.09	-7.673
783.224	12767.74	-11.56
783.797	12758.40	19.42
784.370	12749.08	10.15
784.943	12739.77	-9.072
785.516	12730.48	-25.84
786.090	12721.20	-10.86
786.663	12711.93	-2.305
787.236	12702.68	-8.977
787.809	12693.44	10.99
788.382	12684.21	1.44
788.955	12675.00	6.025
789.528	12665.80	-11.62
790.101	12656.61	-21.73
790.674	12647.43	-4.995
791.247	12638.27	-25.58
791.820	12629.13	24.41
792.393	12619.99	-3.514
792.966	12610.87	-1.557
793.540	12601.77	-13.03
794.113	12592.67	-3.347
794.686	12583.59	-3.263
795.259	12574.52	-17.36
795.832	12565.47	1.956
796.405	12556.43	-0.3654
796.978	12547.40	-0.1678
797.551	12538.38	-8.726
798.124	12529.38	-3.163
798.697	12520.39	5.906
799.270	12511.41	-6.732
799.843	12502.45	-22.14
800.416	12493.50	2.826
800.990	12484.56	-2.967
801.563	12475.63	1.061
802.136	12466.72	7.019
802.709	12457.82	10.71
803.282	12448.93	11.84
803.855	12440.06	17.38
804.428	12431.19	2.72
805.001	12422.34	8.32
805.574	12413.51	20.44
806.147	12404.68	4.431
806.720	12395.87	-5.749
807.293	12387.07	12.74
807.866	12378.28	7.509
808.440	12369.51	11.66
809.013	12360.75	14.73
809.586	12352.00	10.65
810.159	12343.26	4.337
810.732	12334.54	-2.435
811.305	12325.82	11.8
811.878	12317.12	17.3
812.451	12308.43	13.44
813.024	12299.76	11.09
813.597	12291.09	12.69
814.170	12282.44	17.93
814.743	12273.80	11.03
815.316	12265.18	11.04
815.889	12256.56	21.92
816.463	12247.96	16.65
817.036	12239.37	10.03
817.609	12230.79	12.34
818.182	12222.22	13.54
818.755	12213.67	-4.848
819.328	12205.13	8.302
819.901	12196.59	32.66
820.474	12188.08	19.02
821.047	12179.57	11.42
821.620	12171.07	25.85
822.193	12162.59	10.21
822.766	12154.12	23.41
823.339	12145.66	25.5
823.913	12137.21	17.72
824.486	12128.77	8.588
825.059	12120.35	16.81
825.632	12111.94	38.06
826.205	12103.54	-9.687
826.778	12095.15	25.14
827.351	12086.77	18.81
827.924	12078.40	17.07
828.497	12070.05	21.66
829.070	12061.70	-7.334
829.643	12053.37	18.74
830.216	12045.05	11.19
830.789	12036.74	11.08
831.363	12028.45	4.722
831.936	12020.16	-13.69
832.509	12011.89	26.81
833.082	12003.62	14.94
833.655	11995.37	4.409
834.228	11987.13	0.9121
834.801	11978.90	5.15
835.374	11970.69	1.277
835.947	11962.48	-9.44
836.520	11954.28	-2.726
837.093	11946.10	3.382
837.666	11937.93	18.46
838.239	11929.77	18.6
838.813	11921.62	11.33
839.386	11913.48	-4.587
839.959	11905.35	-0.9352
840.532	11897.23	7.725
841.105	11889.12	-10.91
841.678	11881.03	-21.95
842.251	11872.95	-6.646
842.824	11864.87	-5.974
843.397	11856.81	-14.22
843.970	11848.76	2.885
844.543	11840.72	11.27
845.116	11832.69	6.876
845.689	11824.67	-13.48
846.262	11816.66	-25.03
846.836	11808.67	-6.543
847.409	11800.68	0.1291
847.982	11792.71	-18.79
848.555	11784.74	-22.01
849.128	11776.79	7.879
849.701	11768.85	12.45
850.274	11760.91	-11.24
850.847	11752.99	-5.545
851.420	11745.08	22.23
851.993	11737.18	11.17
852.566	11729.29	17.34
853.139	11721.41	-6.601
853.712	11713.55	6.97
854.286	11705.69	11.73
854.859	11697.84	-19.01
855.432	11690.00	11.29
856.005	11682.18	12.92
856.578	11674.36	14.89
857.151	11666.56	-4.383
857.724	11658.76	3.514
858.297	11650.98	0.7727
858.870	11643.20	16.99
859.443	11635.44	0.4459
860.016	11627.69	6.399
860.589	11619.94	0.06872
861.162	11612.21	7.171
861.736	11604.49	3.945
862.309	11596.78	12.94
862.882	11589.07	11.31
863.455	11581.38	13.01
864.028	11573.70	11.45
864.601	11566.03	1.723
865.174	11558.37	5.276
865.747	11550.72	12.66
866.320	11543.08	17.87
866.893	11535.45	19.12
867.466	11527.83	11.1
868.039	11520.21	-3.055
868.612	11512.61	-4.612
869.186	11505.02	13.38
869.759	11497.44	-1.413
870.332	11489.87	4.43
870.905	11482.31	5.136
871.478	11474.76	-3.718
872.051	11467.22	23.26
872.624	11459.69	5.129
873.197	11452.17	-5.698
873.770	11444.66	11.32
874.343	11437.16	-9.721
874.916	11429.67	8.407
875.489	11422.18	-7.593
876.062	11414.71	-5.626
876.636	11407.25	21.73
877.209	11399.80	-0.3081
877.782	11392.35	12.36
878.355	11384.92	11.03
878.928	11377.50	14.96
879.501	11370.09	-0.1309
880.074	11362.68	10.5
880.647	11355.29	10.79
881.220	11347.90	7.284
881.793	11340.53	-2.984
882.366	11333.16	5.061
882.939	11325.81	-4.26
883.512	11318.46	15.56
884.085	11311.12	17.01
884.659	11303.80	2.291
885.232	11296.48	6.97
885.805	11289.17	8.099
886.378	11281.87	-7.682
886.951	11274.58	4.709
887.524	11267.30	2.779
888.097	11260.03	-7.216
888.670	11252.77	1.03
889.243	11245.52	4.315
889.816	11238.28	-9.602
890.389	11231.04	9.263
890.962	11223.82	7.29
891.535	11216.60	12.34
892.109	11209.40	-9.914
892.682	11202.20	0.8271
893.255	11195.02	5.747
893.828	11187.84	0.5955
894.401	11180.67	-8.605
894.974	11173.51	16.97
895.547	11166.36	-1.431
896.120	11159.22	-0.4217
896.693	11152.09	4.384
897.266	11144.96	12.92
897.839	11137.85	-6.31
898.412	11130.75	10.6
898.985	11123.65	-0.1928
899.559	11116.56	13.28
900.132	11109.49	5.51
900.705	11102.42	-6.965
901.278	11095.36	-15.74
901.851	11088.31	1.272
902.424	11081.27	15.07
902.997	11074.23	6.779
903.570	11067.21	-2.922
904.143	11060.20	-1.354
904.716	11053.19	2.322
905.289	11046.19	4.514
905.862	11039.20	-9.467
906.435	11032.23	-4.801
907.009	11025.25	-9.36
907.582	11018.29	-15.83
908.155	11011.34	-15.35
908.728	11004.40	-11.74
909.301	10997.46	6.373
909.874	10990.53	17.27
910.447	10983.62	5.789
911.020	10976.71	5.433
911.593	10969.81	22.5
912.166	10962.91	-7.677
912.739	10956.03	8.656
913.312	10949.16	7.888
913.885	10942.29	0.7298
914.458	10935.43	-9.559
915.032	10928.58	19.46
915.605	10921.74	-1.691
916.178	10914.91	-9.382
916.751	10908.09	-5.316
917.324	10901.28	2.345
917.897	10894.47	18.98
918.470	10887.67	-4.455
919.043	10880.88	2.564
919.616	10874.10	3.003
920.189	10867.33	12.8
920.762	10860.57	23.54
921.335	10853.81	27.81
921.908	10847.06	16.49
922.482	10840.33	5.03
923.055	10833.59	19.79
923.628	10826.87	6.275
924.201	10820.16	13.09
924.774	10813.45	23.87
925.347	10806.76	18.06
925.920	10800.07	-22.75
926.493	10793.39	-5.65
927.066	10786.72	3.433
927.639	10780.05	14.45
928.212	10773.40	4.335
928.785	10766.75	24.35
929.358	10760.11	12.77
929.932	10753.48	2.664
930.505	10746.86	25.01
931.078	10740.24	-1.12
931.651	10733.64	-4.32
932.224	10727.04	16.18
932.797	10720.45	0.9225
933.370	10713.86	-12.41
933.943	10707.29	12.09
934.516	10700.72	11.99
935.089	10694.17	-2.042
935.662	10687.62	-0.2116
936.235	10681.07	-1.389
936.808	10674.54	11.06
937.382	10668.01	2.974
937.955	10661.50	4.825
938.528	10654.99	6.917
939.101	10648.48	26.69
939.674	10641.99	20.15
940.247	10635.50	20.23
940.820	10629.03	2.987
941.393	10622.56	9.189
941.966	10616.09	-14.47
942.539	10609.64	10.9
943.112	10603.19	-2.057
943.685	10596.75	7.24
944.258	10590.32	-2.752
944.832	10583.90	36.96
945.405	10577.48	6.501
945.978	10571.07	9.052
946.551	10564.67	7.922
947.124	10558.28	6.089
947.697	10551.90	18.55
948.270	10545.52	2.259
948.843	10539.15	3.286
949.416	10532.79	2.565
949.989	10526.44	-0.06167
950.562	10520.09	1.761
951.135	10513.75	2.201
951.708	10507.42	-9.376
952.281	10501.10	-9.83
952.855	10494.78	-15.55
953.428	10488.47	-1.964
954.001	10482.17	-2.904
954.574	10475.88	-6.037
955.147	10469.59	3.706
955.720	10463.32	6.429
956.293	10457.05	14.8
956.866	10450.78	0.2474
957.439	10444.53	-11.17
958.012	10438.28	7.014
958.585	10432.04	26.95
959.158	10425.81	-26.72
959.731	10419.58	-12.39
960.305	10413.36	30.67
960.878	10407.15	17.09
961.451	10400.95	-7.305
962.024	10394.75	-9.049
962.597	10388.57	17.25
963.170	10382.38	5.851
963.743	10376.21	3.038
964.316	10370.04	7.214
964.889	10363.88	1.475
965.462	10357.73	11.4
966.035	10351.59	14.51
966.608	10345.45	9.703
967.181	10339.32	6.074
967.755	10333.20	6.992
968.328	10327.08	12.86
968.901	10320.98	20.07
969.474	10314.87	-9.58
970.047	10308.78	-2.655
970.620	10302.69	3.236
971.193	10296.61	-7.24
971.766	10290.54	-5.083
972.339	10284.48	-6.483
972.912	10278.42	11.31
973.485	10272.37	-16.03
974.058	10266.33	10.76
974.631	10260.29	-6.946
975.205	10254.26	23.06
975.778	10248.24	12.24
976.351	10242.22	8.589
976.924	10236.21	1.917
977.497	10230.21	11.71
978.070	10224.22	22.44
978.643	10218.23	8.939
979.216	10212.25	5.118
979.789	10206.28	11
980.362	10200.31	12.85
980.935	10194.35	13.64
981.508	10188.40	21.29
982.081	10182.46	16.36
982.654	10176.52	8.064
983.228	10170.59	-0.5894
983.801	10164.66	14.16
984.374	10158.74	15.73
984.947	10152.83	9.139
985.520	10146.93	-2.651
986.093	10141.03	15.16
986.666	10135.14	6.275
987.239	10129.26	27.14
987.812	10123.38	5.97
988.385	10117.51	29.86
988.958	10111.65	15.03
989.531	10105.79	28.1
990.104	10099.94	20.76
990.678	10094.10	32.6
991.251	10088.27	41.08
991.824	10082.44	30.38
992.397	10076.61	13.56
992.970	10070.80	-2.384
993.543	10064.99	4.195
994.116	10059.19	32.5
994.689	10053.39	35.17
995.262	10047.60	22.95
995.835	10041.82	25.41
996.408	10036.05	37.4
996.981	10030.28	24.88
997.554	10024.52	34.05
998.128	10018.76	40.21
998.701	10013.01	5.742
999.274	10007.27	33.25
999.847	10001.53	42.46
1000.420	9995.80	17.55
1000.993	9990.08	25.62
1001.566	9984.36	32.62
1002.139	9978.65	41.77
1002.712	9972.95	42.27
1003.285	9967.26	52.08
1003.858	9961.57	44.88
1004.431	9955.88	31.35
1005.004	9950.20	29.1
1005.578	9944.53	21.88
1006.151	9938.87	27.54
1006.724	9933.21	17.45
1007.297	9927.56	27.54
1007.870	9921.92	22.58
1008.443	9916.28	18.25
1009.016	9910.65	12.07
1009.589	9905.02	18.45
1010.162	9899.40	32.41
1010.735	9893.79	22.06
1011.308	9888.18	40.52
1011.881	9882.58	0.2893
1012.454	9876.99	25.38
1013.028	9871.40	31.48
1013.601	9865.82	9.587
1014.174	9860.24	15.01
1014.747	9854.68	20.05
1015.320	9849.11	35.57
1015.893	9843.56	24.91
1016.466	9838.01	25.34
1017.039	9832.46	29.39
1017.612	9826.93	35.55
1018.185	9821.40	15.19
1018.758	9815.87	13.56
1019.331	9810.35	26.27
1019.904	9804.84	25.73
1020.477	9799.33	18.22
1021.051	9793.83	31.61
1021.624	9788.34	41.59
1022.197	9782.85	16.45
1022.770	9777.37	12.21
1023.343	9771.90	19.17
1023.916	9766.43	19.68
1024.489	9760.96	33.66
1025.062	9755.51	15.59
1025.635	9750.06	6.4
1026.208	9744.61	13.18
1026.781	9739.17	23.55
1027.354	9733.74	26.7
1027.927	9728.31	37.13
1028.501	9722.89	29.41
1029.074	9717.48	17.29
1029.647	9712.07	22.26
1030.220	9706.67	19.01
1030.793	9701.27	34.82
1031.366	9695.88	22.71
1031.939	9690.50	15.97
1032.512	9685.12	50.95
1033.085	9679.74	18.88
1033.658	9674.38	24.97
1034.231	9669.02	21.29
1034.804	9663.66	17.35
1035.377	9658.31	17.07
1035.951	9652.97	12.65
1036.524	9647.63	16.08
1037.097	9642.30	24.42
1037.670	9636.98	8.502
1038.243	9631.66	25.27
1038.816	9626.34	25.39
1039.389	9621.04	16.52
1039.962	9615.74	2.038
1040.535	9610.44	-1.879
1041.108	9605.15	29.19
1041.681	9599.87	8.344
1042.254	9594.59	18.24
1042.827	9589.31	3.513
1043.401	9584.05	18.98
1043.974	9578.79	10.61
1044.547	9573.53	-0.2144
1045.120	9568.28	7.092
1045.693	9563.04	10.24
1046.266	9557.80	12.57
1046.839	9552.57	-0.8742
1047.412	9547.34	-4.799
1047.985	9542.12	5.005
1048.558	9536.91	11.53
1049.131	9531.70	13.71
1049.704	9526.49	18.52
1050.277	9521.29	21.9
1050.850	9516.10	11.89
1051.424	9510.91	18.09
1051.997	9505.73	23.96
1052.570	9500.56	-0.2867
1053.143	9495.39	1.738
1053.716	9490.22	-12.17
1054.289	9485.07	27.66
1054.862	9479.91	3.705
1055.435	9474.77	8.123
1056.008	9469.62	27.29
1056.581	9464.49	25.14
1057.154	9459.36	17.48
1057.727	9454.23	16.5
1058.300	9449.11	10.51
1058.874	9444.00	7.507
1059.447	9438.89	11.17
1060.020	9433.79	21.67
1060.593	9428.69	25.69
1061.166	9423.60	13.46
1061.739	9418.51	16.65
1062.312	9413.43	24.17
1062.885	9408.35	20.55
1063.458	9403.28	6.492
1064.031	9398.22	19.47
1064.604	9393.16	51.98
1065.177	9388.11	17.54
1065.750	9383.06	24.44
1066.324	9378.02	17.77
1066.897	9372.98	17.22
1067.470	9367.95	30.21
1068.043	9362.92	21.8
1068.616	9357.90	18.48
1069.189	9352.88	21.19
1069.762	9347.87	18.06
1070.335	9342.87	8.416
1070.908	9337.87	16.72
1071.481	9332.87	11.71
1072.054	9327.89	6.516
1072.627	9322.90	17.12
1073.200	9317.92	26.19
1073.774	9312.95	42.37
1074.347	9307.98	33.75
1074.920	9303.02	30.54
1075.493	9298.06	26.48
1076.066	9293.11	24.66
1076.639	9288.17	38.81
1077.212	9283.22	28.07
1077.785	9278.29	25.08
1078.358	9273.36	31.69
1078.931	9268.43	22.94
1079.504	9263.51	24.9
1080.077	9258.60	28.93
1080.650	9253.69	29.15
1081.224	9248.78	52.15
1081.797	9243.88	17.42
1082.370	9238.99	6.452
1082.943	9234.10	20.28
1083.516	9229.21	38.59
1084.089	9224.34	25.71
1084.662	9219.46	20.91
1085.235	9214.59	20.03
1085.808	9209.73	25.89
1086.381	9204.87	29.01
1086.954	9200.02	38.8
1087.527	9195.17	31.5
1088.100	9190.33	37.83
1088.673	9185.49	31.19
1089.247	9180.66	29.53
1089.820	9175.83	0.02053
1090.393	9171.01	33.13
1090.966	9166.19	41.25
1091.539	9161.38	17.73
1092.112	9156.57	16.82
1092.685	9151.77	33.64
1093.258	9146.97	12.47
1093.831	9142.18	10.62
1094.404	9137.39	17.24
1094.977	9132.61	24.56
1095.550	9127.83	19.4
1096.123	9123.06	12.84
1096.697	9118.29	19.12
1097.270	9113.53	26.76
1097.843	9108.77	24.09
1098.416	9104.02	11.5
1098.989	9099.27	13.9
1099.562	9094.53	26
