Wavelength [nm],Intensity,
971.766,213.55783,
972.339,212.15754,
972.912,229.954,
973.485,202.61564,
974.058,229.40331,
974.631,211.69505,
975.205,241.7043,
975.778,230.88241,
976.351,227.23,
976.924,220.55762,
977.497,230.35529,
978.070,241.08146,
978.643,227.57963,
979.216,223.75913,
979.789,229.63802,
980.362,231.48757,
980.935,232.27711,
981.508,239.92815,
982.081,234.99696,
982.654,226.70477,
983.228,218.0516,
983.801,232.79732,
984.374,234.373,
984.947,227.7797,
985.520,215.99015,
986.093,233.80331,
986.666,224.91593,
987.239,245.77998,
987.812,224.61136,
988.385,248.50545,
988.958,233.67593,
989.531,246.73689,
990.104,239.39843,
990.678,251.23744,
991.251,259.71795,
991.824,249.0201,
992.397,232.19613,
992.970,216.25736,
993.543,222.83628,
994.116,251.13993,
994.689,253.81576,
995.262,241.58867,
995.835,244.05279,
996.408,256.04234,
996.981,243.52081,
997.554,252.68918,
998.128,258.85358,
998.701,224.38351,
999.274,251.88671,
999.847,261.10114,
1000.420,236.18979,
1000.993,244.26348,
1001.566,251.26516,
1002.139,260.41468,
1002.712,260.91346,
1003.285,270.71756,
1003.858,263.51996,
1004.431,249.9903,
1005.004,247.74244,
1005.578,240.52329,
1006.151,246.17695,
1006.724,236.09213,
1007.297,246.18288,
1007.870,241.21699,
1008.443,236.89186,
1009.016,230.71553,
1009.589,237.08912,
1010.162,251.05127,
1010.735,240.70327,
1011.308,259.16591,
1011.881,218.9303,
1012.454,244.02578,
1013.028,250.11948,
1013.601,228.22842,
1014.174,233.64751,
1014.747,238.69257,
1015.320,254.20662,
1015.893,243.55551,
1016.466,243.98391,
1017.039,248.03333,
1017.612,254.19276,
1018.185,233.83462,
1018.758,232.19644,
1019.331,244.90714,
1019.904,244.36798,
1020.477,236.86582,
1021.051,250.25365,
1021.624,260.22988,
1022.197,235.08733,
1022.770,230.85184,
1023.343,237.80712,
1023.916,238.32196,
1024.489,252.29832,
1025.062,234.2262,
1025.635,225.04065,
1026.208,231.82474,
1026.781,242.1897,
1027.354,245.34182,
1027.927,255.7721,
1028.501,248.05093,
1029.074,235.92881,
1029.647,240.90052,
1030.220,237.64934,
1030.793,253.45791,
1031.366,241.35152,
1031.939,234.60717,
1032.512,269.59283,
1033.085,237.51652,
1033.658,243.61488,
1034.231,239.93005,
1034.804,235.99515,
1035.377,235.71019,
1035.951,231.28727,
1036.524,234.71653,
1037.097,243.06194,
1037.670,227.14263,
1038.243,243.91325,
1038.816,244.03009,
1039.389,235.16181,
1039.962,220.67898,
1040.535,216.76247,
1041.108,247.82892,
1041.681,226.98549,
1042.254,236.88106,
1042.827,222.15408,
1043.401,237.6204,
1043.974,229.25355,
1044.547,218.42668,
1045.120,225.73326,
1045.693,228.88449,
1046.266,231.2079,
1046.839,217.76679,
1047.412,213.84176,
1047.985,223.6464,
1048.558,230.16824,
1049.131,232.34905,
1049.704,237.16425,
1050.277,240.53969,
1050.850,230.53217,
1051.424,236.73009,
1051.997,242.60177,
1052.570,218.35436,
1053.143,220.3787,
1053.716,206.46799,
1054.289,246.30465,
1054.862,222.34597,
1055.435,226.76392,
1056.008,245.93317,
1056.581,243.78521,
1057.154,236.1255,
1057.727,235.14005,
1058.300,229.15308,
1058.874,226.14773,
1059.447,229.80935,
1060.020,240.31075,
1060.593,244.33575,
1061.166,232.10195,
1061.739,235.289,
1062.312,242.81007,
1062.885,239.19388,
1063.458,225.13316,
1064.031,238.11007,
1064.604,270.62037,
1065.177,236.18159,
1065.750,243.08325,
1066.324,236.40979,
1066.897,235.85692,
1067.470,248.85066,
1068.043,240.44396,
1068.616,237.12525,
1069.189,239.83568,
1069.762,236.69866,
1070.335,227.05688,
1070.908,235.35939,
1071.481,230.34995,
1072.054,225.15701,
1072.627,235.76021,
1073.200,244.83152,
1073.774,261.00803,
1074.347,252.39455,
1074.920,249.18433,
1075.493,245.11615,
1076.066,243.29856,
1076.639,257.44824,
1077.212,246.71402,
1077.785,243.72382,
1078.358,250.3263,
1078.931,241.5852,
1079.504,243.53909,
1080.077,247.56714,
1080.650,247.79241,
1081.224,270.78915,
1081.797,236.05935,
1082.370,225.09267,
1082.943,238.91685,
1083.516,257.23296,
1084.089,244.35394,
1084.662,239.55535,
1085.235,238.67217,
1085.808,244.53413,
1086.381,247.65105,
1086.954,257.43734,
1087.527,250.13618,
1088.100,256.47401,
1088.673,249.83293,
1089.247,248.1745,
1089.820,218.66157,
1090.393,251.77276,
1090.966,259.896,
1091.539,236.37087,
1092.112,235.45894,
1092.685,252.28318,
1093.258,231.10955,
1093.831,229.26279,
1094.404,235.88,
1094.977,243.19957,
1095.550,238.04348,
1096.123,231.47888,
1096.697,237.76209,
1097.270,245.40265,
1097.843,242.7275,
1098.416,230.14208,
1098.989,232.53986,
1099.562,244.64494,
1100.135,245.30675,
