Wavelength [nm],Intensity,Intensity (baselined),Intensity (normalised)
452.559,210.89224,-7.748798725000057,-1.7937251071416327e-05
453.132,224.64959,6.008551274999945,1.3908851761426015e-05
453.705,230.90266,12.261621274999953,2.8383725937118404e-05
454.279,234.9856,16.34456127499996,3.78350902696625e-05
454.852,233.31466,14.67362127499996,3.3967126812491635e-05
455.425,230.32049,11.679451274999963,2.7036093894159876e-05
455.998,233.97725,15.336211274999954,3.550091851481896e-05
456.571,243.43357,24.79253127499996,5.739081294508815e-05
457.144,240.2158,21.574761274999958,4.994218117280387e-05
457.717,221.54621,2.905171274999958,6.72501485901488e-06
458.29,252.61689,33.97585127499997,7.864875528622928e-05
458.863,238.96322,20.322181274999963,4.7042655356686556e-05
459.436,246.64071,27.99967127499997,6.481483793822435e-05
460.009,220.56528,1.9242412749999573,4.454316094222237e-06
460.582,227.69243,9.051391274999958,2.0952548079676724e-05
461.155,237.62479,18.983751274999946,4.394440028470237e-05
461.729,232.67263,14.031591274999954,3.248092827848836e-05
462.302,229.3828,10.74176127499996,2.4865488932788096e-05
462.875,238.61056,19.96952127499995,4.6226302888730835e-05
463.448,243.65975,25.01871127499996,5.791438409350934e-05
464.021,237.39022,18.749181274999955,4.3401407605043895e-05
464.594,227.97663,9.335591274999956,2.1610426408358755e-05
465.167,233.04223,14.401191274999945,3.3336494183769414e-05
465.74,217.82259,-0.818448725000053,-1.8945801524101942e-06
466.313,222.52062,3.879581274999964,8.980620848638615e-06
466.886,235.70851,17.067471274999946,3.950851329073048e-05
467.459,226.14984,7.508801274999968,1.7381694698108767e-05
468.032,228.01959,9.37855127499995,2.170987205579076e-05
468.605,232.14031,13.499271274999955,3.124869114997316e-05
469.179,230.59528,11.954241274999958,2.767218955193093e-05
469.752,217.79983,-0.8412087250000582,-1.9472659749323846e-06
470.325,230.33059,11.689551274999957,2.705947380661478e-05
470.898,238.33861,19.697571274999945,4.559678138456095e-05
471.471,235.97856,17.337521274999943,4.0133636593547445e-05
472.044,237.55134,18.910301274999966,4.377437507977034e-05
472.617,248.26069,29.619651274999967,6.856483700542464e-05
473.19,260.24333,41.60229127499997,9.630276514194293e-05
473.763,257.16929,38.528251274999946,8.918684572779184e-05
474.336,235.30761,16.666571274999967,3.858049280526738e-05
474.909,214.6559,-3.9851387250000414,-9.224969753585793e-06
475.482,232.9318,14.290761274999966,3.308086609145293e-05
476.055,248.54095,29.899911274999965,6.921359485340643e-05
476.628,237.8808,19.23976127499995,4.453702319436419e-05
477.202,243.39538,24.754341274999945,5.730240909789471e-05
477.775,243.51746,24.876421274999956,5.758500510903302e-05
478.348,230.26861,11.627571274999951,2.6915999848797342e-05
478.921,226.42686,7.785821274999961,1.8022952455362434e-05
479.494,230.75158,12.110541274999946,2.8033999484277847e-05
480.067,233.62984,14.988801274999958,3.4696718971654206e-05
480.64,234.69118,16.05014127499996,3.715355424738746e-05
481.213,217.99917,-0.6418687250000517,-1.4858252077280177e-06
481.786,241.86201,23.220971274999954,5.375289856710243e-05
482.359,255.85621,37.21517127499996,8.614727192122676e-05
482.932,233.69776,15.056721274999944,3.485394309580647e-05
483.505,227.79747,9.15643127499996,2.1195699169207908e-05
484.078,245.14569,26.504651274999958,6.13541016294762e-05
484.652,250.10022,31.459181274999963,7.282305981316728e-05
485.225,253.44083,34.79979127499996,8.055604687713101e-05
485.798,232.2397,13.598661274999955,3.1478763377586484e-05
486.371,245.19706,26.55602127499995,6.147301510500186e-05
486.944,229.37477,10.733731274999968,2.4846900744965048e-05
487.517,219.61915,0.9781112749999465,2.2641738594722696e-06
488.09,225.36396,6.722921274999948,1.5562506024834134e-05
488.663,227.66753,9.026491274999955,2.0894908493525475e-05
489.236,266.36701,47.72597127499995,0.00011047812180550237
489.809,231.63088,12.989841274999947,3.0069440773546368e-05
490.382,232.72361,14.082571274999964,3.25989389653153e-05
490.955,231.26972,12.628681274999963,2.9233412141643506e-05
491.528,239.09481,20.45377127499995,4.7347265523017526e-05
492.102,236.69598,18.054941274999948,4.179435112754839e-05
492.675,247.40152,28.76048127499996,6.657599350206873e-05
493.248,240.63811,21.997071274999968,5.091976244298584e-05
493.821,236.99509,18.35405127499996,4.2486743762636684e-05
494.394,243.46007,24.819031274999958,5.7452156279747096e-05
494.967,245.69425,27.053211274999967,6.262393180534469e-05
495.54,248.8447,30.203661274999945,6.9916728359167e-05
496.113,245.61569,26.974651274999957,6.244207775361608e-05
496.686,237.11109,18.470051274999946,4.275526552944564e-05
497.259,239.72067,21.07963127499997,4.879603304866478e-05
497.832,250.37271,31.731671274999968,7.345383133245852e-05
498.405,238.73633,20.095291274999965,4.6517440669865075e-05
498.978,232.16431,13.523271274999956,3.1304247377588815e-05
499.552,232.67146,14.030421274999952,3.247821991239209e-05
500.125,232.1662,13.52516127499996,3.1308622430513556e-05
500.698,238.2092,19.568161274999966,4.529721757557176e-05
501.271,232.808,14.166961274999949,3.279428855066881e-05
501.844,233.08971,14.448671274999953,3.344640292073573e-05
502.417,236.522,17.880961274999947,4.139161477419125e-05
502.99,227.77995,9.13891127499997,2.11551431230485e-05
503.563,235.33026,16.689221274999966,3.8632923995079646e-05
504.136,245.58674,26.945701274999948,6.237506305405468e-05
504.709,241.75568,23.11464127499997,5.350676133033694e-05
505.282,238.80843,20.167391274999943,4.6684340836993715e-05
505.855,233.96993,15.328891274999961,3.54839738653962e-05
506.428,232.36774,13.726701274999954,3.1775155851915994e-05
507.002,227.85022,9.209181274999963,2.1317807127821487e-05
507.575,233.59413,14.953091274999963,3.461405593464776e-05
508.148,234.7024,16.061361274999967,3.71795267837978e-05
508.721,223.23107,4.590031274999944,1.062520092820279e-05
509.294,235.84842,17.20738127499996,3.9832382949301604e-05
509.867,232.38477,13.74373127499996,3.181457762509495e-05
510.44,224.07628,5.435241274999953,1.2581729225828927e-05
511.013,247.38212,28.741081274999942,6.65310855514127e-05
511.586,234.7962,16.155161274999955,3.739665904006229e-05
512.159,226.65131,8.010271274999951,1.8542518925709643e-05
512.732,247.274,28.632961274999957,6.628080474600422e-05
513.305,238.97081,20.329771274999956,4.7060225013669996e-05
513.878,234.68899,16.047951274999946,3.71484847416175e-05
514.452,225.52941,6.888371274999969,1.5945496768959594e-05
515.025,229.67276,11.031721274999967,2.5536700756097905e-05
515.598,214.47689,-4.164148725000047,-9.639349766314063e-06
516.171,232.76241,14.121371274999944,3.268875486662723e-05
516.744,217.93651,-0.7045287250000456,-1.6308732586612067e-06
517.317,225.81047,7.169431274999965,1.659610649119524e-05
517.89,222.79825,4.157211274999952,9.623290660010836e-06
518.463,201.7924,-16.848638725000058,-3.900195033416766e-05
519.036,239.85702,21.21598127499996,4.91116618668062e-05
519.609,227.47934,8.838301274999964,2.0459278223734248e-05
520.182,226.75835,8.117311274999963,1.8790299700875487e-05
520.755,234.21135,15.570311274999966,3.604282321835335e-05
521.328,240.97187,22.33083127499995,5.169236438169416e-05
521.902,239.21308,20.572041274999947,4.7621041983021826e-05
522.475,238.45856,19.81752127499996,4.5874446780498396e-05
523.048,235.60232,16.961281274999948,3.926270013195939e-05
523.621,227.49837,8.85733127499995,2.05033296825478e-05
524.194,228.8714,10.23036127499995,2.3681678316011185e-05
524.767,218.01474,-0.6262987250000549,-1.4497831050623697e-06
525.34,226.98356,8.342521274999967,1.931162545176389e-05
525.913,225.84228,7.201241274999944,1.6669741641214105e-05
526.486,245.46312,26.82208127499996,6.208890218497775e-05
527.059,233.15644,14.51540127499996,3.360087238193544e-05
527.632,225.65229,7.01125127499995,1.6229944654351697e-05
528.205,239.22411,20.583071274999952,4.764657469929686e-05
528.778,225.79879,7.157751274999953,1.6569069127088927e-05
529.351,234.47278,15.831741274999956,3.664799257608501e-05
529.925,254.04283,35.401791274999965,8.194958225315701e-05
530.498,261.64786,43.006821274999936,9.955403132415178e-05
531.071,250.98857,32.347531274999966,7.487945042993254e-05
531.644,229.01465,10.373611274999945,2.4013279549592105e-05
532.217,230.11653,11.475491274999968,2.656395855313952e-05
532.79,238.76165,20.12061127499996,4.657605248999957e-05
533.363,250.12414,31.483101274999967,7.287843085335756e-05
533.936,250.16717,31.526131274999955,7.297803853978676e-05
534.509,238.26188,19.620841274999947,4.541916349518808e-05
535.082,245.23142,26.59038127499997,6.155255310420498e-05
535.655,238.30233,19.661291274999968,4.5512798887148675e-05
536.228,239.08316,20.44212127499995,4.732029760419576e-05
536.801,257.01203,38.37099127499994,8.882281354634025e-05
537.375,259.87803,41.23699127499998,9.545715306077635e-05
537.948,243.99142,25.35038127499996,5.8682148010729505e-05
538.521,234.19214,15.55110127499995,3.5998355087832615e-05
539.094,243.66748,25.026441274999968,5.7932277828487233e-05
539.667,250.70134,32.060301274999944,7.421455812751398e-05
540.24,248.69849,30.05745127499995,6.957827519084681e-05
540.813,244.65216,26.011121274999965,6.021165725384482e-05
541.386,260.59854,41.95750127499997,9.712502045908278e-05
541.959,234.50569,15.864651274999943,3.672417405320294e-05
542.532,245.02751,26.386471274999963,6.108053350532547e-05
543.105,252.4462,33.80516127499996,7.82536347657411e-05
543.678,257.56498,38.92394127499995,9.010280588217677e-05
544.251,246.92044,28.27940127499997,6.546236891951297e-05
544.825,256.34871,37.70767127499994,8.728733200875628e-05
545.398,269.07567,50.43463127499996,0.00011674824395106142
545.971,240.2116,21.57056127499996,4.993245883297114e-05
546.544,221.51052,2.86948127499997,6.642398118864795e-06
547.117,236.70064,18.05960127499995,4.18051382950771e-05
547.69,270.65844,52.01740127499994,0.00012041210771702924
548.263,262.31907,43.67803127499997,0.00010110777697156449
548.836,260.40998,41.768941274999975,9.668853369744914e-05
549.409,239.25629,20.615251274999963,4.772106634115821e-05
549.982,233.1952,14.554161274999956,3.369059568953471e-05
550.555,244.45551,25.81447127499996,5.975644341381904e-05
551.128,234.05493,15.413891274999969,3.568073550486833e-05
551.701,244.21891,25.57787127499995,5.920875160324136e-05
552.275,224.55107,5.910031274999966,1.3680793447063804e-05
552.848,225.13274,6.4917012749999685,1.5027268068613702e-05
553.421,244.75572,26.114681274999953,6.0451382376006334e-05
553.994,242.54246,23.90142127499996,5.53280333621471e-05
554.567,238.22715,19.58611127499995,4.5338769004142596e-05
555.14,239.60003,20.95899127499996,4.851677041118341e-05
555.713,241.97748,23.33644127499997,5.402019346721828e-05
556.286,233.19796,14.55692127499995,3.36969846557105e-05
556.859,224.21137,5.570331274999944,1.2894441342020519e-05
557.432,256.49601,37.85497127499997,8.762830835574743e-05
558.005,240.80823,22.167191274999965,5.131356350306813e-05
558.578,238.53578,19.894741274999944,4.6053198942851716e-05
559.151,236.50868,17.867641274999954,4.136078106786458e-05
559.725,222.48268,3.841641274999944,8.892795712149488e-06
560.298,222.33921,3.6981712749999645,8.560685213148792e-06
560.871,222.57776,3.936721274999968,9.112890967220226e-06
561.444,225.95146,7.310421274999953,1.6922476180009006e-05
562.017,235.00211,16.361071274999944,3.7873308324576395e-05
562.59,233.94564,15.304601274999953,3.542774633336351e-05
563.163,215.61801,-3.023028725000046,-6.997836330615106e-06
563.736,234.11134,15.470301274999969,3.581131578819329e-05
564.309,235.84889,17.207851274999967,3.983347092542576e-05
564.882,222.33399,3.692951274999956,8.548601733642367e-06
565.455,232.68011,14.03907127499997,3.249824330276194e-05
566.028,233.4404,14.799361274999967,3.425819514834133e-05
566.601,226.81474,8.173701274999956,1.8920833687344083e-05
567.175,219.97612,1.3350812749999648,3.090503299970644e-06
567.748,220.62727,1.986231274999966,4.597813200467856e-06
568.321,215.01918,-3.6218587250000382,-8.384033654910172e-06
568.894,221.61965,2.978611274999963,6.895016915518792e-06
569.467,223.80233,5.161291274999968,1.1947578036024447e-05
570.04,234.89262,16.25158127499995,3.7619856184508165e-05
570.613,239.20788,20.566841274999945,4.760900480037176e-05
571.186,232.90377,14.262731274999965,3.301598104728348e-05
571.759,227.28533,8.644291274999944,2.0010175568746163e-05
572.332,229.23321,10.59217127499997,2.4519211595745384e-05
572.905,241.61624,22.97520127499996,5.318397964788997e-05
573.478,228.72768,10.086641274999948,2.3348989106306104e-05
574.051,227.52523,8.88419127499995,2.0565506360620982e-05
574.625,233.06964,14.428601274999949,3.339994402539213e-05
575.198,225.74014,7.099101274999953,1.6433303595853173e-05
575.771,233.0705,14.429461274999966,3.3401934790215064e-05
576.344,230.85962,12.218581274999963,2.828409510226102e-05
576.917,241.67349,23.032451274999943,5.331650439918144e-05
577.49,256.86205,38.22101127499997,8.847563342059883e-05
578.063,253.23055,34.58951127499995,8.006928172950516e-05
578.636,237.4372,18.796161274999946,4.3510158920601513e-05
579.209,230.89894,12.257901274999966,2.837511472183801e-05
579.782,247.71076,29.06972127499995,6.72918354948964e-05
580.355,223.34953,4.708491274999943,1.0899417208342386e-05
580.928,232.15358,13.512541274999961,3.1279409114158996e-05
581.501,225.48671,6.845671274999944,1.584665298066002e-05
582.074,221.35342,2.712381274999956,6.278736312263961e-06
582.648,236.14451,17.503471274999953,4.051778475908154e-05
583.221,223.55985,4.9188112749999675,1.1386274949680955e-05
583.794,223.34299,4.701951274999942,1.0884278136317117e-05
584.367,221.73456,3.0935212749999437,7.161015503656863e-06
584.94,235.21204,16.571001274999958,3.835926327721619e-05
585.513,252.73408,34.09304127499996,7.892003171599087e-05
586.086,221.64323,3.0021912749999444,6.949600909151129e-06
586.659,183.91159,-34.729448725000054,-8.039321493051182e-05
587.232,235.86291,17.221871274999955,3.986592502172454e-05
587.805,233.81796,15.176921274999955,3.513218720244823e-05
588.378,233.39245,14.751411274999953,3.414719843525086e-05
588.951,240.93512,22.294081274999968,5.1607293908157735e-05
589.524,208.1097,-10.53133872500004,-2.4378393804318856e-05
590.098,227.78921,9.148171274999953,2.1176578567536838e-05
590.671,238.65665,20.01561127499997,4.6332993994181116e-05
591.244,231.5713,12.930261274999964,2.9931522438490546e-05
591.817,203.00934,-15.631698725000035,-3.618492551605953e-05
592.39,256.72508,38.08404127499995,8.815856939991061e-05
592.963,237.21535,18.574311274999957,4.2996611041579334e-05
593.536,218.00233,-0.6387087250000434,-1.4785103044252707e-06
594.109,241.58104,22.940001274999958,5.310249718072034e-05
594.682,223.27564,4.634601274999966,1.0728373472570743e-05
595.255,263.05534,44.41430127499996,0.00010281212629267185
595.828,188.56293,-30.07810872500005,-6.962609394060367e-05
596.401,228.52986,9.88882127499997,2.2891066900184128e-05
596.974,218.77557,0.13453127499994366,3.114187556383749e-07
597.548,224.03333,5.3922912749999625,1.2482306726825103e-05
598.121,222.74399,4.102951274999953,9.497687288743113e-06
598.694,220.26627,1.6252312749999476,3.7621549434156864e-06
599.267,212.30892,-6.3321187250000435,-1.4657859548976939e-05
599.84,218.67913,0.03809127499994247,8.817531433613627e-08
600.413,227.93538,9.294341274999965,2.151493914214437e-05
600.986,232.03466,13.393621274999958,3.1004128006323426e-05
601.559,215.39545,-3.245588725000033,-7.513027748037573e-06
602.132,228.72737,10.086331274999964,2.3348271505032772e-05
602.705,247.83417,29.193131274999956,6.757751024698174e-05
603.278,211.29365,-7.34738872500003,-1.700805001611628e-05
603.851,196.72609,-21.914948725000045,-5.072966164797861e-05
604.424,236.56597,17.92493127499995,4.149339841286876e-05
604.998,212.86364,-5.77739872500004,-1.3373769941353785e-05
605.571,230.22386,11.582821274999958,2.6812410632722338e-05
606.144,213.95985,-4.681188725000055,-1.0836216096580655e-05
606.717,210.7367,-7.904338725000031,-1.829730172322205e-05
607.29,226.05873,7.417691274999953,1.7170789369022804e-05
607.863,225.02656,6.385521274999945,1.4781478058270726e-05
608.436,210.32263,-8.31840872500004,-1.9255808688589314e-05
609.009,202.40703,-16.234008725000052,-3.757917849335892e-05
609.582,197.82862,-20.812418725000043,-4.817747799659998e-05
610.155,210.99155,-7.6494887250000545,-1.770736403122838e-05
610.728,222.18987,3.5488312749999693,8.214986586810396e-06
611.301,198.64302,-19.998018725000037,-4.629227000617545e-05
611.874,215.85707,-2.783968725000051,-6.4444500067068575e-06
612.448,212.24476,-6.39627872500003,-1.480637986413609e-05
613.021,245.55994,26.918901274999968,6.231302526655058e-05
613.594,231.17843,12.537391274999948,2.902209014085043e-05
614.167,212.02329,-6.617748725000041,-1.5319048102887735e-05
614.74,213.97393,-4.667108725000048,-1.0803623109712788e-05
615.313,224.34389,5.702851274999944,1.320120431217162e-05
615.886,219.87774,1.2367012749999446,2.8627690636027627e-06
616.459,211.71416,-6.926878725000051,-1.6034635463005552e-05
617.032,223.40092,4.7598812749999695,1.1018376980724466e-05
617.605,236.58308,17.94204127499995,4.1533005373473093e-05
618.178,217.61366,-1.027378725000034,-2.3782202622325906e-06
618.751,218.77128,0.1302412749999462,3.0148807995208266e-07
619.324,235.41221,16.771171274999944,3.882262536395888e-05
619.898,240.51988,21.878841274999957,5.06460785766942e-05
620.471,222.58694,3.9459012749999545,9.134141224283183e-06
621.044,220.06961,1.4285712749999675,3.306917954961795e-06
621.617,231.72918,13.08814127499997,3.029698982248887e-05
622.19,221.57552,2.9344812749999676,6.7928629019905184e-06
622.763,203.74481,-14.896228725000043,-3.4482428069206004e-05
623.336,205.12114,-13.519898725000047,-3.129644045444548e-05
623.909,183.34277,-35.29826872500004,-8.170994382185914e-05
624.482,196.04691,-22.594128725000047,-5.230185659264527e-05
625.055,227.11168,8.470641274999963,1.9608203113518778e-05
625.628,228.97212,10.331081274999946,2.3914829284571533e-05
626.201,223.28083,4.639791274999965,1.0740387506792627e-05
626.774,238.19037,19.549331274999957,4.5253629085321625e-05
627.348,228.34097,9.699931274999955,2.2453816240420723e-05
627.921,233.48939,14.848351274999942,3.437159929796173e-05
628.494,227.7162,9.075161274999942,2.100757189344436e-05
629.067,222.60832,3.967281274999948,9.183632563717445e-06
629.64,230.29236,11.651321274999958,2.6970977365708684e-05
630.213,244.38225,25.741211274999955,5.9586858029022244e-05
630.786,240.41995,21.778911274999956,5.041475633395952e-05
631.359,233.89584,15.254801274999949,3.531246716106101e-05
631.932,227.17388,8.532841274999953,1.975218633675599e-05
632.505,222.07731,3.4362712749999673,7.954427879292975e-06
633.078,215.5524,-3.088638725000038,-7.149713167859381e-06
633.651,220.97063,2.329591274999956,5.392637630222455e-06
634.224,235.96348,17.32244127499996,4.009872876386232e-05
634.797,235.16288,16.521841274999957,3.824546560431679e-05
635.371,240.02086,21.379821274999955,4.9490925713995716e-05
635.944,242.31795,23.676911274999952,5.4808328001230805e-05
636.517,232.66503,14.023991274999958,3.2463335473076745e-05
637.09,228.48994,9.848901274999946,2.2798658374916702e-05
637.663,231.60872,12.967681274999961,3.0018143856714613e-05
638.236,248.53038,29.889341274999964,6.918912696482737e-05
638.809,253.9553,35.31426127499995,8.174696406135704e-05
639.382,243.98859,25.347551274999944,5.867559700555646e-05
639.955,247.95681,29.315771274999946,6.786140257009772e-05
640.528,250.22699,31.585951274999957,7.311651243711879e-05
641.101,242.01582,23.374781274999947,5.410894454083423e-05
641.674,230.79677,12.155731274999965,2.813860723119253e-05
642.247,222.14761,3.506571274999942,8.117161329350436e-06
642.821,223.24562,4.604581274999958,1.0658881891194813e-05
643.394,231.93808,13.29704127499997,3.078056048702679e-05
643.967,248.32778,29.686741274999946,6.872013981003851e-05
644.54,235.67732,17.036281274999965,3.943631334325835e-05
645.113,223.64752,5.006481274999942,1.1589217219475245e-05
645.686,229.81586,11.174821274999942,2.5867954763256186e-05
646.259,222.04295,3.4019112749999465,7.87488988008985e-06
646.832,228.97038,10.329341274999962,2.3910801458069435e-05
647.405,231.91595,13.274911274999965,3.0729333015479515e-05
647.978,222.55007,3.909031274999961,9.048792969608649e-06
648.551,222.61057,3.9695312749999516,9.188840960056421e-06
649.124,223.35663,4.715591274999952,1.091585259234537e-05
649.697,223.72347,5.082431274999948,1.176502953145063e-05
650.271,228.56423,9.923191274999965,2.297062804781537e-05
650.844,225.77393,7.132891274999963,1.65115221346504e-05
651.417,214.50189,-4.139148725000041,-9.581478695881078e-06
651.99,212.21474,-6.426298725000038,-1.4875871445512022e-05
652.563,223.93732,5.296281274999956,1.2260058667934298e-05
653.136,224.97621,6.335171274999965,1.4664925722418764e-05
653.709,234.76911,16.128071274999968,3.733394994814115e-05
654.282,235.25291,16.61187127499997,3.845387090316004e-05
654.855,216.8253,-1.8157387250000454,-4.2031497456941545e-06
655.428,227.16227,8.521231274999963,1.972531101164694e-05
656.001,252.61101,33.96997127499995,7.863514401046341e-05
656.574,242.5253,23.884261274999943,5.5288310659401866e-05
657.147,215.31087,-3.33016872500005,-7.708817153526446e-06
657.721,224.15449,5.513451274999966,1.2762773082571469e-05
658.294,219.81216,1.1711212749999618,2.710961671643028e-06
658.867,210.45074,-8.190298725000048,-1.8959254175262607e-05
659.44,216.20267,-2.438368725000032,-5.6444403290413985e-06
660.013,226.97254,8.331501274999965,1.928611588391703e-05
660.586,237.72682,19.08578127499996,4.4180583697353445e-05
661.159,217.25053,-1.3905087250000463,-3.2188091344856356e-06
661.732,208.88422,-9.756818725000045,-2.258550174544902e-05
662.305,207.21905,-11.421988725000034,-2.6440108559563927e-05
662.878,222.50995,3.8689112749999595,8.955921475777811e-06
663.451,225.37286,6.731821274999959,1.5583108125908295e-05
664.024,210.50953,-8.131508725000032,-1.882316456603239e-05
664.597,217.95741,-0.6836287250000339,-1.5824930437792144e-06
665.171,230.41179,11.770751274999952,2.7247439043381066e-05
665.744,226.45714,7.816101274999966,1.8093045895870862e-05
666.317,208.93053,-9.71050872500004,-2.247830137457897e-05
666.89,204.63888,-14.002158725000044,-3.241279655152569e-05
667.463,219.79528,1.154241274999947,2.671887124886651e-06
668.036,218.72464,0.08360127499994974,1.935238109523368e-07
668.609,218.74652,0.10548127499995985,2.44172571795298e-07
669.182,210.33071,-8.310328725000034,-1.923710475862536e-05
669.755,208.43842,-10.202618725000036,-2.361745867340977e-05
670.328,220.19712,1.5560812749999684,3.602083562598132e-06
670.901,229.69656,11.055521274999961,2.5591794015150084e-05
671.474,226.0275,7.386461274999959,1.709849682783795e-05
672.047,228.24639,9.605351274999947,2.223487840675868e-05
672.621,236.41009,17.769051274999953,4.11325607145051e-05
673.194,230.15415,11.513111274999943,2.6651042939927e-05
673.767,219.04386,0.40282127499995113,9.324679350968832e-07
674.34,225.91031,7.269271274999966,1.6827220398076363e-05
674.913,234.11914,15.478101274999943,3.5829371562168313e-05
675.486,219.90839,1.2673512749999531,2.933718995953607e-06
676.059,218.11859,-0.5224487250000323,-1.2093866784837483e-06
676.632,218.5352,-0.10583872500004077,-2.4500001236053595e-07
677.205,215.39475,-3.2462887250000563,-7.51464813800975e-06
677.778,214.52878,-4.112258725000032,-9.519232572523353e-06
678.351,224.3161,5.675061274999962,1.313687483027837e-05
678.924,226.93537,8.294331274999962,1.9200073176397277e-05
679.497,217.51522,-1.1258187250000447,-2.606093389169489e-06
680.071,210.37927,-8.261768725000053,-1.91246959914164e-05
680.644,218.98878,0.34774127499994734,8.049663927189487e-07
681.217,228.28964,9.648601274999947,2.2334995358607727e-05
681.79,225.02546,6.384421274999966,1.4778931731171722e-05
682.363,215.99229,-2.648748725000047,-6.131436960948986e-06
682.936,203.86024,-14.78079872500004,-3.421522576280288e-05
683.509,212.29881,-6.342228725000041,-1.4681262609860028e-05
684.082,205.37181,-13.269228725000033,-3.0716178805428114e-05
684.655,225.12096,6.479921274999953,1.4999999220225648e-05
685.228,216.91667,-1.7243687250000335,-3.991642557475698e-06
685.801,209.34187,-9.299168725000044,-2.152611393010302e-05
686.374,204.90748,-13.733558725000051,-3.179102977079385e-05
686.947,217.43857,-1.2024687250000454,-2.7835260911169854e-06
687.52,220.15442,1.5133812749999436,3.503239774298557e-06
688.094,211.85278,-6.788258725000048,-1.57137519516688e-05
688.667,221.05196,2.4109212749999642,5.580903796555021e-06
689.24,201.05588,-17.585158725000042,-4.070687836597935e-05
689.813,210.6704,-7.970638725000043,-1.845077580201032e-05
690.386,217.31915,-1.3218887250000364,-3.059964620361189e-06
690.959,215.81575,-2.8252887250000356,-6.5400993119184395e-06
691.532,218.82134,0.1803012749999482,4.17369111387072e-07
692.105,207.39435,-11.246688725000041,-2.603431661368794e-05
692.678,216.79521,-1.8458287250000467,-4.272803366067284e-06
693.251,229.11172,10.470681274999947,2.423798134186926e-05
693.824,210.13132,-8.509718725000056,-1.969866126797063e-05
694.397,215.71603,-2.9250087250000547,-6.770935437661526e-06
694.97,211.37687,-7.264168725000047,-1.681540879685904e-05
695.544,211.70629,-6.934748725000048,-1.6052853275977847e-05
696.117,204.574,-14.067038725000032,-3.256298355351331e-05
696.69,196.96265,-21.678388725000048,-5.018206243111365e-05
697.263,211.94698,-6.694058725000048,-1.5495693758277354e-05
697.836,219.91501,1.2739712749999512,2.9490432554042536e-06
698.409,217.20361,-1.4374287250000464,-3.3274215594742394e-06
698.982,215.1498,-3.491238725000045,-8.081668886111991e-06
699.555,227.35515,8.714111274999965,2.0171797894251416e-05
700.128,207.09385,-11.54718872500004,-2.6729926880292273e-05
700.701,199.77364,-18.867398725000044,-4.367506242005835e-05
701.274,206.37815,-12.262888725000039,-2.8386659884647412e-05
701.847,217.58237,-1.0586687250000466,-2.4506516939865288e-06
702.42,228.25003,9.608991274999966,2.2243304434613766e-05
702.994,222.20029,3.5592512749999514,8.239107248966818e-06
703.567,217.78336,-0.8576787250000564,-1.985391436133623e-06
704.14,230.41669,11.775651274999944,2.7258781773185913e-05
704.713,239.24112,20.60008127499995,4.7685950175619455e-05
705.286,231.63695,12.995911274999969,3.0083491869447546e-05
705.859,229.82055,11.179511274999953,2.5878811376069436e-05
706.432,223.4929,4.851861274999948,1.1231296223061408e-05
707.005,216.83065,-1.8103887250000525,-4.190765336621515e-06
707.578,226.33076,7.689721274999954,1.780049606061807e-05
708.151,231.42738,12.786341274999955,2.9598370260221988e-05
708.724,219.80254,1.1615012749999494,2.6886928837403914e-06
709.297,218.7078,0.06676127499994777,1.5454185790868177e-07
709.87,224.31848,5.67744127499995,1.314238415618356e-05
710.444,221.74741,3.106371274999958,7.190761233859445e-06
711.017,219.50246,0.8614212749999695,1.9940548511193786e-06
711.59,220.96649,2.325451274999949,5.383054180958739e-06
712.163,219.39533,0.7542912749999573,1.7460657400999754e-06
712.736,220.88513,2.2440912749999598,5.194718569341697e-06
713.309,208.3182,-10.322838725000054,-2.389574907690789e-05
713.882,196.04186,-22.59917872500003,-5.2313546548872693e-05
714.455,206.53606,-12.104978725000052,-2.8021123055364616e-05
715.028,216.1781,-2.4629387250000434,-5.70131601706295e-06
715.601,207.37552,-11.26551872500005,-2.6077905103938075e-05
716.174,217.89307,-0.7479687250000495,-1.7314300306455494e-06
716.747,218.85676,0.2157212749999644,4.993608439765454e-07
717.32,217.65597,-0.9850687250000476,-2.280279262631859e-06
717.894,216.43203,-2.2090087250000465,-5.113507980461166e-06
718.467,195.69612,-22.944918725000036,-5.311388030453255e-05
719.04,206.64868,-11.992358725000031,-2.776042545727811e-05
719.613,226.62252,7.981481274999965,1.847587460099906e-05
720.186,226.2332,7.592161274999967,1.757465999536047e-05
720.759,236.20787,17.56683127499997,4.0664453199986906e-05
721.332,214.23748,-4.403558725000039,-1.0193546285208368e-05
721.905,213.72613,-4.914908725000032,-1.1377241159844378e-05
722.478,224.27813,5.63709127499996,1.3048980248504768e-05
723.051,217.92648,-0.714558725000046,-1.6540911321189164e-06
723.624,205.97478,-12.666258725000034,-2.9320398031869333e-05
724.197,204.35272,-14.288318725000039,-3.307521197212966e-05
724.77,198.00723,-20.63380872500005,-4.776402392099867e-05
725.344,189.80938,-28.83165872500004,-6.674075811095649e-05
725.917,194.32148,-24.319558725000036,-5.6295955834931816e-05
726.49,203.80839,-14.832648725000041,-3.433525036288087e-05
727.063,209.70454,-8.936498725000035,-2.068658988554595e-05
727.636,198.3927,-20.248338725000053,-4.6871721460206754e-05
