Wavelength [nm],Intensity,Intensity (baselined),Intensity (normalised)
278.344,205.82236,-12.81867872500004,-2.9673226374085095e-05
278.917,191.69739,-26.94364872500003,-6.237031172343019e-05
279.49,206.80199,-11.839048725000055,-2.7405536904955e-05
280.063,189.79326,-28.84777872500004,-6.677807337717167e-05
280.636,185.26067,-33.38036872500004,-7.72703067825232e-05
281.21,219.27426,0.6332212749999542,1.4658077202071676e-06
281.783,219.86891,1.2278712749999556,2.842329001525862e-06
282.356,200.51745,-18.123588725000047,-4.195325918410838e-05
282.929,205.11039,-13.530648725000049,-3.132132501473166e-05
283.502,224.68259,6.041551274999961,1.3985241574397575e-05
284.075,227.54455,8.903511274999943,2.061022912385157e-05
284.648,214.6494,-3.99163872500003,-9.24001623189834e-06
285.221,208.07196,-10.569078725000054,-2.44657559722445e-05
285.794,212.23104,-6.409998725000037,-1.4838139507589721e-05
286.367,205.52413,-13.11690872500003,-3.036358194749409e-05
286.94,209.17345,-9.467588725000041,-2.1915979757395863e-05
287.513,212.00146,-6.639578725000035,-1.536958112158979e-05
288.086,214.75509,-3.8859487250000484,-8.995360494535947e-06
288.66,225.02762,6.386581274999969,1.4783931791657139e-05
289.233,225.13725,6.4962112749999505,1.5037708009719768e-05
289.806,222.59868,3.9576412749999577,9.161317478958513e-06
290.379,225.19009,6.549051274999954,1.5160024304186907e-05
290.952,223.17243,4.531391274999947,1.0489458545395216e-05
291.525,218.03957,-0.6014687250000463,-1.3923055579083212e-06
292.098,207.19245,-11.448588725000036,-2.6501683378504615e-05
292.671,228.46474,9.823701274999962,2.2740324335920303e-05
293.244,220.36981,1.728771274999957,4.001833768720909e-06
293.817,221.46523,2.824191274999947,6.537558887668369e-06
294.39,185.26145,-33.37958872500005,-7.726850120512571e-05
294.963,224.57474,5.933701274999947,1.37355857765497e-05
295.536,211.90187,-6.739168725000042,-1.56001163177666e-05
296.11,207.60196,-11.039078725000053,-2.5553732096384387e-05
296.683,211.0113,-7.629738725000038,-1.7661645885586292e-05
297.256,223.85293,5.211891274999942,1.2064709082580725e-05
297.829,221.74477,3.1037312749999444,7.184650048821691e-06
298.402,225.94493,7.303891274999955,1.6907360256411917e-05
298.975,203.88528,-14.75575872500005,-3.4157262098657236e-05
299.548,207.0039,-11.637138725000057,-2.6938146991710143e-05
300.121,227.32967,8.688631274999949,2.0112815699266094e-05
300.694,247.26649,28.62545127499996,6.626342027644616e-05
301.267,228.98583,10.344791274999949,2.3946565779596985e-05
301.84,207.33345,-11.307588725000045,-2.6175290541262672e-05
302.413,214.4435,-4.197538725000044,-9.716642367984336e-06
302.986,223.75336,5.1123212749999425,1.183422018326028e-05
303.56,223.52484,4.883801274999968,1.1305232302646621e-05
304.133,224.50365,5.862611274999949,1.3571023600666503e-05
304.706,225.68609,7.045051274999963,1.630818634157711e-05
305.279,228.95528,10.314241274999944,2.387584733152788e-05
305.852,229.89025,11.249211274999965,2.604015592043659e-05
306.425,225.52486,6.883821274999946,1.593496423414074e-05
306.998,242.48868,23.847641274999944,5.5203541115431644e-05
307.571,245.37128,26.73024127499997,6.18763070206352e-05
308.144,242.78537,24.144331274999956,5.5890331830902025e-05
308.717,247.12528,28.48424127499996,6.593654132221255e-05
309.29,254.81366,36.172621274999955,8.373393254203092e-05
309.863,229.19596,10.55492127499997,2.4432983700800256e-05
310.436,288.55949,69.91845127499994,0.00016185022473199596
311.01,256.98032,38.33928127499996,8.874940988060313e-05
311.583,260.42999,41.78895127499993,9.673485370222359e-05
312.156,256.57392,37.93288127499994,8.780865775964468e-05
312.729,275.27257,56.63153127499993,0.00013109309340570492
313.302,264.39018,45.74914127499994,0.0001059020710789418
313.875,267.33869,48.69765127499994,0.00011272740827423478
314.448,262.01246,43.37142127499993,0.00010039802301534624
315.021,287.3202,68.67916127499996,0.00015898146317692082
315.594,275.7018,57.06076127499995,0.00013208669338818276
316.167,294.09904,75.45800127499996,0.00017467341226067498
316.74,296.46375,77.82271127499996,0.00018014734421921717
317.313,281.5657,62.92466127499995,0.00014566070018465912
317.886,283.91862,65.27758127499993,0.0001511073401463851
318.46,298.35929,79.71825127499994,0.00018453522137315784
319.033,306.35889,87.71785127499993,0.00020305303797458216
319.606,316.3486,97.70756127499993,0.00022617764641518108
320.179,333.75171,115.11067127499996,0.00026646311059769207
320.752,345.92136,127.28032127499995,0.00029463393748947714
321.325,361.75361,143.11257127499994,0.00033128310768397446
321.898,340.05773,121.41669127499995,0.0002810605557005615
322.471,361.96309,143.32205127499998,0.00033176802095734656
323.044,419.58641,200.94537127499996,0.0004651569493694157
323.617,428.01814,209.37710127499997,0.00048467507899748813
324.19,429.8905,211.24946127499993,0.0004890092980949233
324.763,453.83314,235.19210127499997,0.0005444327463265758
325.336,447.81119,229.17015127499997,0.0005304928786228222
325.909,489.52062,270.87958127499996,0.0006270436530727882
326.483,527.98783,309.346791275,0.0007160891978435865
327.056,585.44414,366.8031012749999,0.0008490915243567351
327.629,657.15409,438.51305127499995,0.0010150887870445334
328.202,784.94343,566.302391275,0.0013109010228734579
328.775,937.89413,719.253091275,0.0016649578521723577
329.348,1167.1699,948.528861275,0.0021956952215421207
329.921,1483.2442,1264.603161275,0.002927357544636224
330.494,1898.9544,1680.313361275,0.003889661315192432
331.067,2424.4005,2205.759461275,0.0051059864456656666
331.64,3067.4118,2848.770761275,0.006594456534925563
332.213,3911.6801,3693.0390612749998,0.008548804945070612
332.786,5047.7241,4829.083061275001,0.01117856823862886
333.359,6451.6498,6233.008761275,0.014428435561323285
333.933,8043.3285,7824.687461275,0.01811292156749779
334.506,9790.3534,9571.712361275,0.02215700960894008
335.079,11753.113,11534.471961275,0.02670048957112382
335.652,14181.137,13962.495961275,0.032320983487801755
336.225,17219.182,17000.540961275,0.03935358013474339
336.798,20658.233,20439.591961275,0.047314442640486815
337.371,24098.628,23879.986961275,0.055278416294976714
337.944,26992.254,26773.612961275,0.06197670565708397
338.517,29596.574,29377.932961275,0.06800529710308395
339.09,32437.301,32218.659961275,0.07458113359499785
339.663,35696.552,35477.910961275,0.08212578736218734
340.236,39220.653,39002.011961275,0.09028352724954374
340.809,41541.514,41322.872961275,0.09565595566538933
341.383,42325.605,42106.963961275,0.09747100308486373
341.956,41301.441,41082.799961275,0.09510022440570712
342.529,39173.172,38954.530961275,0.09017361619773462
343.102,36543.068,36324.426961275,0.08408533884453287
343.675,33922.654,33704.012961275,0.07801949231823097
344.248,30633.252,30414.610961275,0.0704050437252565
344.821,26860.416,26641.774961275,0.061671521409734274
345.394,22763.723,22545.081961275002,0.05218832104392361
345.967,18900.86,18682.218961275,0.04324640037408663
346.54,15576.871,15358.229961275,0.03555188831258955
347.113,12977.982,12759.340961275,0.029535868777930418
347.686,11052.049,10833.407961275001,0.025077636606242956
348.259,9614.4819,9395.840861275,0.021749894730393977
348.833,8440.4744,8221.833361275,0.01903225190154044
349.406,7341.045,7122.403961275,0.0164872456518012
349.979,6316.6029,6097.961861275,0.014115823214857099
350.552,5392.3894,5173.748361275,0.011976414232712927
351.125,4625.2288,4406.587761275,0.010200558028072858
351.698,4021.165,3802.523961275,0.008802245279440492
352.271,3481.6549,3263.0138612749997,0.0075533641995844825
352.844,3009.4372,2790.7961612749996,0.006460254448528625
353.417,2619.0026,2400.361561275,0.0055564597190858435
353.99,2246.2094,2027.5683612750001,0.004693502057720511
354.563,1914.3733,1695.732261275,0.003925353645108391
355.136,1648.7978,1430.156761275,0.003310588106477512
355.709,1437.5689,1218.927861275,0.0028216264045023373
356.283,1306.8279,1088.186861275,0.0025189815397232453
356.856,1174.8627,956.2216612749999,0.002213502844367191
357.429,1065.0918,846.4507612749999,0.0019594004649515586
358.002,994.43775,775.796711275,0.0017958474447945677
358.575,924.92235,706.281311275,0.0016349302204115167
359.148,882.58314,663.9421012749999,0.0015369216042520593
359.721,827.01141,608.3703712749999,0.0014082817842155735
360.294,781.13012,562.489081275,0.0013020738096097475
360.867,783.92399,565.282951275,0.0013085411795117703
361.44,749.69822,531.057181275,0.0012293139016600612
362.013,684.22509,465.584051275,0.0010777538969521739
362.586,655.12833,436.48729127499996,0.0010103994710589216
363.159,633.68536,415.0443212749999,0.0009607623659724365
363.733,620.63682,401.9957812749999,0.000930557046876938
364.306,601.05693,382.4158912749999,0.0008852326791465436
364.879,607.29851,388.6574712749999,0.000899680955778265
365.452,604.46488,385.82384127499995,0.0008931215477258257
366.025,586.12596,367.4849212749999,0.0008506698304864395
366.598,549.57671,330.935671275,0.0007660640616455464
367.171,529.75025,311.109211275,0.0007201689231216857
367.744,518.97938,300.33834127499995,0.0006952360520659099
368.317,494.49789,275.85685127499994,0.0006385652507821451
368.89,486.21233,267.57129127499996,0.0006193854817286802
369.463,486.349,267.70796127499995,0.0006197018512965231
370.036,466.52799,247.88695127499994,0.0005738193286660168
370.609,459.2984,240.65736127499997,0.0005570839641823562
371.183,456.44757,237.80653127499994,0.0005504847408334589
371.756,431.59379,212.95275127499997,0.0004929521467172345
372.329,430.40219,211.76115127499997,0.0004901937800161173
372.902,395.09502,176.45398127499993,0.0004084632311417594
373.475,409.80303,191.16199127499993,0.0004425099624473142
374.048,407.65528,189.01424127499996,0.00043753825878641755
374.621,395.13978,176.49874127499993,0.00040856684350626263
375.194,378.2066,159.56556127499994,0.00036936919340889435
375.767,368.05351,149.41247127499997,0.00034586638594880196
376.34,368.71388,150.07284127499997,0.00034739503870007485
376.913,354.45326,135.81222127499996,0.0003143839449225604
377.486,347.30524,128.66420127499998,0.0002978374021675085
378.059,355.03364,136.39260127499995,0.0003157274333968759
378.632,322.72395,104.08291127499996,0.00024093557957057527
379.206,329.30028,110.65924127499994,0.0002561587498353941
379.779,326.83704,108.19600127499996,0.00025045673641406154
380.352,325.89131,107.25027127499993,0.00024826752011643846
380.925,313.09951,94.45847127499997,0.00021865651376585846
381.498,311.83037,93.18933127499997,0.00021571865415268636
382.071,296.06774,77.42670127499997,0.00017923064331513074
382.644,302.99891,84.35787127499998,0.00019527521240524708
383.217,303.83547,85.19443127499994,0.00019721171731250332
383.79,304.57874,85.93770127499994,0.00019893227053333193
384.363,293.86502,75.22398127499997,0.00017413169274456603
384.936,276.42495,57.78391127499998,0.000133760671971527
385.509,270.08187,51.44083127499994,0.00011907743879384766
386.082,263.28346,44.64242127499995,0.00010334018823615862
386.656,261.03224,42.39120127499996,9.812896778895396e-05
387.229,271.37572,52.73468127499996,0.0001220724981730358
387.802,278.59728,59.95624127499997,0.00013878927446887339
388.375,275.4407,56.79966127499995,0.0001314822879285808
388.948,263.3289,44.68786127499993,0.00010344537469377756
389.521,254.26707,35.626031274999946,8.246866260651256e-05
390.094,256.59895,37.95791127499996,8.786659827536221e-05
390.667,259.64369,41.00265127499995,9.491469279496577e-05
391.24,264.95371,46.31267127499996,0.00010720655445178555
391.813,267.83225,49.191211274999944,0.00011386992209515071
392.386,273.75742,55.11638127499998,0.0001275857593110443
392.959,259.30081,40.65977127499997,9.412097948976351e-05
393.532,257.04869,38.40765127499998,8.890767568402325e-05
394.106,235.35838,16.717341274999967,3.869801737510266e-05
394.679,226.95252,8.311481274999949,1.9239772730714265e-05
395.252,280.75326,62.11222127499997,0.0001437800292861566
395.825,244.37199,25.730951274999967,5.956310774171658e-05
396.398,232.56142,13.920381274999954,3.222349460877433e-05
396.971,248.83648,30.19544127499995,6.989770035120865e-05
397.544,240.0102,21.369161274999954,4.946624948956309e-05
398.117,221.53428,2.8932412749999514,6.6973987842042496e-06
398.69,252.51956,33.87852127499997,7.842345163481964e-05
399.263,244.10115,25.460111274999946,5.893615571307388e-05
399.836,241.20403,22.562991274999945,5.2229778290162906e-05
400.409,258.53949,39.89845127499996,9.235864335608225e-05
400.982,229.41368,10.772641274999955,2.4936971278986896e-05
401.556,223.98541,5.344371274999958,1.237137945901917e-05
402.129,212.89719,-5.743848725000049,-1.3296106964832756e-05
402.702,211.98754,-6.653498725000048,-1.54018037336069e-05
403.275,223.79446,5.153421274999943,1.1929360223052088e-05
403.848,216.48177,-2.1592687250000324,-4.998367698727691e-06
404.421,203.8761,-14.764938725000036,-3.417851235572019e-05
404.994,206.06838,-12.572658725000053,-2.9103728744168328e-05
405.567,222.28846,3.6474212749999424,8.443206940169806e-06
406.14,232.69033,14.049291274999945,3.2521900996354886e-05
406.713,226.30745,7.666411274999945,1.7746537074546345e-05
407.286,221.71226,3.0712212749999424,7.109394508830648e-06
407.859,231.15701,12.51597127499997,2.8972506207703508e-05
408.432,235.41028,16.769241274999956,3.881815771732149e-05
409.006,218.76021,0.11917127499995672,2.758627699643867e-07
409.579,215.74896,-2.892078725000033,-6.694707663687164e-06
410.152,228.83556,10.194521274999943,2.3598714349438455e-05
410.725,232.66376,14.022721274999952,3.2460395622698736e-05
411.298,228.86727,10.226231274999947,2.3672118015175648e-05
411.871,222.43731,3.7962712749999525,8.78777129352775e-06
412.444,227.38948,8.748441274999948,2.0251266448169934e-05
413.017,213.62867,-5.012368725000044,-1.1602845740820306e-05
413.59,204.00184,-14.639198725000057,-3.3887444019870557e-05
414.163,230.16592,11.524881274999956,2.6678288639886875e-05
414.736,229.09671,10.455671274999958,2.4203235551181325e-05
415.309,220.09768,1.4566412749999529,3.371895592843903e-06
415.882,220.73926,2.0982212749999576,4.857052447579382e-06
416.456,218.9309,0.2898612749999643,6.709832904525692e-07
417.029,224.74363,6.102591274999952,1.41265395799667e-05
417.602,214.79354,-3.8474987250000368,-8.906354788210008e-06
418.175,238.08202,19.440981274999956,4.500281586606512e-05
418.748,229.59011,10.949071274999966,2.5345378997246495e-05
419.321,206.15136,-12.489678725000033,-2.8911643087187155e-05
419.894,220.8535,2.212461274999953,5.121500091029884e-06
420.467,212.66017,-5.98086872500005,-1.3844771009393688e-05
421.04,219.9732,1.3321612749999474,3.0837439589440324e-06
421.613,216.74889,-1.8921487250000553,-4.3800268853655155e-06
422.186,221.69945,3.058411274999969,7.079741372340854e-06
422.759,228.14451,9.503471274999953,2.1999042220530244e-05
423.332,216.87675,-1.764288725000057,-4.084051082743124e-06
423.906,211.14998,-7.491058725000045,-1.7340623483680523e-05
424.479,223.25329,4.612251274999949,1.0676636735603626e-05
425.052,217.82803,-0.8130087250000315,-1.8819874074839297e-06
425.625,213.32363,-5.3174087250000355,-1.2308965393815248e-05
426.198,227.59853,8.957491274999967,2.0735184339130498e-05
426.771,222.31503,3.6739912749999633,8.504712313826017e-06
427.344,210.56796,-8.073078725000045,-1.8687908300216476e-05
427.917,215.56838,-3.0726587250000534,-7.11272197963866e-06
428.49,211.41985,-7.221188725000047,-1.6715916852570673e-05
429.063,216.06901,-2.5720287250000524,-5.953842220004291e-06
429.636,230.97312,12.33208127499995,2.8546829762026688e-05
430.209,222.89461,4.253571274999956,9.846348913887696e-06
430.782,234.65125,16.01021127499996,3.706112257369192e-05
431.355,245.1001,26.459061274999954,6.124856794543463e-05
431.929,238.54439,19.90335127499995,4.607312973950885e-05
432.502,235.09452,16.453481274999945,3.808722294932484e-05
433.075,216.82197,-1.8190687250000508,-4.210858172275839e-06
433.648,220.09401,1.4529712749999533,3.363400119704344e-06
434.221,232.74421,14.103171274999966,3.2646624727352077e-05
434.794,239.4031,20.76206127499995,4.8060908415168775e-05
435.367,228.92245,10.281411274999954,2.379985104183532e-05
435.94,239.50139,20.860351274999942,4.828843431568303e-05
436.513,212.22804,-6.412998725000051,-1.484508403604171e-05
437.086,204.05541,-14.58562872500005,-3.3763437890146766e-05
437.659,225.71898,7.077941274999944,1.6384321521838685e-05
438.232,243.43771,24.796671274999966,5.7400396394351865e-05
438.805,234.39842,15.757381274999943,3.6475860864189144e-05
439.379,218.72237,0.08133127499996817,1.8826911775706553e-07
439.952,218.24485,-0.3961887250000302,-9.171146243690577e-07
440.525,240.79693,22.15589127499996,5.128740577923241e-05
441.098,223.73003,5.088991274999955,1.178021490033226e-05
441.671,209.53918,-9.101858725000056,-2.1069372293817852e-05
442.244,215.7325,-2.9085387250000565,-6.732809976460288e-06
442.817,217.42268,-1.21835872500003,-2.8203089434841474e-06
443.39,215.89712,-2.743918725000043,-6.351740551873217e-06
443.963,209.99234,-8.648698725000031,-2.0020378122721558e-05
444.536,216.18497,-2.4560687250000512,-5.685413046907987e-06
445.109,237.61842,18.977381274999942,4.3929654735956036e-05
445.682,250.27793,31.636891274999954,7.3234430530233e-05
446.255,229.02629,10.385251274999945,2.4040224319985696e-05
446.829,218.21697,-0.42406872500004056,-9.816524421159329e-07
447.402,220.19902,1.5579812749999462,3.6064817639509865e-06
447.975,219.42379,0.7827512749999528,1.8119461666808613e-06
448.548,226.42525,7.7842112749999615,1.8019225558426552e-05
449.121,223.7919,5.150861274999954,1.1923434225439779e-05
449.694,225.91238,7.271341274999969,1.683201212270822e-05
450.267,231.09614,12.455101274999947,2.8831601725413253e-05
450.84,215.99296,-2.6480787250000333,-6.12988601626135e-06
451.413,221.46616,2.825121274999958,6.5397116914885e-06
451.986,221.98907,3.348031274999954,7.750166149092723e-06
