irradiation_seconds
0
28.562999999999999
57.125
85.686999999999998
114.25
142.81200000000001
171.375
199.93800000000002
228.5
257.06299999999999
285.62499999999994
314.18699999999995
342.74999999999994
371.31199999999995
399.875
428.43799999999999
457
485.56299999999999
514.125
542.68700000000001
571.25
599.81200000000001
628.375
656.93799999999999
685.5
714.06299999999999
742.625
771.18799999999999
799.75
828.31299999999999
856.87599999999998
885.43799999999999
914.00099999999998
942.56299999999999
971.12599999999986
999.68899999999996
1028.252
1056.8140000000001
1085.3770000000002
1113.9390000000001
1142.5010000000002
1171.0640000000001
1199.626
1228.1890000000001
1256.752
1285.3140000000001
1313.8770000000002
1342.4390000000001
1371.0010000000002
1399.5640000000001
1428.126
1456.6890000000001
1485.252
1513.8140000000001
1542.3770000000002
1570.9390000000001
1599.5010000000002
1628.0640000000001
1656.626
1685.1890000000001
1713.752
1742.3140000000001
1770.8770000000002
1799.4390000000001
1828.0010000000002
1856.5640000000001
1885.126
1913.6890000000001
1942.2520000000002
1970.8140000000001
1999.3770000000002
2027.9710000000002
2056.5330000000004
2085.0960000000005
2113.6580000000004
2142.2210000000005
2170.7830000000004
2199.3450000000003
2227.9080000000004
2256.4700000000003
2285.0330000000004
2313.5960000000005
2342.1580000000004
2370.7210000000005
2399.2830000000004
2427.8450000000003
2456.4080000000004
2484.9700000000003
2513.5330000000004
2542.0960000000005
2570.6580000000004
2599.2210000000005
2627.7830000000004
2656.3450000000003
2684.9080000000004
2713.4700000000003
2742.0330000000004
2770.5960000000005
2799.1590000000006
2827.7210000000005
2856.2840000000006
2884.8460000000005
2913.4090000000006
2941.9720000000007
2970.5340000000006
2999.0960000000005
3027.6580000000004
3056.2210000000005
3084.7830000000004
3113.3460000000005
3141.9080000000004
3170.4710000000005
3199.0330000000004
3227.5960000000005
3256.1580000000004
3284.7210000000005
3313.2830000000004
3341.8460000000005
3370.4080000000004
3398.9700000000003
3427.5330000000004
