Wavelength [nm]	Wavenumbers [1/cm]	Intensity
793.540	12601.77	260.8
794.113	12592.67	269.8
794.686	12583.59	266.9
795.259	12574.52	251.9
795.832	12565.47	275.3
796.405	12556.43	273.4
796.978	12547.40	275.2
797.551	12538.38	266.5
798.124	12529.38	266
798.697	12520.39	277.5
799.270	12511.41	268.2
799.843	12502.45	255.4
800.416	12493.50	279.2
800.990	12484.56	269.6
801.563	12475.63	274.1
802.136	12466.72	282.1
802.709	12457.82	282.2
803.282	12448.93	283.8
803.855	12440.06	291.4
804.428	12431.19	275.7
805.001	12422.34	285
805.574	12413.51	293
806.147	12404.68	277.1
806.720	12395.87	272.9
807.293	12387.07	293.2
807.866	12378.28	285.5
808.440	12369.51	285
809.013	12360.75	283.3
809.586	12352.00	279.9
810.159	12343.26	278.2
810.732	12334.53	272.4
811.305	12325.82	281.3
811.878	12317.12	288
812.451	12308.43	290
813.024	12299.76	283.7
813.597	12291.09	276.5
814.170	12282.44	284.7
814.743	12273.80	280.8
815.316	12265.18	282.5
815.890	12256.56	293.5
816.463	12247.96	292.9
817.036	12239.37	290.2
817.609	12230.79	289.5
818.182	12222.22	283.9
818.755	12213.67	270.6
819.328	12205.12	277.4
819.901	12196.59	296.7
820.474	12188.07	289.6
821.047	12179.57	287.5
821.620	12171.07	294.1
822.193	12162.59	284.5
822.766	12154.12	289.6
823.340	12145.66	297.3
823.913	12137.21	292.4
824.486	12128.77	277.6
825.059	12120.35	292.1
825.632	12111.94	306.7
826.205	12103.54	266.3
826.778	12095.15	296.5
827.351	12086.77	286.3
827.924	12078.40	293.3
828.497	12070.05	293.7
829.070	12061.70	267.2
829.643	12053.37	284.7
830.216	12045.05	286.2
830.790	12036.74	283.1
831.363	12028.45	277.8
831.936	12020.16	257.5
832.509	12011.89	290.8
833.082	12003.62	285.3
833.655	11995.37	281.1
834.228	11987.13	275.7
834.801	11978.90	270.3
835.374	11970.68	273
835.947	11962.48	261.8
836.520	11954.28	269.1
837.093	11946.10	274.9
837.666	11937.93	288.9
838.239	11929.76	290.6
838.813	11921.61	284
839.386	11913.48	268.8
839.959	11905.35	271.3
840.532	11897.23	276.6
841.105	11889.12	266.3
841.678	11881.03	257.3
842.251	11872.94	265.9
842.824	11864.87	268.6
843.397	11856.81	258.8
843.970	11848.76	274.2
844.543	11840.72	280.2
845.116	11832.69	279.7
845.689	11824.67	262.5
846.263	11816.66	252.2
846.836	11808.67	262.6
847.409	11800.68	274.9
847.982	11792.71	263.8
848.555	11784.74	260.5
849.128	11776.79	277.6
849.701	11768.85	282.1
850.274	11760.91	253.7
850.847	11752.99	262.9
851.420	11745.08	286.7
851.993	11737.18	278.8
852.566	11729.29	285.2
853.139	11721.41	262
853.713	11713.54	272.4
854.286	11705.69	279.5
854.859	11697.84	249.9
855.432	11690.00	280.5
856.005	11682.18	290.4
856.578	11674.36	287.6
857.151	11666.56	270.4
857.724	11658.76	274.2
858.297	11650.98	275.1
858.870	11643.20	295.1
859.443	11635.44	276
860.016	11627.69	278.9
860.589	11619.94	272.9
861.163	11612.21	279.3
861.736	11604.49	279.6
862.309	11596.78	288.9
862.882	11589.07	286.3
863.455	11581.38	284.7
864.028	11573.70	281.4
864.601	11566.03	276.4
865.174	11558.37	283.8
865.747	11550.72	289.9
866.320	11543.08	290.9
866.893	11535.45	291.2
867.466	11527.82	282.5
868.039	11520.21	265.9
868.613	11512.61	268.8
869.186	11505.02	291.1
869.759	11497.44	274.2
870.332	11489.87	278.2
870.905	11482.31	276.9
871.478	11474.76	270.5
872.051	11467.22	298.1
872.624	11459.69	274.2
873.197	11452.17	268.9
873.770	11444.66	279.5
874.343	11437.16	268.1
874.916	11429.66	279.2
875.489	11422.18	265.1
876.063	11414.71	268.8
876.636	11407.25	289.8
877.209	11399.80	263.6
877.782	11392.35	278.2
878.355	11384.92	285.5
878.928	11377.50	291.1
879.501	11370.08	278.8
880.074	11362.68	281.4
880.647	11355.29	280.8
881.220	11347.90	283.4
881.793	11340.53	277.7
882.366	11333.16	285.2
882.939	11325.81	273.4
883.513	11318.46	288.7
884.086	11311.12	290.1
884.659	11303.79	275.3
885.232	11296.48	275.8
885.805	11289.17	278.6
886.378	11281.87	271.6
886.951	11274.58	280.9
887.524	11267.30	275.5
888.097	11260.03	267.9
888.670	11252.77	271.9
889.243	11245.52	272.8
889.816	11238.27	263.3
890.389	11231.04	285.7
890.962	11223.82	278.5
891.536	11216.60	282.7
892.109	11209.40	268.9
892.682	11202.20	273.6
893.255	11195.01	284.9
893.828	11187.84	279.3
894.401	11180.67	267.5
894.974	11173.51	290.1
895.547	11166.36	271.1
896.120	11159.22	273.2
896.693	11152.09	285.3
897.266	11144.96	284.1
897.839	11137.85	268.7
898.412	11130.74	288.6
898.986	11123.65	270.8
899.559	11116.56	283.8
900.132	11109.49	279
900.705	11102.42	261.1
901.278	11095.36	256.3
901.851	11088.31	270.6
902.424	11081.27	295.9
902.997	11074.23	285.3
903.570	11067.21	270.9
904.143	11060.19	276.9
904.716	11053.19	279.7
905.289	11046.19	275.6
905.862	11039.20	265.5
906.436	11032.22	268.5
907.009	11025.25	266.4
907.582	11018.29	256
908.155	11011.34	260
908.728	11004.39	257.4
909.301	10997.46	280.9
909.874	10990.53	295.1
910.447	10983.61	277
911.020	10976.71	280.8
911.593	10969.81	297.7
912.166	10962.91	260.4
912.739	10956.03	287
913.312	10949.16	280
913.886	10942.29	277.1
914.459	10935.43	267.7
915.032	10928.58	290.5
915.605	10921.74	268.8
916.178	10914.91	264.5
916.751	10908.09	266.7
917.324	10901.27	278.9
917.897	10894.47	287.4
918.470	10887.67	262.1
919.043	10880.88	279.6
919.616	10874.10	279.9
920.189	10867.33	284.3
920.762	10860.56	293.8
921.336	10853.81	296.5
921.909	10847.06	289.2
922.482	10840.32	281
923.055	10833.59	289.1
923.628	10826.87	272.4
924.201	10820.16	287.7
924.774	10813.45	300.8
925.347	10806.76	288.4
925.920	10800.07	251.1
926.493	10793.39	267.1
927.066	10786.72	285.6
927.639	10780.05	290.6
928.212	10773.40	281
928.786	10766.75	295.7
929.359	10760.11	286.1
929.932	10753.48	273.8
930.505	10746.86	292.2
931.078	10740.24	269.4
931.651	10733.63	271.5
932.224	10727.04	286.7
932.797	10720.45	271.8
933.370	10713.86	262.8
933.943	10707.29	288.6
934.516	10700.72	285.7
935.089	10694.17	270.7
935.662	10687.62	271.3
936.236	10681.07	275.5
936.809	10674.54	288.5
937.382	10668.01	279.7
937.955	10661.50	276.7
938.528	10654.99	281.1
939.101	10648.48	300.6
939.674	10641.99	288.7
940.247	10635.50	290.2
940.820	10629.02	277.2
941.393	10622.55	286.8
941.966	10616.09	258.9
942.539	10609.64	282.7
943.112	10603.19	278.2
943.685	10596.75	283.7
944.259	10590.32	275.3
944.832	10583.90	310.1
945.405	10577.48	278.9
945.978	10571.07	281.9
946.551	10564.67	283.8
947.124	10558.28	277.9
947.697	10551.90	297.7
948.270	10545.52	272.5
948.843	10539.15	279
949.416	10532.79	275.7
949.989	10526.43	273
950.562	10520.09	276.2
951.135	10513.75	281.2
951.709	10507.42	270.8
952.282	10501.10	267.4
952.855	10494.78	265.3
953.428	10488.47	277.6
954.001	10482.17	272.8
954.574	10475.88	276
955.147	10469.59	281.9
955.720	10463.31	284.5
956.293	10457.04	288.9
956.866	10450.78	275
957.439	10444.53	267.7
958.012	10438.28	280.3
958.585	10432.04	296.3
959.159	10425.81	260.9
959.732	10419.58	266.1
960.305	10413.36	300.2
960.878	10407.15	292.2
961.451	10400.95	268.7
962.024	10394.75	262.3
962.597	10388.56	290
963.170	10382.38	280.6
963.743	10376.21	275.9
964.316	10370.04	282.6
964.889	10363.88	282.6
965.462	10357.73	292
966.035	10351.59	285.9
966.609	10345.45	280
967.182	10339.32	276.1
967.755	10333.20	275.1
968.328	10327.08	286.5
968.901	10320.97	293.5
969.474	10314.87	270.3
970.047	10308.78	272.4
970.620	10302.69	280.3
971.193	10296.61	267.3
971.766	10290.54	269.8
972.339	10284.48	273.9
972.912	10278.42	281.6
973.485	10272.37	256.3
974.059	10266.32	286.1
974.632	10260.29	266.3
975.205	10254.26	294.6
975.778	10248.24	286.6
976.351	10242.22	287.5
976.924	10236.21	272.6
977.497	10230.21	285.5
978.070	10224.22	297.4
978.643	10218.23	290.7
979.216	10212.25	282.8
979.789	10206.28	277.1
980.362	10200.31	283.2
980.935	10194.35	287.8
981.509	10188.40	293
982.082	10182.45	290.4
982.655	10176.52	291.5
983.228	10170.58	274.4
983.801	10164.66	286.6
984.374	10158.74	291.5
984.947	10152.83	284.1
985.520	10146.93	278.9
986.093	10141.03	284.9
986.666	10135.14	280.2
987.239	10129.26	300.9
987.812	10123.38	282
988.385	10117.51	304.6
988.958	10111.65	289.8
989.532	10105.79	304.2
990.105	10099.94	297.6
990.678	10094.10	307.8
991.251	10088.26	311.8
991.824	10082.44	306.4
992.397	10076.61	287.3
992.970	10070.80	268.5
993.543	10064.99	279.4
994.116	10059.19	308
994.689	10053.39	306
995.262	10047.60	302.7
995.835	10041.82	302.8
996.408	10036.04	308.1
996.982	10030.28	297
997.555	10024.51	304.8
998.128	10018.76	317.8
998.701	10013.01	286.3
999.274	10007.27	308.3
999.847	10001.53	313.9
1000.420	9995.80	290.4
1000.993	9990.08	304.2
1001.566	9984.36	300.1
1002.139	9978.65	314.2
1002.712	9972.95	314
1003.285	9967.25	321.3
1003.858	9961.56	316.2
1004.432	9955.88	308.4
1005.005	9950.20	303.8
1005.578	9944.53	296.3
1006.151	9938.87	304
1006.724	9933.21	295.2
1007.297	9927.56	299.4
1007.870	9921.91	293.1
1008.443	9916.28	293.4
1009.016	9910.64	294.1
1009.589	9905.02	289.4
1010.162	9899.40	303.5
1010.735	9893.79	296
1011.308	9888.18	307.2
1011.882	9882.58	271.1
1012.455	9876.99	304.7
1013.028	9871.40	309.8
1013.601	9865.82	287.5
1014.174	9860.24	285.6
1014.747	9854.67	289.7
1015.320	9849.11	309.1
1015.893	9843.56	295.7
1016.466	9838.01	293.1
1017.039	9832.46	308.7
1017.612	9826.93	317.1
1018.185	9821.39	287.6
1018.758	9815.87	286.5
1019.332	9810.35	301.8
1019.905	9804.84	297.6
1020.478	9799.33	293.7
1021.051	9793.83	310.4
1021.624	9788.34	312.4
1022.197	9782.85	291.6
1022.770	9777.37	288.5
1023.343	9771.89	290.5
1023.916	9766.42	292.4
1024.489	9760.96	310
1025.062	9755.50	288.6
1025.635	9750.05	280.4
1026.208	9744.61	287.6
1026.782	9739.17	294.4
1027.355	9733.74	297.4
1027.928	9728.31	305.6
1028.501	9722.89	299.7
1029.074	9717.48	289.6
1029.647	9712.07	293.1
1030.220	9706.66	294.2
1030.793	9701.27	305.4
1031.366	9695.88	300.3
1031.939	9690.49	289.1
1032.512	9685.11	321.4
1033.085	9679.74	290.2
1033.658	9674.38	299.2
1034.232	9669.02	295.7
1034.805	9663.66	289.9
1035.378	9658.31	288.5
1035.951	9652.97	293.5
1036.524	9647.63	290.7
1037.097	9642.30	293.7
1037.670	9636.98	279.9
1038.243	9631.66	291
1038.816	9626.34	295.6
1039.389	9621.04	290
1039.962	9615.73	275.6
1040.535	9610.44	270.2
1041.108	9605.15	294
1041.681	9599.86	278.8
1042.255	9594.58	291.1
1042.828	9589.31	279.6
1043.401	9584.05	294.3
1043.974	9578.78	285.2
1044.547	9573.53	271.6
1045.120	9568.28	283.2
1045.693	9563.04	284
1046.266	9557.80	283.9
1046.839	9552.57	272.8
1047.412	9547.34	272.1
1047.985	9542.12	279
1048.558	9536.90	284.2
1049.131	9531.69	286.2
1049.705	9526.49	291.9
1050.278	9521.29	296.4
1050.851	9516.10	285.5
1051.424	9510.91	291.2
1051.997	9505.73	296.8
1052.570	9500.56	274.5
1053.143	9495.39	276
1053.716	9490.22	260.3
1054.289	9485.06	300.5
1054.862	9479.91	278.6
1055.435	9474.76	282.3
1056.008	9469.62	301.6
1056.581	9464.49	298.5
1057.155	9459.35	290.2
1057.728	9454.23	287.4
1058.301	9449.11	283.9
1058.874	9444.00	282.9
1059.447	9438.89	282.2
1060.020	9433.78	295.1
1060.593	9428.69	303.6
1061.166	9423.60	287.8
1061.739	9418.51	289.6
1062.312	9413.43	299.4
1062.885	9408.35	291.1
1063.458	9403.28	277.8
1064.031	9398.22	288.8
1064.605	9393.16	321.3
1065.178	9388.11	287.8
1065.751	9383.06	297.4
1066.324	9378.01	294.8
1066.897	9372.98	292.6
1067.470	9367.95	300.8
1068.043	9362.92	292.5
1068.616	9357.90	289.4
1069.189	9352.88	292.5
1069.762	9347.87	290.4
1070.335	9342.87	285.2
1070.908	9337.87	284.8
1071.481	9332.87	286.3
1072.055	9327.88	281.8
1072.628	9322.90	284.3
1073.201	9317.92	296.3
1073.774	9312.95	318.9
1074.347	9307.98	304.7
1074.920	9303.02	307
1075.493	9298.06	300.3
1076.066	9293.11	301.2
1076.639	9288.16	305.7
1077.212	9283.22	296.7
1077.785	9278.29	294.8
1078.358	9273.36	305.8
1078.931	9268.43	297
1079.505	9263.51	296.9
1080.078	9258.59	296.2
1080.651	9253.68	295.7
1081.224	9248.78	325.9
1081.797	9243.88	296.7
1082.370	9238.99	285.9
1082.943	9234.10	295.7
1083.516	9229.21	306.4
1084.089	9224.33	297.2
1084.662	9219.46	294.8
1085.235	9214.59	293.3
1085.808	9209.73	301.1
1086.381	9204.87	303.1
1086.955	9200.02	314
1087.528	9195.17	303.5
1088.101	9190.33	307.4
1088.674	9185.49	302.7
1089.247	9180.66	297.2
1089.820	9175.83	278.3
1090.393	9171.01	306.3
1090.966	9166.19	313.8
1091.539	9161.38	287.5
1092.112	9156.57	288.9
1092.685	9151.77	303.7
1093.258	9146.97	282
1093.831	9142.18	286.2
1094.404	9137.39	290.6
1094.978	9132.61	290.1
1095.551	9127.83	293
1096.124	9123.06	291.2
1096.697	9118.29	293.3
1097.270	9113.53	304.2
1097.843	9108.77	298.3
1098.416	9104.02	281.3
1098.989	9099.27	283.1
1099.562	9094.53	295.3
