Wavelength_nm,Reactant_normalized,PSS_normalized_to_reactant,Reactant_reconstructed_M-1_cm-1,PSS_reconstructed_M-1_cm-1,Product_epsilon_M-1_cm-1,Product_epsilon_raw_M-1_cm-1,Product_lower_nonnegative_M-1_cm-1,Product_upper_nonnegative_M-1_cm-1,Product_error_lower_M-1_cm-1,Product_error_upper_M-1_cm-1
252,0.10431520499999999,0.15636905800000001,2394.1935800000001,3588.90915,7824.7189200000003,7824.7189200000003,7512.7192400000004,8164.1525600000004,311.999683,339.43364000000003
252.09999999999999,0.10441031100000001,0.155930764,2396.3763899999999,3578.8496300000002,7771.2547199999999,7771.2547199999999,7462.1849499999998,8107.4773400000004,309.06977499999999,336.22261400000002
252.19999999999999,0.10451059,0.15549763899999999,2398.6779499999998,3568.9087399999999,7717.9088199999997,7717.9088199999997,7411.7677899999999,8050.9215700000004,306.14103,333.01274899999999
252.30000000000001,0.104615952,0.15506961,2401.09618,3559.08484,7664.6809700000003,7664.6809700000003,7361.4674400000004,7994.4850999999999,303.213525,329.80413099999998
252.40000000000001,0.104726309,0.15464660599999999,2403.6290300000001,3549.3762499999998,7611.5709100000004,7611.5709100000004,7311.2835800000003,7938.1677600000003,300.28733499999998,326.59684399999998
252.5,0.104841569,0.15422855399999999,2406.2744299999999,3539.7813099999998,7558.5784199999998,7558.5784199999998,7261.2158799999997,7881.9693900000002,297.36253599999998,323.39097299999997
252.59999999999999,0.104959211,0.153816541,2408.97451,3530.3249900000001,7506.0221499999998,7506.0221499999998,7211.5636299999996,7826.2299599999997,294.45852300000001,320.20781599999998
252.69999999999999,0.10508178999999999,0.15340857199999999,2411.7878700000001,3520.96146,7453.4860200000003,7453.4860200000003,7161.9353099999998,7770.5064000000002,291.550702,317.02037999999999
252.80000000000001,0.105209025,0.15300519500000001,2414.70811,3511.70334,7401.0500300000003,7401.0500300000003,7112.4064399999997,7714.8836499999998,288.64359200000001,313.83362099999999
252.90000000000001,0.10534057199999999,0.152606884,2417.7273,3502.56151,7348.7918799999998,7348.7918799999998,7063.0502200000001,7659.4443099999999,285.74165699999998,310.65243600000002
253,0.105477231,0.15221199599999999,2420.8638500000002,3493.4982100000002,7296.4745899999998,7296.4745899999998,7013.6430600000003,7603.9367599999996,282.83153299999998,307.46217000000001
253.09999999999999,0.10561617700000001,0.15181820900000001,2424.05287,3484.4602,7244.0861699999996,7244.0861699999996,6964.1707900000001,7548.3514100000002,279.91537699999998,304.26524699999999
253.19999999999999,0.105757193,0.15142524900000001,2427.2894200000001,3475.4411799999998,7191.6156099999998,7191.6156099999998,6914.6227900000004,7492.67688,276.99281999999999,301.06126799999998
253.30000000000001,0.105900733,0.151033112,2430.5838600000002,3466.4410200000002,7139.0255200000001,7139.0255200000001,6864.9640900000004,7436.8730800000003,274.06142899999998,297.84755999999999
253.40000000000001,0.106047162,0.150641682,2433.9446400000002,3457.4571099999998,7086.2740800000001,7086.2740800000001,6815.1554500000002,7380.8953600000004,271.11862400000001,294.621287
253.5,0.106196763,0.150250737,2437.3782099999999,3448.48432,7033.3150699999997,7033.3150699999997,6765.1534000000001,7324.6945299999998,268.161676,291.37945400000001
253.59999999999999,0.106351318,0.149865161,2440.9254900000001,3439.6347700000001,6980.51314,6980.51314,6715.3049700000001,7268.6544199999998,265.20816500000001,288.141279
253.69999999999999,0.106510865,0.14948272800000001,2444.5873299999998,3430.8573299999998,6927.6327899999997,6927.6327899999997,6665.3872300000003,7212.5258299999996,262.245564,284.89303699999999
253.80000000000001,0.10667584400000001,0.14910461999999999,2448.3738499999999,3422.1791699999999,6874.7616900000003,6874.7616900000003,6615.4835999999996,7156.40103,259.27808700000003,281.63933700000001
253.90000000000001,0.106846617,0.14873192399999999,2452.2933499999999,3413.6252300000001,6821.9837100000004,6821.9837100000004,6565.6738800000003,7100.3683600000004,256.30982499999999,278.38465000000002
254,0.10702347,0.14836563,2456.3524000000002,3405.2182299999999,6769.3789100000004,6769.3789100000004,6516.0341699999999,7044.5122199999996,253.34474299999999,275.13331299999999
254.09999999999999,0.107206833,0.14800718600000001,2460.5608499999998,3396.9913999999999,6717.0633399999997,6717.0633399999997,6466.6747699999996,6988.9549399999996,250.38857200000001,271.891594
254.19999999999999,0.107398286,0.147660237,2464.9550100000001,3389.0283800000002,6665.2885200000001,6665.2885200000001,6417.8354300000001,6933.9608799999996,247.453091,268.67235799999997
254.30000000000001,0.107599264,0.147327184,2469.5677599999999,3381.3843000000002,6614.1884200000004,6614.1884200000004,6369.6444300000003,6879.6702299999997,244.54399100000001,265.481808
254.40000000000001,0.107809585,0.147008791,2474.3949299999999,3374.0767000000001,6563.8574900000003,6563.8574900000003,6322.19103,6826.1831199999997,241.666461,262.32562999999999
254.5,0.10802901199999999,0.14670575899999999,2479.4311200000002,3367.1216599999998,6514.3881199999996,6514.3881199999996,6275.5624900000003,6773.5975699999999,238.82563500000001,259.209452
254.59999999999999,0.108257254,0.146418728,2484.6696400000001,3360.53386,6465.8706599999996,6465.8706599999996,6229.8440700000001,6722.0095099999999,236.02659299999999,256.138846
254.69999999999999,0.10849444499999999,0.14614660800000001,2490.1135199999999,3354.28829,6418.1806699999997,6418.1806699999997,6184.9180699999997,6671.2871100000002,233.26260400000001,253.10643400000001
254.80000000000001,0.10873801499999999,0.14588401500000001,2495.7038400000001,3348.2613700000002,6370.9653200000002,6370.9653200000002,6140.4478300000001,6621.0598799999998,230.51748799999999,250.09455500000001
254.90000000000001,0.108985762,0.145628378,2501.3900100000001,3342.3941100000002,6324.1359000000002,6324.1359000000002,6096.3471799999998,6571.2363800000003,227.78871699999999,247.10048599999999
255,0.109238505,0.14538063300000001,2507.1908400000002,3336.7079800000001,6277.7232899999999,6277.7232899999999,6052.64617,6521.8484099999996,225.07712100000001,244.12511799999999
255.09999999999999,0.109496969,0.145141571,2513.1229800000001,3331.2211400000001,6231.7510000000002,6231.7510000000002,6009.3677699999998,6472.9200099999998,222.383229,241.169014
255.19999999999999,0.109761787,0.14491184100000001,2519.2009800000001,3325.9484900000002,6186.2351500000004,6186.2351500000004,5966.5278799999996,6424.4675699999998,219.70727099999999,238.23241400000001
255.30000000000001,0.11003423800000001,0.144692663,2525.4541399999998,3320.9180299999998,6141.1990900000001,6141.1990900000001,5924.1498600000004,6376.5143500000004,217.04922199999999,235.31526199999999
255.40000000000001,0.11031632299999999,0.14448628499999999,2531.9284200000002,3316.1813200000001,6096.7142999999996,6096.7142999999996,5882.3034100000004,6329.1338100000003,214.410898,232.41950199999999
255.5,0.11060871999999999,0.144293277,2538.6393800000001,3311.7515100000001,6052.7854200000002,6052.7854200000002,5840.9935400000004,6282.33007,211.79187300000001,229.54465500000001
255.59999999999999,0.11091163499999999,0.144113563,2545.5917300000001,3307.6267899999998,6009.3874500000002,6009.3874500000002,5800.1968299999999,6236.0764900000004,209.19062,226.689041
255.69999999999999,0.111225199,0.14394694199999999,2552.7885099999999,3303.80258,5966.4888499999997,5966.4888499999997,5759.8835200000003,6190.3395399999999,206.605334,223.850684
255.80000000000001,0.111549471,0.14379309500000001,2560.2310600000001,3300.2715600000001,5924.0515400000004,5924.0515400000004,5720.0176000000001,6145.0788499999999,204.03393800000001,221.02730500000001
255.90000000000001,0.111883432,0.14365359999999999,2567.8959599999998,3297.0699300000001,5882.3230800000001,5882.3230800000001,5680.8325100000002,6100.5574999999999,201.49057199999999,218.23441299999999
256,0.11222486700000001,0.14352578099999999,2575.7324100000001,3294.1362800000002,5841.2045500000004,5841.2045500000004,5642.2323800000004,6056.6732599999996,198.972174,215.468704
256.10000000000002,0.11257376199999999,0.14340992399999999,2583.7400899999998,3291.4771999999998,5800.72696,5800.72696,5604.2465599999996,6013.4589599999999,196.48040499999999,212.73199600000001
256.19999999999999,0.11293003,0.14330622300000001,2591.91698,3289.0971,5760.9175500000001,5760.9175500000001,5566.9007600000004,5970.9435199999998,194.016794,210.025969
256.30000000000001,0.113293485,0.14321474200000001,2600.25884,3286.9974699999998,5721.7981,5721.7981,5530.2154099999998,5929.1501900000003,191.58268100000001,207.35209
256.39999999999998,0.113664062,0.14313585000000001,2608.7641600000002,3285.18678,5683.4124400000001,5683.4124400000001,5494.2319900000002,5888.1254200000003,189.18045599999999,204.71298100000001
256.5,0.114043294,0.143071911,2617.4680899999998,3283.7192799999998,5645.8825800000004,5645.8825800000004,5459.0675000000001,5847.9966199999999,186.815076,202.114037
256.60000000000002,0.114432345,0.143021916,2626.3974199999998,3282.5718099999999,5609.0082899999998,5609.0082899999998,5424.53352,5808.55062,184.47476900000001,199.542338
256.69999999999999,0.114830584,0.142986433,2635.5376200000001,3281.7574399999999,5572.9004500000001,5572.9004500000001,5390.73441,5769.9054800000004,182.16604100000001,197.00502599999999
256.80000000000001,0.115237308,0.142965913,2644.8725399999998,3281.28647,5537.6631299999999,5537.6631299999999,5357.7680300000002,5732.1720500000001,179.895106,194.50892099999999
256.89999999999998,0.115651743,0.142960685,2654.3844800000002,3281.1664700000001,5503.3935099999999,5503.3935099999999,5325.7256299999999,5695.4540399999996,177.66788299999999,192.06052299999999
257,0.116074052,0.14296975200000001,2664.0771,3281.3745699999999,5469.9747200000002,5469.9747200000002,5294.4967100000003,5659.6275800000003,175.478015,189.652863
257.10000000000002,0.11650340300000001,0.14299042100000001,2673.9313699999998,3281.8489599999998,5437.1931699999996,5437.1931699999996,5263.8781799999997,5624.4676200000004,173.314989,187.27445
257.19999999999999,0.116937519,0.14302162900000001,2683.8949899999998,3282.5652300000002,5405.1233599999996,5405.1233599999996,5233.9383500000004,5590.0554899999997,171.185012,184.93212800000001
257.30000000000001,0.117376727,0.14306275900000001,2693.9754899999998,3283.5092300000001,5373.6742899999999,5373.6742899999999,5204.5913700000001,5556.2945399999999,169.08292900000001,182.62024600000001
257.39999999999998,0.117821272,0.14311304399999999,2704.17848,3284.6633499999998,5342.7460899999996,5342.7460899999996,5175.7428900000004,5523.0788199999997,167.00320300000001,180.33273299999999
257.5,0.118271312,0.143171566,2714.50758,3286.0065199999999,5312.2300400000004,5312.2300400000004,5147.2901300000003,5490.2931399999998,164.939911,178.06309899999999
257.60000000000002,0.118726579,0.143240592,2724.9566500000001,3287.5907699999998,5282.3844900000004,5282.3844900000004,5119.4774699999998,5458.2111299999997,162.90701999999999,175.82664800000001
257.69999999999999,0.11918614199999999,0.143320487,2735.50432,3289.4244899999999,5253.3232500000004,5253.3232500000004,5092.41176,5426.9542700000002,160.91148899999999,173.63102000000001
257.80000000000001,0.119649645,0.14341063000000001,2746.1424400000001,3291.4933999999998,5225.0104499999998,5225.0104499999998,5066.0586899999998,5396.4849700000004,158.951764,171.474523
257.89999999999998,0.12011698,0.14351095899999999,2756.8685,3293.7961,5197.4484899999998,5197.4484899999998,5040.4204099999997,5366.80591,157.02808300000001,169.357418
258,0.120587941,0.14362128299999999,2767.67776,3296.3281999999999,5170.6343200000001,5170.6343200000001,5015.4938300000003,5337.9140699999998,155.14048500000001,167.279754
258.10000000000002,0.121062224,0.143741285,2778.5632799999998,3299.0824299999999,5144.5594099999998,5144.5594099999998,4991.2705900000001,5309.8007799999996,153.28881799999999,165.24136999999999
258.19999999999999,0.121543109,0.14387235900000001,2789.60034,3302.09078,5119.1023400000004,5119.1023400000004,4967.6389399999998,5282.3339299999998,151.463401,163.23159200000001
258.30000000000001,0.122031507,0.144014633,2800.8098100000002,3305.3562000000002,5094.2025000000003,5094.2025000000003,4944.5423799999999,5255.4483899999996,149.660121,161.24589399999999
258.39999999999998,0.122527673,0.144167833,2812.1975900000002,3308.8723599999998,5069.8101999999999,5069.8101999999999,4921.9341100000001,5229.0913,147.87608700000001,159.28110599999999
258.5,0.123031803,0.14433157099999999,2823.7681299999999,3312.6303899999998,5045.8693199999998,5045.8693199999998,4899.7611900000002,5203.2030699999996,146.10813200000001,157.333755
258.60000000000002,0.123544023,0.14450534700000001,2835.5243599999999,3316.6188299999999,5022.3174099999997,5022.3174099999997,4877.9645899999996,5177.7174800000003,144.35281699999999,155.400069
258.69999999999999,0.124064428,0.14468878399999999,2847.4684600000001,3320.82899,4999.1072100000001,4999.1072100000001,4856.4996700000002,5152.5844200000001,142.607541,153.47720100000001
258.80000000000001,0.12459281799999999,0.14488419299999999,2859.5958099999998,3325.3139200000001,4976.4962800000003,4976.4962800000003,4835.6101200000003,5128.0766199999998,140.88616500000001,151.58033399999999
258.89999999999998,0.12512557599999999,0.14508816399999999,2871.8234200000002,3329.9953799999998,4954.4232199999997,4954.4232199999997,4815.2342200000003,5104.1331099999998,139.18900300000001,149.709892
259,0.12566360800000001,0.145301342,2884.1720999999998,3334.8881299999998,4932.8813600000003,4932.8813600000003,4795.3665499999997,5080.7458500000002,137.51480799999999,147.86448899999999
259.10000000000002,0.12620772099999999,0.14552424799999999,2896.6603100000002,3340.0041799999999,4911.8596900000002,4911.8596900000002,4775.9974899999997,5057.90229,135.8622,146.04259500000001
259.19999999999999,0.12675861799999999,0.14575728600000001,2909.3042500000001,3345.35275,4891.3429100000003,4891.3429100000003,4757.1132399999997,5035.5854499999996,134.22967,144.24254300000001
259.30000000000001,0.12731626700000001,0.146000094,2922.1031400000002,3350.9255699999999,4871.29601,4871.29601,4738.6806100000003,5013.7583500000001,132.61539400000001,142.46233799999999
259.39999999999998,0.12788144500000001,0.14625149400000001,2935.0748400000002,3356.6955800000001,4851.5327500000003,4851.5327500000003,4720.5240199999998,4992.2230499999996,131.008726,140.69029800000001
259.5,0.12845679199999999,0.14651159399999999,2948.2799399999999,3362.6652800000002,4831.8496500000001,4831.8496500000001,4702.4533899999997,4970.76134,129.396263,138.91169099999999
259.60000000000002,0.12904115699999999,0.14677970000000001,2961.6920100000002,3368.8186999999998,4812.2678800000003,4812.2678800000003,4684.4876100000001,4949.39689,127.78026699999999,137.12901600000001
259.69999999999999,0.129633314,0.147054986,2975.2829299999999,3375.1369500000001,4792.8012399999998,4792.8012399999998,4666.6385600000003,4928.1456699999999,126.162679,135.34442799999999
259.80000000000001,0.130231966,0.14733650400000001,2989.0228900000002,3381.5982199999999,4773.4561999999996,4773.4561999999996,4648.9110700000001,4907.0159299999996,124.545126,133.55973599999999
259.89999999999998,0.13083925299999999,0.147627287,3002.9610600000001,3388.27214,4754.3750399999999,4754.3750399999999,4631.4420099999998,4886.15589,122.93303899999999,131.78084200000001
260,0.13145691400000001,0.14793052600000001,3017.13733,3395.2319299999999,4735.7491399999999,4735.7491399999999,4614.41428,4865.7660800000003,121.334852,130.016944
260.10000000000002,0.13208444599999999,0.148246346,3031.5401499999998,3402.4804800000002,4717.6325399999996,4717.6325399999996,4597.8786099999998,4845.9042799999997,119.753929,128.271739
260.19999999999999,0.132721747,0.14857481,3046.1671799999999,3410.0192200000001,4700.0401099999999,4700.0401099999999,4581.8489499999996,4826.5863099999997,118.191159,126.54620300000001
260.30000000000001,0.13336867899999999,0.14891590599999999,3061.0152600000001,3417.84791,4682.9818500000001,4682.9818500000001,4566.33464,4807.8229199999996,116.64720800000001,124.84106800000001
260.39999999999998,0.134025071,0.149269551,3076.0804499999999,3425.9645999999998,4666.4629400000003,4666.4629400000003,4551.3404200000004,4789.6197700000002,115.122522,123.156825
260.5,0.13468945099999999,0.14963390100000001,3091.32899,3434.32699,4650.4107999999997,4650.4107999999997,4536.7960899999998,4771.9016799999999,113.61470300000001,121.490881
260.60000000000002,0.13535823,0.15000633199999999,3106.6784899999998,3442.8748599999999,4634.8437999999996,4634.8437999999996,4522.7155300000004,4754.6920600000003,112.12827299999999,119.848266
260.69999999999999,0.13603093699999999,0.150386187,3122.1181499999998,3451.5931099999998,4619.7316199999996,4619.7316199999996,4509.0695400000004,4737.9593599999998,110.662087,118.227739
260.80000000000001,0.136707566,0.15077301000000001,3137.6478200000001,3460.4713000000002,4605.0272699999996,4605.0272699999996,4495.8136100000002,4721.6538399999999,109.21365900000001,116.62657400000001
260.89999999999998,0.13738803599999999,0.15116624100000001,3153.2656499999998,3469.4965400000001,4590.6787999999997,4590.6787999999997,4482.8984799999998,4705.7206399999995,107.780314,115.041845
261,0.13807219300000001,0.151565214,3168.9681099999998,3478.6535899999999,4576.6293599999999,4576.6293599999999,4470.2701800000004,4690.0997799999996,106.359188,113.47041900000001
261.10000000000002,0.138761831,0.151972093,3184.7963399999999,3487.9920900000002,4562.9588100000001,4562.9588100000001,4458.0060700000004,4674.8737700000001,104.952746,111.91495500000001
261.19999999999999,0.139455052,0.15238299699999999,3200.7068300000001,3497.4229500000001,4549.4164499999997,4549.4164499999997,4445.8668900000002,4659.7794299999996,103.54956300000001,110.362982
261.30000000000001,0.14015238699999999,0.15279843700000001,3216.7117400000002,3506.9579399999998,4536.0126700000001,4536.0126700000001,4433.86301,4644.82719,102.14966699999999,108.814519
261.39999999999998,0.14085428799999999,0.15321881100000001,3232.8214400000002,3516.60617,4522.7520299999996,4522.7520299999996,4421.9991799999998,4630.0213599999997,100.752853,107.26933099999999
261.5,0.14156113000000001,0.15364439899999999,3249.0445500000001,3526.3740699999998,4509.6332599999996,4509.6332599999996,4410.2745800000002,4615.3601900000003,99.358682700000003,105.72693200000001
261.60000000000002,0.142272695,0.154075874,3265.3760499999999,3536.2770599999999,4496.7442499999997,4496.7442499999997,4398.7722100000001,4600.9369100000004,97.972034199999996,104.192667
261.69999999999999,0.14298736400000001,0.154515502,3281.7788,3546.3671899999999,4484.4533000000001,4484.4533000000001,4387.8392599999997,4587.1430200000004,96.614042900000001,102.68971999999999
261.80000000000001,0.143704836,0.15496444700000001,3298.2458799999999,3556.6711799999998,4472.9063500000002,4472.9063500000002,4377.6135999999997,4574.1332499999999,95.292746800000003,101.22690299999999
261.89999999999998,0.14442474999999999,0.15542268000000001,3314.76901,3567.1883200000002,4462.1294900000003,4462.1294900000003,4368.1196099999997,4561.9356200000002,94.0098871,99.806128999999999
262,0.14514665299999999,0.15589007799999999,3331.3377700000001,3577.9158299999999,4452.1471099999999,4452.1471099999999,4359.3799099999997,4550.5764300000001,92.767205300000001,98.429316
262.10000000000002,0.145869996,0.156366433,3347.9396099999999,3588.8489100000002,4442.9818599999999,4442.9818599999999,4351.4154200000003,4540.0802400000002,91.566443599999999,97.098383900000002
262.19999999999999,0.146596434,0.15685195599999999,3364.61247,3599.9923899999999,4434.5211799999997,4434.5211799999997,4344.1211899999998,4530.3261499999999,90.399998299999993,95.804968900000006
262.30000000000001,0.147329138,0.15734722100000001,3381.4291499999999,3611.3595,4426.56711,4426.56711,4337.3128800000004,4521.1011799999997,89.2542349,94.534068500000004
262.39999999999998,0.14806867500000001,0.15785211900000001,3398.4026600000002,3622.94767,4419.0617899999997,4419.0617899999997,4330.9362700000001,4512.3434900000002,88.125524499999997,93.281695799999994
262.5,0.14881481399999999,0.15836619900000001,3415.5276800000001,3634.7465900000002,4411.9772899999998,4411.9772899999998,4324.9646700000003,4504.0237699999998,87.012614200000002,92.046483600000002
262.60000000000002,0.149567274,0.15888893500000001,3432.7977999999998,3646.7441800000001,4405.2813399999995,4405.2813399999995,4319.3672699999997,4496.1081999999997,85.914068700000001,90.826866300000006
262.69999999999999,0.15032573199999999,0.15941972200000001,3450.2055599999999,3658.9265700000001,4398.9373999999998,4398.9373999999998,4314.1091299999998,4488.5584799999997,84.828271099999995,89.621079699999996
262.80000000000001,0.151090579,0.159959409,3467.7599700000001,3671.3132099999998,4393.0019499999999,4393.0019499999999,4309.2441200000003,4481.4339200000004,83.757828799999999,88.431971200000007
262.89999999999998,0.15185864499999999,0.16050460999999999,3485.3882699999999,3683.8263999999999,4387.3797599999998,4387.3797599999998,4304.67893,4474.6372600000004,82.700822700000003,87.257508099999995
263,0.15262949000000001,0.16105470199999999,3503.08034,3696.4518499999999,4382.0417500000003,4382.0417500000003,4300.3855999999996,4468.1382400000002,81.656145699999996,86.096487699999997
263.10000000000002,0.153403647,0.16161012599999999,3520.84843,3709.1996899999999,4376.9905200000003,4376.9905200000003,4296.3671100000001,4461.9389899999996,80.623408299999994,84.948471499999997
263.19999999999999,0.15418157599999999,0.162171223,3538.70309,3722.0777200000002,4372.2241299999996,4372.2241299999996,4292.6220800000001,4456.0369700000001,79.602053900000001,83.812839999999994
263.30000000000001,0.154963663,0.16273823200000001,3556.65319,3735.0914400000001,4367.73614,4367.73614,4289.1447799999996,4450.4249300000001,78.591359100000005,82.688792399999997
263.39999999999998,0.15575024600000001,0.16331130099999999,3574.7064700000001,3748.24424,4363.51451,4363.51451,4285.9241599999996,4445.0897599999998,77.590351299999995,81.575255999999996
263.5,0.156541129,0.16389002799999999,3592.8584500000002,3761.5269199999998,4359.5333199999995,4359.5333199999995,4282.9354700000004,4440.0042599999997,76.597849600000004,80.470941800000006
263.60000000000002,0.15733658,0.16447445099999999,3611.11526,3774.94031,4355.7745800000002,4355.7745800000002,4280.1619499999997,4435.1490899999999,75.612634900000003,79.374508899999995
263.69999999999999,0.158136789,0.1650645,3629.48128,3788.4828499999999,4352.2156800000002,4352.2156800000002,4277.5823600000003,4430.5001199999997,74.633320100000006,78.2844336
263.80000000000001,0.15894186799999999,0.165660003,3647.9590899999998,3802.1505499999998,4348.8293999999996,4348.8293999999996,4275.1710499999999,4426.0284099999999,73.658349299999998,77.199009700000005
263.89999999999998,0.15975273500000001,0.16626147799999999,3666.5697300000002,3815.95532,4345.5951400000004,4345.5951400000004,4272.90942,4421.7111699999996,72.685725399999995,76.116029699999999
264,0.160574351,0.16687285199999999,3685.4270499999998,3829.9872799999998,4342.5190199999997,4342.5190199999997,4270.8081499999998,4417.5493900000001,71.7108712,75.030371900000006
264.10000000000002,0.16140822499999999,0.167494538,3704.56574,3844.2559299999998,4339.5211499999996,4339.5211499999996,4268.7930900000001,4413.4568799999997,70.728056800000005,73.935727900000003
264.19999999999999,0.16225504800000001,0.16812691299999999,3724.0016300000002,3858.7699200000002,4336.5847899999999,4336.5847899999999,4266.84908,4409.4151599999996,69.735713200000006,72.830364099999997
264.30000000000001,0.16311547800000001,0.16877028599999999,3743.7498099999998,3873.53631,4333.6884600000003,4333.6884600000003,4264.9564099999998,4405.4007700000002,68.732050299999997,71.712305499999999
264.39999999999998,0.16399014200000001,0.16942489299999999,3763.8246800000002,3888.5605500000001,4330.80591,4330.80591,4263.0908600000002,4401.3852500000003,67.715056700000005,70.579335599999993
264.5,0.164877258,0.17009046999999999,3784.1853500000002,3903.8365600000002,4328.0544900000004,4328.0544900000004,4261.3617700000004,4397.4947199999997,66.692716300000001,69.440237300000007
264.60000000000002,0.16577147,0.17076481600000001,3804.7088899999999,3919.3138100000001,4325.6403600000003,4325.6403600000003,4259.9591,4393.9532600000002,65.681257500000001,68.3129019
264.69999999999999,0.16667069800000001,0.17144646299999999,3825.34755,3934.95867,4323.57989,4323.57989,4258.8962899999997,4390.7804699999997,64.683602899999997,67.200575700000002
264.80000000000001,0.16757499000000001,0.17213579800000001,3846.1024499999999,3950.7799500000001,4321.9092799999999,4321.9092799999999,4258.2076500000003,4388.0145899999998,63.7016244,66.1053079
264.89999999999998,0.16848429100000001,0.17283309899999999,3866.97228,3966.7840799999999,4320.6622900000002,4320.6622900000002,4257.9251199999999,4385.6914200000001,62.737169899999998,65.029123600000005
265,0.16939843800000001,0.17353854199999999,3887.9533499999998,3982.9750899999999,4319.8703299999997,4319.8703299999997,4258.07827,4383.8443600000001,61.792063300000002,63.974023799999998
265.10000000000002,0.17031787700000001,0.17425221499999999,3909.0558900000001,3999.3549699999999,4319.5062799999996,4319.5062799999996,4258.64185,4382.4442200000003,60.864426100000003,62.937941600000002
265.19999999999999,0.17124182199999999,0.17497442499999999,3930.2618400000001,4015.9307899999999,4319.6661700000004,4319.6661700000004,4259.70604,4381.5934900000002,59.960129600000002,61.927324499999997
265.30000000000001,0.17216983799999999,0.175705098,3951.56124,4032.7008500000002,4320.3776699999999,4320.3776699999999,4261.2965999999997,4381.3219300000001,59.081070799999999,60.944259700000003
