irradiation_seconds
0
28.062000000000001
56.125
84.188000000000002
112.25
140.31299999999999
168.37599999999998
196.43799999999996
224.49999999999994
252.56199999999995
280.62499999999994
308.68699999999995
336.74999999999994
364.81199999999995
392.87499999999994
420.93699999999995
448.99899999999997
477.06199999999995
505.12399999999997
533.1869999999999
561.24999999999989
589.3119999999999
617.37499999999989
645.4369999999999
673.49899999999991
701.5619999999999
729.65599999999995
757.71799999999996
785.78099999999995
813.84299999999996
841.90599999999995
869.96899999999994
898.03199999999993
926.09399999999994
954.15599999999995
982.21799999999985
1010.2809999999997
1038.3429999999998
1066.4059999999997
1094.4689999999996
