Wavelength [nm]	Wavenumbers [1/cm]	Intensity
795.259	12574.52	225.9
795.832	12565.47	250.2
796.405	12556.43	246.8
796.978	12547.40	249.4
797.551	12538.38	241.7
798.124	12529.38	240.4
798.697	12520.39	253.2
799.270	12511.41	243.2
799.843	12502.45	229
800.416	12493.50	252
800.990	12484.56	243.9
801.563	12475.63	246.8
802.136	12466.72	257
802.709	12457.82	256.3
803.282	12448.93	258.1
803.855	12440.06	265.3
804.428	12431.19	250
805.001	12422.34	258.6
805.574	12413.51	267.9
806.147	12404.68	252.4
806.720	12395.87	248
807.293	12387.07	268.6
807.866	12378.28	260.9
808.440	12369.51	259.8
809.013	12360.75	257.9
809.586	12352.00	255.6
810.159	12343.26	253.6
810.732	12334.53	247.1
811.305	12325.82	255.7
811.878	12317.12	262.3
812.451	12308.43	263.8
813.024	12299.76	257.4
813.597	12291.09	251
814.170	12282.44	259.3
814.743	12273.80	255.9
815.316	12265.18	257.3
815.890	12256.56	268
816.463	12247.96	266.9
817.036	12239.37	263.8
817.609	12230.79	263.6
818.182	12222.22	258.8
818.755	12213.67	246.1
819.328	12205.12	254.3
819.901	12196.59	272.1
820.474	12188.07	264.6
821.047	12179.57	263
821.620	12171.07	269.2
822.193	12162.59	259
822.766	12154.12	262.6
823.340	12145.66	271.3
823.913	12137.21	266.3
824.486	12128.77	250.9
825.059	12120.35	268
825.632	12111.94	284.4
826.205	12103.54	241.3
826.778	12095.15	270.2
827.351	12086.77	261.2
827.924	12078.40	269
828.497	12070.05	267.3
829.070	12061.70	241.7
829.643	12053.37	260.2
830.216	12045.05	260.5
830.790	12036.74	258.7
831.363	12028.45	252.3
831.936	12020.16	230.3
832.509	12011.89	266
833.082	12003.62	260.3
833.655	11995.37	255.6
834.228	11987.13	251.1
834.801	11978.90	245.9
835.374	11970.68	249.5
835.947	11962.48	236.8
836.520	11954.28	243.8
837.093	11946.10	250.6
837.666	11937.93	263.4
838.239	11929.76	265.1
838.813	11921.61	257.6
839.386	11913.48	242.8
839.959	11905.35	246.6
840.532	11897.23	251.5
841.105	11889.12	239.5
841.678	11881.03	230.9
842.251	11872.94	240.3
842.824	11864.87	242.7
843.397	11856.81	232
843.970	11848.76	248.9
844.543	11840.72	255.4
845.116	11832.69	254.3
845.689	11824.67	236
846.263	11816.66	226.4
846.836	11808.67	237.7
847.409	11800.68	248.1
847.982	11792.71	238.1
848.555	11784.74	236.2
849.128	11776.79	251.3
849.701	11768.85	254.9
850.274	11760.91	227.7
850.847	11752.99	237.1
851.420	11745.08	260.1
851.993	11737.18	253.1
852.566	11729.29	258.7
853.139	11721.41	234.9
853.713	11713.54	247.6
854.286	11705.69	254.7
854.859	11697.84	225.6
855.432	11690.00	254.2
856.005	11682.18	266.8
856.578	11674.36	261.2
857.151	11666.56	245.1
857.724	11658.76	248.1
858.297	11650.98	249.9
858.870	11643.20	269.2
859.443	11635.44	249.7
860.016	11627.69	254.4
860.589	11619.94	248.4
861.163	11612.21	255.1
861.736	11604.49	254.9
862.309	11596.78	265.4
862.882	11589.07	262.3
863.455	11581.38	260.4
864.028	11573.70	256.6
864.601	11566.03	251.5
865.174	11558.37	259.2
865.747	11550.72	264.7
866.320	11543.08	265.6
866.893	11535.45	265.4
867.466	11527.82	256.1
868.039	11520.21	239.9
868.613	11512.61	244.3
869.186	11505.02	266.9
869.759	11497.44	248.7
870.332	11489.87	250.2
870.905	11482.31	252.4
871.478	11474.76	246.6
872.051	11467.22	275.1
872.624	11459.69	248.7
873.197	11452.17	244.2
873.770	11444.66	254
874.343	11437.16	243.1
874.916	11429.66	256.2
875.489	11422.18	240.9
876.063	11414.71	244.3
876.636	11407.25	263.7
877.209	11399.80	238.9
877.782	11392.35	253.9
878.355	11384.92	261.9
878.928	11377.50	266.2
879.501	11370.08	253.2
880.074	11362.68	255.8
880.647	11355.29	255.5
881.220	11347.90	258.8
881.793	11340.53	251.9
882.366	11333.16	259.7
882.939	11325.81	247.9
883.513	11318.46	264.5
884.086	11311.12	265.8
884.659	11303.79	251.6
885.232	11296.48	251.7
885.805	11289.17	253.6
886.378	11281.87	246.9
886.951	11274.58	255.8
887.524	11267.30	250.2
888.097	11260.03	242.7
888.670	11252.77	247.2
889.243	11245.52	248
889.816	11238.27	236.8
890.389	11231.04	259.4
890.962	11223.82	255.1
891.536	11216.60	258.5
892.109	11209.40	242.8
892.682	11202.20	249.6
893.255	11195.01	260.3
893.828	11187.84	255.3
894.401	11180.67	242
894.974	11173.51	264.5
895.547	11166.36	243.8
896.120	11159.22	248.4
896.693	11152.09	261.2
897.266	11144.96	259.6
897.839	11137.85	244.1
898.412	11130.74	264.4
898.986	11123.65	245.6
899.559	11116.56	260.6
900.132	11109.49	254.9
900.705	11102.42	236.4
901.278	11095.36	232.7
901.851	11088.31	246.6
902.424	11081.27	270.3
902.997	11074.23	259.3
903.570	11067.21	245.4
904.143	11060.19	251.2
904.716	11053.19	255.4
905.289	11046.19	251.8
905.862	11039.20	241.2
906.436	11032.22	244
907.009	11025.25	242.3
907.582	11018.29	230.8
908.155	11011.34	235.3
908.728	11004.39	233.2
909.301	10997.46	255.6
909.874	10990.53	268.7
910.447	10983.61	251.5
911.020	10976.71	255.1
911.593	10969.81	275.8
912.166	10962.91	235.6
912.739	10956.03	261.9
913.312	10949.16	254.9
913.886	10942.29	251.7
914.459	10935.43	242.5
915.032	10928.58	266.6
915.605	10921.74	244.8
916.178	10914.91	237.5
916.751	10908.09	240.2
917.324	10901.27	253.9
917.897	10894.47	262.4
918.470	10887.67	238.6
919.043	10880.88	255.5
919.616	10874.10	255.8
920.189	10867.33	259.4
920.762	10860.56	268.8
921.336	10853.81	273.2
921.909	10847.06	264.8
922.482	10840.32	256.5
923.055	10833.59	265
923.628	10826.87	247.9
924.201	10820.16	263.8
924.774	10813.45	277.7
925.347	10806.76	263.6
925.920	10800.07	226
926.493	10793.39	242.3
927.066	10786.72	261.6
927.639	10780.05	265.5
928.212	10773.40	255.8
928.786	10766.75	269.9
929.359	10760.11	260.6
929.932	10753.48	250.5
930.505	10746.86	267.4
931.078	10740.24	242.7
931.651	10733.63	247.3
932.224	10727.04	262
932.797	10720.45	248.4
933.370	10713.86	239.2
933.943	10707.29	265.2
934.516	10700.72	262
935.089	10694.17	246
935.662	10687.62	245.5
936.236	10681.07	250.6
936.809	10674.54	264
937.382	10668.01	254.6
937.955	10661.50	252.8
938.528	10654.99	257.6
939.101	10648.48	277
939.674	10641.99	264.6
940.247	10635.50	264.3
940.820	10629.02	251.2
941.393	10622.55	260.7
941.966	10616.09	233.1
942.539	10609.64	259
943.112	10603.19	254.5
943.685	10596.75	258
944.259	10590.32	249.9
944.832	10583.90	286.5
945.405	10577.48	253.4
945.978	10571.07	256.9
946.551	10564.67	257.3
947.124	10558.28	253.6
947.697	10551.90	273.7
948.270	10545.52	247.1
948.843	10539.15	252.5
949.416	10532.79	250.1
949.989	10526.43	249.5
950.562	10520.09	253
951.135	10513.75	257.5
951.709	10507.42	244.6
952.282	10501.10	241.6
952.855	10494.78	240.2
953.428	10488.47	252.7
954.001	10482.17	248
954.574	10475.88	250.6
955.147	10469.59	256.4
955.720	10463.31	259.9
956.293	10457.04	264.6
956.866	10450.78	251.5
957.439	10444.53	243.6
958.012	10438.28	254.8
958.585	10432.04	271.7
959.159	10425.81	236.3
959.732	10419.58	240.9
960.305	10413.36	276.4
960.878	10407.15	268.9
961.451	10400.95	242.5
962.024	10394.75	237.8
962.597	10388.56	266.7
963.170	10382.38	256.8
963.743	10376.21	251.7
964.316	10370.04	259.3
964.889	10363.88	258.3
965.462	10357.73	267.9
966.035	10351.59	261.7
966.609	10345.45	255.4
967.182	10339.32	251.6
967.755	10333.20	251.2
968.328	10327.08	261.6
968.901	10320.97	268.6
969.474	10314.87	245.1
970.047	10308.78	247.6
970.620	10302.69	254.6
971.193	10296.61	241.6
971.766	10290.54	244.4
972.339	10284.48	248.4
972.912	10278.42	255.7
973.485	10272.37	233
974.059	10266.32	261.3
974.632	10260.29	242.5
975.205	10254.26	268.9
975.778	10248.24	260.6
976.351	10242.22	262.4
976.924	10236.21	249
977.497	10230.21	261.9
978.070	10224.22	273.5
978.643	10218.23	265.9
979.216	10212.25	257.1
979.789	10206.28	251.6
980.362	10200.31	258.1
980.935	10194.35	263.6
981.509	10188.40	268
982.082	10182.45	265.5
982.655	10176.52	266.4
983.228	10170.58	247.8
983.801	10164.66	262.2
984.374	10158.74	267
984.947	10152.83	261.5
985.520	10146.93	256.7
986.093	10141.03	260.6
986.666	10135.14	255.4
987.239	10129.26	275.4
987.812	10123.38	256.6
988.385	10117.51	279
988.958	10111.65	265.5
989.532	10105.79	279.9
990.105	10099.94	272.6
990.678	10094.10	283.9
991.251	10088.26	287.6
991.824	10082.44	281.6
992.397	10076.61	262.3
992.970	10070.80	243.4
993.543	10064.99	255.2
994.116	10059.19	283.6
994.689	10053.39	281.1
995.262	10047.60	278
995.835	10041.82	277.6
996.408	10036.04	282.2
996.982	10030.28	273.3
997.555	10024.51	281.9
998.128	10018.76	294.1
998.701	10013.01	262.3
999.274	10007.27	284
999.847	10001.53	289
1000.420	9995.80	267.9
1000.993	9990.08	280.4
1001.566	9984.36	275.2
1002.139	9978.65	288.7
1002.712	9972.95	290.2
1003.285	9967.25	298.2
1003.858	9961.56	292.6
1004.432	9955.88	284.1
1005.005	9950.20	278.2
1005.578	9944.53	271.1
1006.151	9938.87	279.7
1006.724	9933.21	270
1007.297	9927.56	274.2
1007.870	9921.91	268.7
1008.443	9916.28	267.4
1009.016	9910.64	270.3
1009.589	9905.02	266.1
1010.162	9899.40	279.9
1010.735	9893.79	271.9
1011.308	9888.18	281.5
1011.882	9882.58	245.2
1012.455	9876.99	280.1
1013.028	9871.40	285.1
1013.601	9865.82	262.9
1014.174	9860.24	261.6
1014.747	9854.67	266
1015.320	9849.11	284.8
1015.893	9843.56	272.7
1016.466	9838.01	268.6
1017.039	9832.46	284
1017.612	9826.93	293.7
1018.185	9821.39	263.6
1018.758	9815.87	262.2
1019.332	9810.35	277.1
1019.905	9804.84	273.6
1020.478	9799.33	267.7
1021.051	9793.83	285.7
1021.624	9788.34	288.3
1022.197	9782.85	267.3
1022.770	9777.37	261.9
1023.343	9771.89	264.5
1023.916	9766.42	267.2
1024.489	9760.96	285.4
1025.062	9755.50	264.5
1025.635	9750.05	255.1
1026.208	9744.61	261.9
1026.782	9739.17	269.8
1027.355	9733.74	273.9
1027.928	9728.31	281.1
1028.501	9722.89	274.1
1029.074	9717.48	265.3
1029.647	9712.07	269.3
1030.220	9706.66	271.9
1030.793	9701.27	280.8
1031.366	9695.88	275.1
1031.939	9690.49	264.5
1032.512	9685.11	297.9
1033.085	9679.74	265.4
1033.658	9674.38	276.3
1034.232	9669.02	270.2
1034.805	9663.66	266.6
1035.378	9658.31	264.7
1035.951	9652.97	270
1036.524	9647.63	267.1
1037.097	9642.30	270.8
1037.670	9636.98	256.8
1038.243	9631.66	267.6
1038.816	9626.34	272
1039.389	9621.04	265.8
1039.962	9615.73	252
1040.535	9610.44	245.1
1041.108	9605.15	269.8
1041.681	9599.86	252.9
1042.255	9594.58	268.3
1042.828	9589.31	255.5
1043.401	9584.05	269.2
1043.974	9578.78	259
1044.547	9573.53	249.3
1045.120	9568.28	258.3
1045.693	9563.04	260.3
1046.266	9557.80	258.7
1046.839	9552.57	246.3
1047.412	9547.34	246.5
1047.985	9542.12	255.3
1048.558	9536.90	260.1
1049.131	9531.69	262.5
1049.705	9526.49	268.2
1050.278	9521.29	273
1050.851	9516.10	259.5
1051.424	9510.91	265.8
1051.997	9505.73	272.1
1052.570	9500.56	250.7
1053.143	9495.39	250.2
1053.716	9490.22	235.7
1054.289	9485.06	275.8
1054.862	9479.91	252.4
1055.435	9474.76	257.6
1056.008	9469.62	276.6
1056.581	9464.49	273.1
1057.155	9459.35	265.4
1057.728	9454.23	262.5
1058.301	9449.11	258.2
1058.874	9444.00	258
1059.447	9438.89	258.6
1060.020	9433.78	270.8
1060.593	9428.69	280.8
1061.166	9423.60	262.9
1061.739	9418.51	264.7
1062.312	9413.43	275.4
1062.885	9408.35	267.6
1063.458	9403.28	253.6
1064.031	9398.22	264.9
1064.605	9393.16	298.5
1065.178	9388.11	264.4
1065.751	9383.06	272.1
1066.324	9378.01	269.5
1066.897	9372.98	269.2
1067.470	9367.95	276.8
1068.043	9362.92	268
1068.616	9357.90	265.2
1069.189	9352.88	268.5
1069.762	9347.87	265.4
1070.335	9342.87	260.2
1070.908	9337.87	259.9
1071.481	9332.87	260.6
1072.055	9327.88	258
1072.628	9322.90	260.8
1073.201	9317.92	271.2
1073.774	9312.95	292.9
1074.347	9307.98	281.2
1074.920	9303.02	282.7
1075.493	9298.06	274.7
1076.066	9293.11	276.9
1076.639	9288.16	281
1077.212	9283.22	272.7
1077.785	9278.29	272.2
1078.358	9273.36	282.2
1078.931	9268.43	273.4
1079.505	9263.51	272.7
1080.078	9258.59	272.7
1080.651	9253.68	270.1
1081.224	9248.78	302.8
1081.797	9243.88	273
1082.370	9238.99	265.7
1082.943	9234.10	271.7
1083.516	9229.21	283.3
1084.089	9224.33	271.6
1084.662	9219.46	270.7
1085.235	9214.59	269.3
1085.808	9209.73	278.2
1086.381	9204.87	280.5
1086.955	9200.02	291.2
1087.528	9195.17	280.2
1088.101	9190.33	282.8
1088.674	9185.49	278.3
1089.247	9180.66	272.6
1089.820	9175.83	255.2
1090.393	9171.01	281.7
1090.966	9166.19	290.9
1091.539	9161.38	264.7
1092.112	9156.57	263.4
1092.685	9151.77	277.6
1093.258	9146.97	257.2
1093.831	9142.18	261.3
1094.404	9137.39	267
1094.978	9132.61	266.6
1095.551	9127.83	269.3
1096.124	9123.06	267.7
1096.697	9118.29	267.9
1097.270	9113.53	279.5
1097.843	9108.77	274.2
1098.416	9104.02	257.9
1098.989	9099.27	258.8
1099.562	9094.53	272
